YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 01 02 12  22  1.9  2.7  1.75  9.09  7.50 999 1021.4   9.8  10.3   6.9 99.0
1999 01 02 13  22  1.8  2.3  1.70  9.09  7.63 999 1021.1   9.8  10.2   7.4 99.0
1999 01 02 14  54  3.8  4.8  1.76  8.33  7.54 999 1020.9  10.6  10.2   5.9 99.0
1999 01 02 15  45  6.6  7.9  1.89  9.09  7.76 999 1020.7  11.0  10.2   5.7 99.0
1999 01 02 16  41  5.2  6.4  1.63 20.00  7.70 999 1020.9  11.0  10.2   5.7 99.0
1999 01 02 17  47  4.5  5.5  1.87 25.00  8.22 999 1021.1  11.3  10.2   4.5 99.0
1999 01 02 18 310  2.5  3.4  1.76  9.09  7.56 999 1021.9  11.0  10.2   5.7 99.0
1999 01 02 19 291  1.2  2.0  2.05 20.00  9.19 999 1021.8  11.2  10.2   5.9 99.0
1999 01 02 20 229  1.3  1.8  1.70 20.00  8.52 999 1020.7  11.7  10.2   5.7 99.0
1999 01 02 21 222   .6  1.1  2.01 20.00 10.03 999 1019.6  11.8  10.2   5.2 99.0
1999 01 02 22 322   .8  1.4  1.66 20.00  9.02 999 1018.9  12.1  10.3   6.8 99.0
1999 01 02 23 285  1.3  2.0  1.90 20.00 10.03 999 1018.6  12.2  10.5   8.0 99.0
1999 01 03 00 312  1.2  1.6  1.78 20.00 10.01 999 1018.4  12.1  10.6   8.6 99.0
1999 01 03 01 272  1.4  1.9  1.80 20.00 10.77 999 1018.1  11.6  10.6   7.4 99.0
1999 01 03 02 294  1.2  1.9  1.86 20.00 11.23 999 1018.1  10.9  10.5   7.9 99.0
1999 01 03 03 333  2.3  2.7  1.69 20.00 10.29 999 1018.0  10.5  10.5   8.2 99.0
1999 01 03 04 332  2.3  2.9  1.76 20.00 10.38 999 1018.0  10.5  10.5   8.5 99.0
1999 01 03 05 348  2.3  3.0  1.74 20.00 11.03 999 1017.9  11.0  10.3   7.5 99.0
1999 01 03 06 334  1.0  1.8  1.57 20.00 10.47 999 1018.0  10.9  10.3   6.9 99.0
1999 01 03 07  35  1.5  2.3  1.83 20.00 11.51 999 1018.1  10.9  10.3   7.0 99.0
1999 01 03 08 330  2.2  2.8  1.71 20.00 10.88 999 1018.3  10.6  10.2   8.0 99.0
1999 01 03 09  13   .4  1.9  2.11 16.67 11.92 999 1018.4  10.5  10.2   7.6 99.0
1999 01 03 10  51  1.9  2.8  1.84 16.67 10.64 999 1018.7  12.0  10.2   5.7 99.0
1999 01 03 11  74  3.9  5.3  2.02 16.67 10.36 999 1018.7  11.8  10.2   6.7 99.0
1999 01 03 12  69  5.3  6.6  1.86 20.00  9.83 999 1018.7  11.7  10.2   5.8 99.0
1999 01 03 13  68  7.0  8.5  1.96 16.67 10.16 999 1018.8  11.5  10.2   4.2 99.0
1999 01 03 14  61  7.8  9.3  1.89 16.67  9.35 999 1019.0  11.3  10.2   4.5 99.0
1999 01 03 15  89  5.7  6.9  1.65 16.67  8.19 999 1019.9  11.0  10.2   4.7 99.0
1999 01 03 16  77  7.7  8.9  1.71 16.67  8.44 999 1020.3  10.5  10.2   4.5 99.0
1999 01 03 17  79  9.0 10.5  1.68 16.67  7.76 999 1020.4  10.9  10.2   4.2 99.0
1999 01 03 18  81  8.4  9.9  1.96 16.67  8.24 999 1020.8  10.9  10.2   3.8 99.0
1999 01 03 19  85  9.9 12.0  1.88 16.67  7.72 999 1021.0  10.9  10.2   5.3 99.0
1999 01 03 20  76 10.1 12.2  1.84 16.67  7.40 999 1020.7  12.3  10.2   4.1 99.0
1999 01 03 21  76  8.9 12.2  1.73 16.67  7.35 999 1020.4  12.5  10.2   5.6 99.0
1999 01 03 22  70  8.2 11.0  1.79 16.67  7.69 999 1020.4  12.9  10.3   4.6 99.0
1999 01 03 23  71  7.7  9.6  1.48 16.67  6.82 999 1020.9  12.9  10.3   5.2 99.0
1999 01 04 00  68  8.0  9.8  1.59 16.67  7.43 999 1021.2  13.1  10.3   4.5 99.0
1999 01 04 01  74  7.5  9.1  1.61 14.29  7.79 999 1021.9  12.6  10.2   5.0 99.0
1999 01 04 02  76  6.8  7.9  1.64 16.67  9.20 999 1022.0  12.1  10.2   6.0 99.0
1999 01 04 03  72  6.7  8.6  1.63 16.67  9.76 999 1022.5  12.1  10.2   5.9 99.0
1999 01 04 04  81  6.4  7.9  1.65 16.67  9.61 999 1023.0  12.1  10.2   5.4 99.0
1999 01 04 05  85  6.5  7.6  1.45 16.67  9.21 999 1023.5  11.9  10.2   5.2 99.0
1999 01 04 06  82  7.0  8.4  1.52 16.67  8.64 999 1023.8  12.1  10.2   4.9 99.0
1999 01 04 07  77  6.8  8.5  1.68 16.67  9.37 999 1024.2  11.7  10.2   5.1 99.0
1999 01 04 08  85  6.9  8.4  1.47 16.67  8.51 999 1024.6  11.4  10.2   5.5 99.0
1999 01 04 09  84  7.6  9.2  1.37 16.67  7.39 999 1024.4  11.4  10.2   4.3 99.0
1999 01 04 10  84  8.1  9.9  1.41 14.29  7.46 999 1024.4  11.0  10.2   5.1 99.0
1999 01 04 11  78  8.8 10.4  1.54 16.67  7.35 999 1024.5  11.3  10.2   5.1 99.0
1999 01 04 12  78  8.9 10.5  1.39 14.29  7.09 999 1024.3  10.9  10.2   5.6 99.0
1999 01 04 13  83  9.2 11.3  1.56 14.29  6.86 999 1024.5  10.6  10.2   5.1 99.0
1999 01 04 14  79  8.4 10.3  1.68 14.29  7.31 999 1025.0  10.2  10.2   5.9 99.0
1999 01 04 15  77  9.0 10.7  1.48 14.29  6.79 999 1025.2  10.5  10.2   5.1 99.0
1999 01 04 16  72  9.9 12.3  1.67 14.29  6.82 999 1025.2  10.5  10.2   4.7 99.0
1999 01 04 17  74  9.2 11.7  1.43 14.29  6.36 999 1025.7  10.6  10.2   4.5 99.0
1999 01 04 18  73  9.7 11.9  1.62 14.29  6.45 999 1026.5  10.5  10.2   4.6 99.0
1999 01 04 19  72  9.6 11.8  1.55 14.29  6.10 999 1026.7  10.5  10.2   4.2 99.0
1999 01 04 20  75  9.1 10.8  1.51 14.29  6.47 999 1026.2  10.9  10.2   4.4 99.0
1999 01 04 21  72  8.4 10.2  1.36 14.29  6.19 999 1025.5  11.0  10.2   4.6 99.0
1999 01 04 22  71  7.8  9.2  1.24 14.29  6.36 999 1025.1  11.7  10.2   4.8 99.0
1999 01 04 23  76  7.1  9.4  1.32 14.29  6.95 999 1025.0  11.7  10.2   5.2 99.0
1999 01 05 00  65  7.3  8.9  1.17 14.29  6.19 999 1024.9  11.5  10.2   4.9 99.0
1999 01 05 01  66  7.1  8.5  1.17 12.50  6.46 999 1025.0  11.8  10.2   5.2 99.0
1999 01 05 02  62  7.1  8.5  1.29 14.29  7.05 999 1025.3  12.1  10.2   4.2 99.0
1999 01 05 03  64  6.6  7.7  1.12 14.29  7.61 999 1025.5  12.1  10.2   4.0 99.0
1999 01 05 04  55  5.2  6.2  1.16 14.29  8.05 999 1025.7  11.8  10.2   5.0 99.0
1999 01 05 05  42  4.0  4.9  1.19 12.50  8.08 999 1026.4  11.8  10.2   5.3 99.0
1999 01 05 06 279  1.5  2.0  1.28 12.50  9.08 999 1026.7  11.0  10.2   8.4 99.0
1999 01 05 07  44  1.2  1.9  1.13 12.50  9.50 999 1026.7  10.5  10.2   8.2 99.0
1999 01 05 08  72  2.7  3.9  1.05 14.29 10.20 999 1026.6  10.5  10.2   6.6 99.0
1999 01 05 09  81  7.4  8.9  1.23 14.29  8.09 999 1025.7  10.5  10.2   6.3 99.0
1999 01 05 10  73  7.0  8.4  1.20 14.29  7.35 999 1025.5  10.6   9.8   5.9 99.0
1999 01 05 11  72  7.2  8.6  1.24 12.50  6.73 999 1025.7  10.9  10.2   4.9 99.0
1999 01 05 12  77  6.6  7.9  1.19 12.50  6.72 999 1025.6  10.6  10.2   4.6 99.0
1999 01 05 13  74  5.3  6.9  1.18 12.50  6.87 999 1025.6  11.0  10.2   4.9 99.0
1999 01 05 14  72  5.4  7.1  1.11 12.50  6.56 999 1025.7  10.4  10.2   6.4 99.0
1999 01 05 15  47  3.4  4.4  1.25 14.29  8.46 999 1025.8  10.3  10.2   7.2 99.0
1999 01 05 16  87  4.0  4.9  1.15 12.50  9.42 999 1025.9   9.7  10.2   5.7 99.0
1999 01 05 17  84  5.0  6.5  1.07 12.50  7.24 999 1026.3   9.7  10.1   5.9 99.0
1999 01 05 18  59  6.5  7.7  1.14 14.29  6.73 999 1026.1   9.8   9.9   5.5 99.0
1999 01 05 19  71  6.0  7.5  1.32 12.50  7.27 999 1026.1  10.2   9.8   5.7 99.0
1999 01 05 20  69  6.2  8.3  1.09 12.50  6.24 999 1025.1  10.1  10.2   6.1 99.0
1999 01 05 21  85  4.4  5.6   .97 12.50  6.48 999 1024.5  11.3  10.2   5.9 99.0
1999 01 05 22  56  4.8  6.2  1.06 12.50  6.85 999 1023.6  11.3  10.2   5.4 99.0
1999 01 05 23  34  3.2  3.9  1.14 12.50  7.44 999 1023.4  11.3  10.2   7.7 99.0
1999 01 06 00 259  2.6  3.2  1.15 12.50  9.83 999 1023.6  11.0  10.2   8.2 99.0
1999 01 06 01 306  4.3  5.7  1.06 12.50 10.58 999 1023.6  10.8  10.2   8.5 99.0
1999 01 06 02 312  4.5  5.4  1.09 12.50  9.60 999 1024.1  10.2  10.2   8.9 99.0
1999 01 06 03 319  4.7  5.7  1.21 12.50  9.25 999 1024.1  10.2   9.8   9.0 99.0
1999 01 06 04 316  4.7  6.0   .96 12.50  7.68 999 1024.2   9.9   9.8   8.4 99.0
1999 01 06 05 315  4.0  4.9  1.07 12.50  8.21 999 1024.2  10.2   9.8   9.1 99.0
1999 01 06 06 304  5.6  7.1  1.05 12.50  7.83 999 1024.2   9.8   9.8   9.1 99.0
1999 01 06 07 309  4.9  6.3  1.22 12.50  7.43 999 1024.3   9.7   9.8   9.0 99.0
1999 01 06 08 317  4.0  4.9  1.08 11.11  6.88 999 1024.2   9.5   9.8   8.8 99.0
1999 01 06 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 01 06 10   4   .4  1.1  1.17 12.50  7.66 999 1023.8   9.0   9.8   8.4 99.0
1999 01 06 11 315   .6  1.8  1.00 12.50  7.12 999 1023.6   8.7   9.8   8.2 99.0
1999 01 06 12 124   .1   .8  1.06 12.50  7.40 999 1023.5   8.2   9.8   7.7 99.0
1999 01 06 13 254  2.0  2.9  1.01 12.50  7.31 999 1023.5   7.9   9.8   7.3 99.0
1999 01 06 14 329  3.7  4.7  1.13 12.50  7.20 999 1023.2   7.8   9.7   7.4 99.0
1999 01 06 15 339  3.4  4.2  1.05 12.50  6.55 999 1023.1   7.9   9.7   6.9 99.0
1999 01 06 16  14  3.7  4.5  1.03 12.50  6.26 999 1022.8   8.3   9.7   6.9 99.0
1999 01 06 17  79  3.9  4.6  1.01 12.50  6.37 999 1023.4   7.4   9.7   4.2 99.0
1999 01 06 18  81  3.5  4.5  1.11 11.11  5.89 999 1023.8   7.8   9.8   3.9 99.0
1999 01 06 19 260  1.3  2.2  1.12 11.11  5.65 999 1024.1   8.7   9.8   4.9 99.0
1999 01 06 20 253  2.6  3.5  1.03 12.50  6.12 999 1023.5   8.2  10.1   6.4 99.0
1999 01 06 21 331  3.9  4.8   .99 11.11  5.92 999 1022.4   9.3   9.9   5.6 99.0
1999 01 06 22 333  3.2  3.9   .99 11.11  6.50 999 1021.9   9.4  10.2   6.1 99.0
1999 01 06 23 333  3.2  3.9  1.08 11.11  6.91 999 1021.4   9.8  10.1   5.6 99.0
1999 01 07 00 307  4.9  5.9   .95 11.11  6.64 999 1021.2   9.7  10.0   7.7 99.0
1999 01 07 01 306  4.7  5.3   .92 11.11  6.96 999 1021.2   9.4  10.2   8.0 99.0
1999 01 07 02 309  4.5  5.1   .95 12.50  7.12 999 1021.4   9.5  10.2   7.9 99.0
1999 01 07 03 311  4.6  5.3   .92 11.11  6.59 999 1021.9   9.8  10.2   8.5 99.0
1999 01 07 04 300  6.5  7.4   .98 12.50  6.22 999 1021.9  10.5  10.2   8.9 99.0
1999 01 07 05 302  7.1  8.4  1.20 11.11  5.64 999 1021.9  10.5  10.2   9.1 99.0
1999 01 07 06 300  7.5  9.2  1.38 11.11  5.35 999 1021.9  10.5  10.2   9.0 99.0
1999 01 07 07 303  7.5  8.8  1.33  5.56  5.24 999 1021.9  10.5  10.2   9.0 99.0
1999 01 07 08 299  7.4  8.8  1.26 11.11  5.16 999 1021.8  10.5  10.2   8.9 99.0
1999 01 07 09 306  8.5 10.1  1.31 11.11  5.12 999 1021.1  10.5  10.2   8.7 99.0
1999 01 07 10 313  7.5  9.1  1.37  5.56  5.21 999 1021.2  10.3   9.8   8.2 99.0
1999 01 07 11 308  8.3 10.1  1.37  5.88  5.27 999 1021.9  10.2   9.8   7.8 99.0
1999 01 07 12 297  8.3 10.9  1.30  5.56  5.20 999 1021.4  10.3   9.8   7.8 99.0
1999 01 07 13 297  6.9  8.4  1.18 11.11  5.31 999 1021.1  10.2   9.8   7.6 99.0
1999 01 07 14 293  6.2  7.4  1.23 10.00  5.39 999 1021.0  10.2   9.8   7.2 99.0
1999 01 07 15 299  4.9  6.4  1.20 14.29  5.59 999 1021.2  10.2   9.8   7.9 99.0
1999 01 07 16 301  5.0  6.4  1.21 14.29  5.72 999 1021.6  10.1   9.8   7.6 99.0
1999 01 07 17 295  6.0  7.1  1.27 14.29  5.70 999 1021.9   9.7   9.8   7.2 99.0
1999 01 07 18 309  4.6  5.3  1.22 14.29  5.87 999 1022.7   9.6   9.8   7.1 99.0
1999 01 07 19 323  5.2  6.1  1.27 14.29  6.27 999 1022.7   9.4   9.8   7.0 99.0
1999 01 07 20  17  1.3  2.3  1.22 14.29  6.45 999 1022.3   9.7  10.2   7.3 99.0
1999 01 07 21  81  3.0  3.7  1.23 14.29  6.63 999 1021.5   9.0  10.2   7.0 99.0
1999 01 07 22 119  1.0  1.6  1.33 14.29  7.02 999 1021.2   9.5  10.2   6.6 99.0
1999 01 07 23 289  4.5  5.6  1.15 12.50  6.21 999 1021.2   9.5  10.2   6.7 99.0
1999 01 08 00 292  4.2  5.1  1.36 14.29  7.20 999 1021.9   9.5  10.2   6.9 99.0
1999 01 08 01 309  4.0  4.8  1.34 12.50  7.30 999 1021.2   9.4  10.2   7.4 99.0
1999 01 08 02 310  5.4  6.7  1.26 12.50  6.94 999 1021.9   9.5  10.2   7.8 99.0
1999 01 08 03 316  3.9  4.8  1.39 12.50  7.04 999 1022.0   9.7  10.0   8.1 99.0
1999 01 08 04  14  1.5  2.3  1.49 12.50  6.51 999 1022.0   9.7   9.8   8.3 99.0
1999 01 08 05  78  3.3  4.2  1.51 12.50  6.28 999 1022.2   8.7   9.8   7.3 99.0
1999 01 08 06  76  3.4  4.5  1.67 12.50  6.84 999 1022.4   8.3   9.8   7.1 99.0
1999 01 08 07  76  3.2  4.2  1.47 12.50  6.78 999 1022.7   7.8   9.8   6.8 99.0
1999 01 08 08  74  3.3  4.1  1.54 12.50  7.13 999 1022.7   7.9   9.8   6.7 99.0
1999 01 08 09  80  3.8  4.8  1.26 12.50  6.76 999 1022.6   7.4   9.7   6.6 99.0
1999 01 08 10  81  3.1  4.0  1.43 12.50  7.20 999 1022.7   7.0   9.8   6.4 99.0
1999 01 08 11  79  4.6  5.5  1.40 12.50  7.38 999 1023.1   7.0   9.8   6.3 99.0
1999 01 08 12  57  2.4  3.2  1.44 12.50  7.33 999 1023.1   7.0   9.8   6.2 99.0
1999 01 08 13  62  4.0  4.8  1.52 12.50  7.61 999 1022.6   7.1   9.8   6.3 99.0
1999 01 08 14  76  5.1  6.3  1.49 11.11  7.30 999 1022.5   6.8   9.7   5.9 99.0
1999 01 08 15  75  4.5  5.3  1.38 11.11  6.45 999 1023.5   6.6   9.7   6.0 99.0
1999 01 08 16  66  5.2  6.1  1.35 11.11  6.90 999 1023.8   6.7   9.7   5.3 99.0
1999 01 08 17  68  5.9  7.3  1.31 11.11  6.44 999 1024.1   7.5   9.7   5.2 99.0
1999 01 08 18  79  6.0  7.1  1.21 12.50  6.00 999 1024.9   7.5   9.7   5.3 99.0
1999 01 08 19  81  6.6  7.6  1.29 12.50  6.37 999 1024.5   8.2   9.7   5.3 99.0
1999 01 08 20  62  6.1  7.8  1.23 11.11  5.85 999 1024.2   9.6   9.7   3.7 99.0
1999 01 08 21 101  2.8  3.6  1.12 11.11  5.88 999 1023.9  10.2   9.8   5.3 99.0
1999 01 08 22 129   .6  1.1  1.07 11.11  6.29 999 1024.1  11.7   9.8   5.9 99.0
1999 01 08 23 310   .2   .8  1.10 11.11  6.86 999 1023.7  11.3  10.2   6.0 99.0
1999 01 09 00 247  1.3  1.7  1.00 11.11  7.46 999 1023.6  11.4  10.2   6.7 99.0
1999 01 09 01 299   .2   .7   .86 11.11  7.14 999 1023.6  11.0  10.2   7.2 99.0
1999 01 09 02  98  1.3  1.8   .96 11.11  7.50 999 1024.1  10.2  10.2   6.4 99.0
1999 01 09 03  71  4.1  5.3  1.06 11.11  7.65 999 1024.1  10.6   9.8   5.8 99.0
1999 01 09 04  64  5.5  6.9   .93 11.11  5.95 999 1024.2  10.5   9.8   5.8 99.0
1999 01 09 05  70  7.2  8.2  1.02 11.11  6.41 999 1023.6  10.2   9.8   6.2 99.0
1999 01 09 06  75  8.2  9.5   .95 11.11  5.96 999 1022.7  10.6   9.8   4.7 99.0
1999 01 09 07  70 10.6 12.7  1.05 11.11  4.69 999 1022.0  11.0   9.7   4.4 99.0
1999 01 09 08  95  8.8 11.1  1.10 14.29  4.75 999 1022.6  10.6   9.7   4.4 99.0
1999 01 09 09  83  5.7  6.6  1.09  4.17  4.68 999 1024.3  11.0   9.7   4.7 99.0
1999 01 09 10  85  6.5  8.1  1.05 11.11  4.90 999 1025.0  10.5   9.7   5.2 99.0
1999 01 09 11  58  5.3  6.8   .92 11.11  5.27 999 1025.1  10.5   9.7   3.3 99.0
1999 01 09 12  66  3.9  5.1   .77 14.29  6.05 999 1025.0  10.2   9.7   4.4 99.0
1999 01 09 13  49  4.5  5.7   .81 11.11  5.54 999 1025.1  10.2   9.7   3.6 99.0
1999 01 09 14  35  3.8  4.4   .80 14.29  5.82 999 1025.1   9.9   9.7   6.1 99.0
1999 01 09 15  64  7.8  9.1   .91 14.29  5.07 999 1025.0   8.8   9.7   4.1 99.0
1999 01 09 16  70  7.3  8.9   .87 16.67  5.17 999 1025.1   8.3   9.7   4.1 99.0
1999 01 09 17  65  7.6  9.1   .88 16.67  4.70 999 1025.4   9.1   9.7   4.0 99.0
1999 01 09 18  78  9.4 10.8   .96 14.29  4.68 999 1025.7   8.6   9.7   4.0 99.0
1999 01 09 19  75  8.6 10.2   .96 14.29  4.71 999 1025.7   8.6   9.7   4.4 99.0
1999 01 09 20  71  7.6 10.3  1.04 16.67  4.88 999 1025.1   9.7   9.8   4.2 99.0
1999 01 09 21  83 10.3 12.6  1.15 16.67  5.12 999 1023.4   9.8   9.8   3.7 99.0
1999 01 09 22  88 10.0 12.6  1.01 16.67  4.61 999 1022.6  10.2   9.8   3.9 99.0
1999 01 09 23  83  9.3 10.8  1.04 14.29  4.81 999 1022.2  10.2   9.8   4.2 99.0
1999 01 10 00  80  8.7 10.4  1.08 16.67  5.86 999 1022.6  10.2   9.8   4.1 99.0
1999 01 10 01  63  8.5 10.0  1.06 14.29  6.07 999 1021.9  10.6   9.8   4.1 99.0
1999 01 10 02  56  7.7  9.0   .97 14.29  6.07 999 1021.9  10.5   9.8   4.6 99.0
1999 01 10 03  30  5.8  6.8   .92 14.29  6.61 999 1022.6  10.5   9.8   4.3 99.0
1999 01 10 04 273  2.2  2.9  1.01 20.00  7.26 999 1023.3  10.3   9.8   7.4 99.0
1999 01 10 05 352  3.8  4.7   .98 16.67  8.87 999 1023.4  10.2   9.7   5.9 99.0
1999 01 10 06   8   .6  1.3  1.13 14.29  6.99 999 1023.5   9.8   9.7   4.2 99.0
1999 01 10 07  76  4.0  6.0  1.33 20.00  8.97 999 1023.5   9.9   9.7   6.3 99.0
1999 01 10 08  78  7.1  9.0  1.38 20.00  9.68 999 1022.6   9.4   9.7   4.6 99.0
1999 01 10 09  72  8.2  9.7  1.21 16.67  6.90 999 1021.9   9.4   9.8   4.2 99.0
1999 01 10 10  79  9.1 11.0  1.43 16.67  6.98 999 1021.4   8.8   9.8   3.9 99.0
1999 01 10 11  80  9.5 11.9  1.40 16.67  6.55 999 1021.1   8.9   9.7   3.8 99.0
1999 01 10 12  73  8.6 10.0 99.00 99.00 99.00 999 1020.8   8.2   9.7   4.1 99.0
1999 01 10 13  73  9.3 11.2  1.42 16.67  6.69 999 1020.7   8.4   9.7   3.3 99.0
1999 01 10 14  75  9.1 10.9  1.57 16.67  7.01 999 1020.7   8.7   9.5   2.7 99.0
1999 01 10 15  82 10.0 11.9  1.41 16.67  6.37 999 1021.1   8.7   9.7   3.2 99.0
1999 01 10 16  79 10.6 12.4  1.30 16.67  5.65 999 1021.0   8.6   9.7   3.4 99.0
1999 01 10 17  85  9.8 11.7  1.54 16.67  6.79 999 1021.2   8.7   9.7   3.2 99.0
1999 01 10 18  75 10.1 12.2  1.65 16.67  6.81 999 1021.3   8.7   9.7   3.0 99.0
1999 01 10 19  73 10.5 12.5  1.63 16.67  6.85 999 1021.0   8.9   9.7   3.2 99.0
1999 01 10 20  75 10.4 12.2  1.51 16.67  6.86 999 1020.4   9.0   9.7   3.4 99.0
1999 01 10 21  75  8.7 10.4  1.62 16.67  7.70 999 1019.3   8.9   9.8   4.0 99.0
1999 01 10 22  81  9.0 10.4  1.65 20.00  8.13 999 1018.7   9.4   9.8   5.0 99.0
1999 01 10 23  72  7.8  9.2  1.60 20.00  8.60 999 1018.6  10.3   9.8   5.1 99.0
1999 01 11 00  76  7.7  9.0  1.56 20.00  8.35 999 1018.5  10.5   9.7   5.4 99.0
1999 01 11 01  74  8.1  9.9  1.78 20.00  9.51 999 1018.2  10.8   9.7   4.9 99.0
1999 01 11 02  77  7.8  9.6  1.98 20.00 10.13 999 1018.7  11.0   9.7   4.2 99.0
1999 01 11 03  78  6.1  7.7  1.73 20.00 10.05 999 1019.1  10.0   9.7   4.6 99.0
1999 01 11 04 358  2.0  2.9  1.98 16.67 11.78 999 1019.6  10.6   9.7   7.1 99.0
1999 01 11 05  62  2.1  2.7  1.77 16.67 12.93 999 1019.6   9.8   9.6   5.6 99.0
1999 01 11 06  69  6.5  8.0  1.89 20.00 11.96 999 1019.0   9.8   9.7   3.5 99.0
1999 01 11 07  70  7.2  8.7  1.96 16.67 11.04 999 1018.7   9.3   9.7   4.1 99.0
1999 01 11 08  63  7.2  9.2  1.94 16.67  9.86 999 1018.5   9.0   9.7   4.6 99.0
1999 01 11 09  42  6.7  8.2  1.93 20.00 10.14 999 1018.8   9.0   9.7   3.2 99.0
1999 01 11 10  62  4.2  5.3  2.02 16.67 12.16 999 1018.1   9.4   9.5   5.7 99.0
1999 01 11 11  66  6.1  7.3  1.70 16.67 11.96 999 1018.1   8.5   9.5   5.2 99.0
1999 01 11 12  70  6.3  7.9  1.75 16.67 11.83 999 1018.0   9.0   9.5   3.0 99.0
1999 01 11 13  84  7.0  9.3  1.86 16.67 11.27 999 1017.7   8.6   9.5   4.3 99.0
1999 01 11 14  79  7.3  9.1  1.91 16.67  9.88 999 1017.5   8.2   9.5   4.4 99.0
1999 01 11 15  76  6.8  8.5  1.83 16.67  8.85 999 1018.2   7.8   9.5   2.9 99.0
1999 01 11 16 329  1.2  2.5  1.82 16.67  9.56 999 1019.5   7.8   9.5   3.7 99.0
