YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 01 03 04 00 303  9.5 12.2  3.63 16.00  8.48 999 1012.2  12.6  12.8 999.0 99.0 99.00
2006 01 03 05 00 313  8.8 10.9  4.12 14.81  8.92 999 1013.9  12.5  12.8 999.0 99.0 99.00
2006 01 03 06 00 312  6.1  7.9  3.39 12.12  8.41 999 1015.0  12.4  12.8 999.0 99.0 99.00
2006 01 03 07 00 293  5.5  7.3  3.83 16.00  9.54 999 1016.1  12.4  12.7 999.0 99.0 99.00
2006 01 03 08 00 278  5.1  6.7  3.89 16.00  9.88 999 1017.0  12.4  12.5 999.0 99.0 99.00
2006 01 03 09 00 254  3.8  5.2  3.39 14.81  9.29 999 1017.2  12.4  12.4 999.0 99.0 99.00
2006 01 03 10 00 206  3.1  4.0  3.31 13.79  8.89 999 1017.3  12.4  12.3 999.0 99.0 99.00
2006 01 03 11 00 185  5.2  6.4  3.56 14.81  9.58 999 1018.2  12.5  12.5 999.0 99.0 99.00
2006 01 03 12 00 173  6.3  7.5  3.85 14.81  9.86 999 1018.9  12.5  12.4 999.0 99.0 99.00
2006 01 03 13 00 159  7.9  9.7  3.19 12.12  8.73 999 1018.9  12.5  12.4 999.0 99.0 99.00
2006 01 03 14 00 161  7.4  8.8  3.41 12.12  8.32 999 1019.9  12.1  12.5 999.0 99.0 99.00
2006 01 03 15 00 151  9.2 12.5  3.17 16.00  7.83 999 1019.7  12.3  12.6 999.0 99.0 99.00
2006 01 03 16 00 173  9.5 11.3  3.41 14.81  8.23 999 1021.2  12.8  12.7 999.0 99.0 99.00
2006 01 03 17 00 150  9.6 12.0  3.30 14.81  8.03 999 1020.9  12.5  12.7 999.0 99.0 99.00
2006 01 03 18 00 156 10.2 12.4  3.26 14.81  7.43 999 1021.8  12.4  12.8 999.0 99.0 99.00
2006 01 03 19 00 161 10.4 12.6  3.13 16.00  7.25 999 1022.4  12.6  12.8 999.0 99.0 99.00
2006 01 03 20 00 161 11.2 13.5  3.28 13.79  7.24 999 1021.2  12.7  12.9 999.0 99.0 99.00
2006 01 03 21 00 158 12.1 14.8  3.17 14.81  6.74 999 1020.4  12.6  12.9 999.0 99.0 99.00
2006 01 03 22 00 161 12.0 14.6  3.45 14.81  7.42 999 1020.7  12.6  12.9 999.0 99.0 99.00
2006 01 03 23 00 162 10.9 14.0  3.00 14.81  6.82 999 1020.6  12.6  12.9 999.0 99.0 99.00
2006 01 04 00 00 161 11.9 16.1  3.45 14.81  7.30 999 1020.8  12.6  12.9 999.0 99.0 99.00
2006 01 04 01 00 166 11.5 14.0  3.64 14.81  7.41 999 1021.3  12.6  12.9 999.0 99.0 99.00
2006 01 04 02 00 165 11.8 14.2  3.57 12.90  7.22 999 1021.8  12.6  12.9 999.0 99.0 99.00
2006 01 04 03 00 155  9.6 12.2  3.82 13.79  7.37 999 1022.7  12.2  12.9 999.0 99.0 99.00
2006 01 04 04 00 161 10.6 13.4  3.62 11.43  7.38 999 1023.3  12.1  12.9 999.0 99.0 99.00
2006 01 04 05 00 163 11.4 13.7  4.15 11.43  7.77 999 1023.6  12.5  12.9 999.0 99.0 99.00
2006 01 04 06 00 163 11.3 14.2  4.25 13.79  7.65 999 1023.7  12.3  12.9 999.0 99.0 99.00
2006 01 04 07 00 164 10.3 13.3  4.45 14.81  7.81 999 1023.8  12.5  12.9 999.0 99.0 99.00
2006 01 04 08 00 162  8.9 11.8  4.45 14.81  8.25 999 1024.3  12.6  12.9 999.0 99.0 99.00
2006 01 04 09 00 169  9.6 12.4  4.44 13.79  8.31 999 1024.1  12.9  12.9 999.0 99.0 99.00
2006 01 04 10 00 163  9.3 12.4  5.25 17.39  9.52 999 1024.7  12.7  12.9 999.0 99.0 99.00
2006 01 04 11 00 169  9.0 11.7  4.66 17.39  9.32 999 1025.3  13.0  12.9 999.0 99.0 99.00
2006 01 04 12 00 161  7.2  9.1  5.19 19.05 10.12 999 1025.6  13.7  12.9 999.0 99.0 99.00
2006 01 04 13 00 151  5.1  7.1  4.90 17.39 10.68 999 1025.8  13.5  12.9 999.0 99.0 99.00
2006 01 04 14 00 124  5.0  7.9  4.92 17.39 10.73 999 1026.1  13.6  12.9 999.0 99.0 99.00
2006 01 04 15 00 111  4.5  7.1  5.29 19.05 11.63 999 1025.9  13.6  12.9 999.0 99.0 99.00
2006 01 04 16 00  91  6.4  9.6  4.77 17.39 11.37 999 1026.1  12.9  12.9 999.0 99.0 99.00
2006 01 04 17 00  98  5.8  8.6  4.74 19.05 11.47 999 1026.4  12.9  12.9 999.0 99.0 99.00
2006 01 04 18 00  92  3.4  5.9  4.34 17.39 11.03 999 1026.8  13.1  12.9 999.0 99.0 99.00
2006 01 04 19 00  76  5.4  7.5  4.76 14.81 11.69 999 1027.2  13.0  12.9 999.0 99.0 99.00
2006 01 04 20 00  78  3.9  6.1  4.69 17.39 11.97 999 1027.2  13.1  12.8 999.0 99.0 99.00
2006 01 04 21 00  86  5.3  7.9  4.99 16.00 11.78 999 1026.6  13.4  12.9 999.0 99.0 99.00
2006 01 04 22 00  61  3.0  5.6  4.70 16.00 11.38 999 1026.6  13.9  13.0 999.0 99.0 99.00
2006 01 04 23 00  55  2.3  3.7  4.17 16.00 11.09 999 1026.3  14.0  13.2 999.0 99.0 99.00
2006 01 05 00 00  81  7.7 11.2  4.59 16.00 11.58 999 1025.7  14.3  13.1 999.0 99.0 99.00
2006 01 05 01 00  83  7.2  9.8  3.51 16.00  9.36 999 1026.1  14.4  13.0 999.0 99.0 99.00
2006 01 05 02 00  81  6.0  8.0  3.80 16.00 10.03 999 1026.5  14.0  12.9 999.0 99.0 99.00
2006 01 05 03 00  76  7.5  9.7  3.52 14.81  9.81 999 1026.4  13.9  12.9 999.0 99.0 99.00
2006 01 05 04 00  82  8.6 11.2  3.35 16.00  9.73 999 1026.2  13.8  12.9 999.0 99.0 99.00
2006 01 05 05 00  86  9.0 11.3  3.60 16.00  9.67 999 1026.0  13.6  12.9 999.0 99.0 99.00
2006 01 05 06 00  87  9.4 11.6  2.62 16.00  8.46 999 1026.0  13.4  12.7 999.0 99.0 99.00
2006 01 05 07 00  88  8.7 11.1  2.53 16.00  8.76 999 1025.9  13.0  12.6 999.0 99.0 99.00
2006 01 05 08 00  84  8.9 12.0  1.98 16.00  7.33 999 1025.7  13.0  12.5 999.0 99.0 99.00
2006 01 05 09 00  89 10.1 13.1  2.32 16.00  7.76 999 1025.2  13.2  12.5 999.0 99.0 99.00
2006 01 05 10 00  92 10.7 13.1  2.01 14.81  6.89 999 1024.7  13.0  12.5 999.0 99.0 99.00
2006 01 05 11 00  94  9.6 11.3  2.41 14.81  7.51 999 1024.9  13.0  12.6 999.0 99.0 99.00
2006 01 05 12 00  89  9.9 12.3  2.45 16.00  8.01 999 1024.5  12.9  12.6 999.0 99.0 99.00
2006 01 05 13 00  89  9.5 13.2  2.21 14.81  7.31 999 1024.4  13.0  12.7 999.0 99.0 99.00
2006 01 05 14 00  87 10.3 13.0  2.61 14.81  7.72 999 1024.1  12.9  12.7 999.0 99.0 99.00
2006 01 05 15 00  92  9.6 12.0  2.68 14.81  7.59 999 1024.0  13.0  12.7 999.0 99.0 99.00
2006 01 05 16 00  87  8.7 12.1  2.64 14.81  7.53 999 1024.7  12.7  12.7 999.0 99.0 99.00
2006 01 05 17 00  91  8.8 11.5  2.95 13.79  8.73 999 1025.6  13.1  12.7 999.0 99.0 99.00
2006 01 05 18 00  92  7.9 10.4  2.73 12.90  8.53 999 1026.4  13.1  12.4 999.0 99.0 99.00
2006 01 05 19 00  93  7.3 10.3  3.14 13.79  8.96 999 1026.5  13.1  12.5 999.0 99.0 99.00
2006 01 05 20 00  97  6.6  8.5  3.27 12.90  9.11 999 1026.0  13.2  12.6 999.0 99.0 99.00
2006 01 05 21 00  93  5.9  8.0  3.33 16.00  9.72 999 1025.1  13.6  12.8 999.0 99.0 99.00
2006 01 05 22 00 102  5.4  7.3  3.61 13.79 10.50 999 1024.2  13.9  12.9 999.0 99.0 99.00
2006 01 05 23 00  92  4.8  6.8  3.46 16.00 10.17 999 1024.2  14.0  12.9 999.0 99.0 99.00
2006 01 06 00 00 102  6.9  9.1  3.32 14.81  9.99 999 1023.7  14.2  12.9 999.0 99.0 99.00
2006 01 06 01 00 103  6.8  8.7  3.08 14.81  9.53 999 1023.6  14.1  12.8 999.0 99.0 99.00
2006 01 06 02 00 101  8.8 12.5  3.88 16.00 10.77 999 1022.7  14.3  12.8 999.0 99.0 99.00
2006 01 06 03 00  83  7.8 10.6  2.89 13.79  8.73 999 1023.0  14.1  12.7 999.0 99.0 99.00
2006 01 06 04 00  87  5.6  7.5  3.43 14.81  9.79 999 1023.0  14.0  12.7 999.0 99.0 99.00
2006 01 06 05 00  91  7.0  9.0  3.11 13.79 10.17 999 1022.7  14.0  12.7 999.0 99.0 99.00
2006 01 06 06 00  88  7.8 10.2  2.96 13.79  9.10 999 1022.8  13.9  12.6 999.0 99.0 99.00
2006 01 06 07 00  91  8.4 11.3  3.20 14.81  9.61 999 1022.1  13.9  12.6 999.0 99.0 99.00
2006 01 06 08 00  96  7.9 10.7  3.16 13.79 10.00 999 1021.8  13.8  12.4 999.0 99.0 99.00
2006 01 06 09 00  97  6.8  8.9  2.97 13.79 10.00 999 1020.9  13.4  12.4 999.0 99.0 99.00
2006 01 06 10 00  95  6.4  8.5  3.65 12.90 10.46 999 1020.3  13.4  12.4 999.0 99.0 99.00
2006 01 06 11 00  86  5.9  8.1  3.31 13.79  9.96 999 1020.3  13.5  12.4 999.0 99.0 99.00
2006 01 06 12 00  91  5.8  7.9  3.07 13.79  9.27 999 1020.0  13.6  12.4 999.0 99.0 99.00
2006 01 06 13 00  45  1.7  3.0  3.74 12.90 10.31 999 1019.8  13.0  12.4 999.0 99.0 99.00
2006 01 06 14 00 337  3.9  4.9  3.45 12.90  9.85 999 1019.3  12.8  12.4 999.0 99.0 99.00
2006 01 06 15 00 330  3.0  4.0  3.10 13.79  9.41 999 1019.1  12.6  12.4 999.0 99.0 99.00
2006 01 06 16 00   4  2.0  3.2  3.04 12.90  9.28 999 1019.0  12.8  12.4 999.0 99.0 99.00
2006 01 06 17 00  86  1.2  2.9  3.38 13.79  9.66 999 1019.0  13.0  12.3 999.0 99.0 99.00
2006 01 06 18 00 104  2.0  3.9  3.72 12.90 10.16 999 1019.5  13.3  12.1 999.0 99.0 99.00
2006 01 06 19 00 102  2.4  3.8  3.17 12.90  9.41 999 1019.0  13.0  12.4 999.0 99.0 99.00
2006 01 06 20 00  95  4.1  5.6  2.87 12.90  9.29 999 1017.9  13.2  12.7 999.0 99.0 99.00
2006 01 06 21 00 302  0.9  2.2  3.17 12.90  9.70 999 1017.3  13.4  13.0 999.0 99.0 99.00
2006 01 06 22 00 289  2.5  3.9  2.92 13.79  9.59 999 1016.2  13.1  13.2 999.0 99.0 99.00
2006 01 06 23 00 300  1.8  3.0  2.79 12.90  9.26 999 1015.9  13.3  13.1 999.0 99.0 99.00
2006 01 07 00 00 324  1.0  1.7  2.84 12.90  9.80 999 1015.3  13.3  12.9 999.0 99.0 99.00
2006 01 07 01 00 268  4.8  6.4  2.72 12.12  9.48 999 1015.4  11.6  12.8 999.0 99.0 99.00
2006 01 07 02 00 203  2.0  3.4  2.86 13.79  9.87 999 1015.2  10.3  12.8 999.0 99.0 99.00
2006 01 07 03 00 204  2.4  3.5  3.00 13.79  9.77 999 1015.2  10.8  12.7 999.0 99.0 99.00
2006 01 07 04 00 195  3.2  4.1  2.64 12.90  9.20 999 1015.2  11.4  12.7 999.0 99.0 99.00
2006 01 07 05 00 177  4.7  5.6  3.14 12.90  9.79 999 1015.3  11.9  12.8 999.0 99.0 99.00
2006 01 07 06 00 239  3.9  5.4  2.81 13.79  9.62 999 1015.2  12.9  12.8 999.0 99.0 99.00
2006 01 07 07 00 245  3.6  4.9  3.07 13.79  9.28 999 1015.2  12.9  12.8 999.0 99.0 99.00
2006 01 07 08 00 268  6.5  7.9  3.23 12.90  9.47 999 1015.2  12.9  12.8 999.0 99.0 99.00
2006 01 07 09 00 277  7.0  8.6  2.89 13.79  8.54 999 1015.2  12.9  12.7 999.0 99.0 99.00
2006 01 07 10 00 273  8.8 10.4  2.92 11.43  8.35 999 1015.8  12.6  12.7 999.0 99.0 99.00
2006 01 07 11 00 290  8.0 10.1  3.02 12.12  8.36 999 1016.2  13.1  12.7 999.0 99.0 99.00
2006 01 07 12 00 287  5.7  7.4  2.77 14.81  8.19 999 1016.4  13.0  12.6 999.0 99.0 99.00
2006 01 07 13 00 306  4.0  5.1  2.84 14.81  8.73 999 1017.0  12.8  12.7 999.0 99.0 99.00
2006 01 07 14 00 323  2.1  3.2  2.88 13.79  8.91 999 1017.7  12.6  12.4 999.0 99.0 99.00
2006 01 07 15 00 325  2.7  3.6  2.90 14.81  9.52 999 1018.7  12.8  12.4 999.0 99.0 99.00
2006 01 07 16 00 316  2.2  3.3  2.98 14.81 10.03 999 1019.4  12.8  12.3 999.0 99.0 99.00
2006 01 07 17 00 285  1.6  2.5  2.71 13.79  9.44 999 1021.1  12.8  12.3 999.0 99.0 99.00
2006 01 07 18 00 173  2.1  2.7  2.66 13.79  9.25 999 1022.1  12.8  12.4 999.0 99.0 99.00
2006 01 07 19 00 197  2.8  3.7  2.57 12.90  9.51 999 1022.3  12.6  12.6 999.0 99.0 99.00
2006 01 07 20 00 276  6.5  8.2  2.74 12.90  9.54 999 1022.7  12.8  12.7 999.0 99.0 99.00
2006 01 07 21 00 285  5.5  6.4  2.67 12.12  8.88 999 1022.3  12.7  12.7 999.0 99.0 99.00
2006 01 07 22 00 299  7.7  9.9  2.77 12.90  8.72 999 1022.0  12.5  12.8 999.0 99.0 99.00
2006 01 07 23 00 302  7.0  8.6  2.40 10.81  7.33 999 1022.3  12.5  12.8 999.0 99.0 99.00
2006 01 08 00 00 304  5.9  7.6  2.71 12.90  8.04 999 1022.6  13.0  12.8 999.0 99.0 99.00
2006 01 08 01 00 310  5.5  6.8  2.71 11.43  8.02 999 1023.0  12.9  12.8 999.0 99.0 99.00
2006 01 08 02 00 302  4.1  5.3  2.93 11.43  8.31 999 1023.1  12.8  12.7 999.0 99.0 99.00
2006 01 08 03 00 264  2.9  3.7  2.59 12.12  7.94 999 1023.4  12.7  12.7 999.0 99.0 99.00
2006 01 08 04 00 266  4.5  6.3  2.84 11.43  8.23 999 1023.3  12.9  12.7 999.0 99.0 99.00
2006 01 08 05 00 201  2.7  3.7  2.86 12.12  8.40 999 1023.9  11.7  12.7 999.0 99.0 99.00
2006 01 08 06 00 259  3.0  4.3  2.85 12.12  8.19 999 1024.2  11.9  12.5 999.0 99.0 99.00
2006 01 08 07 00 307  4.9  6.3  3.14 11.43  8.55 999 1024.5  12.4  12.6 999.0 99.0 99.00
2006 01 08 08 00 308  4.5  5.8  2.86 12.12  8.19 999 1024.5  12.2  12.5 999.0 99.0 99.00
2006 01 08 09 00 310  6.1  7.9  2.94 12.12  8.38 999 1024.5  12.2  12.5 999.0 99.0 99.00
2006 01 08 10 00 314  8.7  9.9  3.01 10.81  7.57 999 1024.7  12.1  12.6 999.0 99.0 99.00
2006 01 08 11 00 313  8.0  9.4  2.49 10.00  6.89 999 1024.7  12.0  12.6 999.0 99.0 99.00
2006 01 08 12 00 324  8.1 10.0  2.61 12.12  6.95 999 1024.3  11.8  12.5 999.0 99.0 99.00
2006 01 08 13 00 335  8.3  9.6  2.34 12.12  6.67 999 1024.4  11.9  12.5 999.0 99.0 99.00
2006 01 08 14 00 345  7.9  9.7  2.32 11.43  6.37 999 1024.6  11.7  12.5 999.0 99.0 99.00
2006 01 08 15 00 356  6.3  8.0  2.35 12.90  6.74 999 1024.7  11.4  12.5 999.0 99.0 99.00
2006 01 08 16 00 349  5.1  6.7  2.41 11.43  7.42 999 1025.0  10.9  12.5 999.0 99.0 99.00
2006 01 08 17 00 352  6.0  7.6  2.60 12.90  8.17 999 1025.9  11.1  12.4 999.0 99.0 99.00
2006 01 08 18 00 348  6.2  7.5  2.36 12.90  7.67 999 1026.8  11.3  12.5 999.0 99.0 99.00
2006 01 08 19 00 344  4.3  5.1  2.31 12.90  8.34 999 1026.9  11.4  12.5 999.0 99.0 99.00
2006 01 08 20 00 335  5.5  7.1  2.17 12.90  7.60 999 1026.4  11.6  12.6 999.0 99.0 99.00
2006 01 08 21 00 338  7.2  8.5  2.45 11.43  7.64 999 1025.3  11.8  12.6 999.0 99.0 99.00
2006 01 08 22 00 338  7.5  9.1  2.50 11.43  7.72 999 1025.0  12.1  12.7 999.0 99.0 99.00
2006 01 08 23 00 329  7.3  9.1  2.48 10.00  7.58 999 1025.1  12.5  12.7 999.0 99.0 99.00
2006 01 09 00 00 335  7.3  8.9  2.59 11.43  7.63 999 1025.1  12.7  12.7 999.0 99.0 99.00
2006 01 09 01 00 336  7.0  8.7  2.62 10.81  7.49 999 1024.9  12.6  12.7 999.0 99.0 99.00
2006 01 09 02 00 343  5.4  6.7  2.41 10.00  7.25 999 1024.8  12.5  12.7 999.0 99.0 99.00
2006 01 09 03 00 340  5.2  6.3  2.79 12.12  8.31 999 1025.0  12.3  12.4 999.0 99.0 99.00
2006 01 09 04 00 343  4.5  5.7  2.63 12.12  8.52 999 1025.1  12.2  12.5 999.0 99.0 99.00
2006 01 09 05 00 345  3.9  5.3  2.50 11.43  8.45 999 1025.1  12.2  12.5 999.0 99.0 99.00
2006 01 09 06 00 330  4.0  5.7  2.49 11.43  8.63 999 1025.4  12.1  12.6 999.0 99.0 99.00
2006 01 09 07 00 336  5.0  6.2  2.71 13.79  8.97 999 1025.3  12.2  12.5 999.0 99.0 99.00
2006 01 09 08 00 335  4.8  5.9  2.71 12.12  8.76 999 1025.2  12.1  12.6 999.0 99.0 99.00
2006 01 09 09 00 328  5.9  7.3  2.62 14.81  8.47 999 1024.9  12.0  12.5 999.0 99.0 99.00
2006 01 09 10 00 335  5.0  6.3  2.62 14.81  8.80 999 1025.0  11.9  12.5 999.0 99.0 99.00
2006 01 09 11 00  34  2.2  2.9  2.77 13.79  9.30 999 1025.1  11.8  12.4 999.0 99.0 99.00
2006 01 09 12 00  95  2.2  3.0  2.32 12.90  8.43 999 1024.7  11.3  12.4 999.0 99.0 99.00
2006 01 09 13 00 125  0.7  2.0  2.29 11.43  8.77 999 1024.9  10.9  12.3 999.0 99.0 99.00
2006 01 09 14 00 338  0.2  1.0  2.40 12.90  9.06 999 1024.8  10.8  12.3 999.0 99.0 99.00
2006 01 09 15 00 334  2.6  3.8  2.57 12.12  9.13 999 1025.0  11.3  12.3 999.0 99.0 99.00
2006 01 09 16 00 326  2.5  3.5  2.38 12.12  8.85 999 1025.4  11.2  12.2 999.0 99.0 99.00
2006 01 09 17 00   5  1.6  2.2  2.31 11.43  8.81 999 1026.0  11.1  10.8 999.0 99.0 99.00
2006 01 09 18 00  99  1.1  2.0  2.35 10.81  9.01 999 1026.6  11.2  11.0 999.0 99.0 99.00
2006 01 09 19 00 118  1.1  2.3  2.22 10.81  8.54 999 1027.0  11.3  11.3 999.0 99.0 99.00
2006 01 09 20 00  82  0.7  1.4  2.26 11.43  8.77 999 1026.0  11.4  11.6 999.0 99.0 99.00
2006 01 09 21 00 316  0.8  1.8  2.18 11.43  8.79 999 1025.1  11.5  12.2 999.0 99.0 99.00
2006 01 09 22 00 319  1.7  2.4  2.01 12.12  8.24 999 1024.6  11.8  12.8 999.0 99.0 99.00
2006 01 09 23 00 295  3.3  4.3  1.98  9.09  8.33 999 1024.5  12.0  13.0 999.0 99.0 99.00
2006 01 10 00 00 320  6.1  7.2  1.98 19.05  8.67 999 1024.8  12.1  12.8 999.0 99.0 99.00
2006 01 10 01 00 330  6.0  7.0  2.06 11.43  8.17 999 1024.6  12.1  12.7 999.0 99.0 99.00
2006 01 10 02 00 333  4.5  6.0  2.28 19.05  8.94 999 1024.5  12.1  12.7 999.0 99.0 99.00
2006 01 10 03 00 326  5.6  6.9  2.07 11.43  8.84 999 1024.5  12.1  12.7 999.0 99.0 99.00
2006 01 10 04 00 345  4.1  5.1  1.99 17.39  9.23 999 1024.4  12.1  12.4 999.0 99.0 99.00
2006 01 10 05 00 331  4.3  5.9  2.05 17.39  9.35 999 1024.5  11.9  12.4 999.0 99.0 99.00
2006 01 10 06 00 315  5.1  6.4  2.13 12.90  9.33 999 1025.1  12.2  12.3 999.0 99.0 99.00
2006 01 10 07 00 319  3.9  4.9  2.08 12.12  9.38 999 1025.3  12.2  12.3 999.0 99.0 99.00
2006 01 10 08 00 318  2.9  4.0  2.11 16.00  9.58 999 1025.3  12.2  12.4 999.0 99.0 99.00
2006 01 10 09 00 323  3.7  6.6  2.33 16.00  9.92 999 1024.6  12.2  12.4 999.0 99.0 99.00
2006 01 10 10 00 332  4.0  5.8  2.43 10.81  9.74 999 1024.5  12.3  12.4 999.0 99.0 99.00
2006 01 10 11 00 319  3.9  5.6  2.91 17.39 11.07 999 1024.7  12.1  12.3 999.0 99.0 99.00
2006 01 10 12 00 330  4.0  5.6  2.66 17.39 10.88 999 1024.3  12.1  12.3 999.0 99.0 99.00
2006 01 10 13 00  11  2.3  4.1  2.86 17.39 10.88 999 1023.7  11.8  12.4 999.0 99.0 99.00
2006 01 10 14 00 349  3.2  5.2  3.26 16.00 11.18 999 1024.0  11.8  12.2 999.0 99.0 99.00
