YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 01 01 00 00 272  7.3  9.9  2.58 10.00  7.45 999 1009.9  10.4  13.0 999.0 99.0 99.00
2005 01 01 01 00 210  6.5  7.9  2.76 11.43  7.55 999 1009.7  10.1  12.9 999.0 99.0 99.00
2005 01 01 02 00 218  9.8 12.1  2.52 10.00  6.84 999 1009.4  11.4  12.9 999.0 99.0 99.00
2005 01 01 03 00 246  7.3  8.8  2.91 11.43  7.00 999 1010.0  10.6  12.9 999.0 99.0 99.00
2005 01 01 04 00 262  6.9  9.0  2.70 13.79  7.23 999 1010.4  11.0  12.9 999.0 99.0 99.00
2005 01 01 05 00 261  6.4  8.0  2.74 13.79  7.12 999 1010.9  11.3  12.9 999.0 99.0 99.00
2005 01 01 06 00 276  6.3  8.1  2.64 12.90  7.15 999 1011.3  10.7  12.9 999.0 99.0 99.00
2005 01 01 07 00 260 10.7 13.2  2.69 12.90  6.95 999 1011.9  10.1  12.8 999.0 99.0 99.00
2005 01 01 08 00 264  9.1 12.6  2.65 12.90  7.13 999 1012.1  11.3  12.9 999.0 99.0 99.00
2005 01 01 09 00 262  6.8  8.5  2.57 12.90  6.84 999 1012.3  10.8  12.9 999.0 99.0 99.00
2005 01 01 10 00 280  6.4  8.2  2.55 12.90  7.26 999 1012.5  10.7  12.9 999.0 99.0 99.00
2005 01 01 11 00 267  5.1  7.3  2.46 11.43  6.96 999 1013.2  10.0  12.9 999.0 99.0 99.00
2005 01 01 12 00 264  5.9  7.4  2.43 12.12  7.26 999 1013.3  10.5  12.9 999.0 99.0 99.00
2005 01 01 13 00 266  6.2  7.5  2.58 11.43  7.58 999 1013.7  10.7  12.9 999.0 99.0 99.00
2005 01 01 14 00 264  5.0  7.0  2.49 12.12  7.48 999 1014.1  10.7  12.9 999.0 99.0 99.00
2005 01 01 15 00 245  7.5 10.2  2.60 12.12  7.97 999 1014.7   9.8  12.9 999.0 99.0 99.00
2005 01 01 16 00 213  3.7  4.6  2.57 11.43  7.54 999 1015.4  10.4  12.8 999.0 99.0 99.00
2005 01 01 17 00 203  4.3  7.8  2.46 11.43  7.79 999 1015.8  10.7  12.8 999.0 99.0 99.00
2005 01 01 18 00 193  5.7  7.0  2.29 10.81  7.23 999 1016.4  10.5  12.9 999.0 99.0 99.00
2005 01 01 19 00 185  3.8  4.6  2.57 11.43  7.84 999 1016.9  10.7  12.9 999.0 99.0 99.00
2005 01 01 20 00 220  6.0  7.6  2.48 11.43  7.83 999 1016.5  11.3  12.9 999.0 99.0 99.00
2005 01 01 21 00 210  5.3  6.5  2.64 11.43  7.67 999 1015.9  11.2  13.0 999.0 99.0 99.00
2005 01 01 22 00 226  6.8  8.3  2.51 11.43  7.18 999 1015.4  11.2  13.0 999.0 99.0 99.00
2005 01 01 23 00 243  6.7  8.1  2.55 11.43  7.40 999 1015.4  11.1  13.0 999.0 99.0 99.00
2005 01 02 00 00 261  6.9  8.9  2.46 10.81  7.19 999 1015.3  11.0  13.0 999.0 99.0 99.00
2005 01 02 01 00 231  5.4  6.6  2.34 10.81  7.18 999 1015.2  10.9  12.9 999.0 99.0 99.00
2005 01 02 02 00 225  5.5  6.5  2.38 11.43  7.65 999 1015.4  11.0  12.9 999.0 99.0 99.00
2005 01 02 03 00 227  4.6  5.6  2.19 11.43  7.47 999 1015.5  11.0  12.9 999.0 99.0 99.00
2005 01 02 04 00 223  4.6  6.0  2.24 12.12  7.43 999 1015.5  11.1  12.9 999.0 99.0 99.00
2005 01 02 05 00 211  4.9  5.8  2.24 11.43  7.56 999 1015.7  11.1  12.9 999.0 99.0 99.00
2005 01 02 06 00 205  5.3  6.9  2.24 11.43  7.62 999 1015.5  11.0  12.9 999.0 99.0 99.00
2005 01 02 07 00 209  5.6  6.7  2.14 12.12  7.42 999 1015.5  11.1  12.9 999.0 99.0 99.00
2005 01 02 08 00 201  5.1  6.5  2.02 12.12  7.07 999 1015.3  11.2  12.9 999.0 99.0 99.00
2005 01 02 09 00 179  1.4  2.3  1.97 12.12  7.11 999 1014.7  10.2  12.9 999.0 99.0 99.00
2005 01 02 10 00 206  7.7 10.4  1.94 11.43  7.06 999 1014.0  11.3  12.9 999.0 99.0 99.00
2005 01 02 11 00 231  5.2  6.4  2.05 12.12  6.61 999 1013.8   9.5  12.9 999.0 99.0 99.00
2005 01 02 12 00 276  4.4  5.8  1.83 10.00  6.49 999 1013.4  10.6  12.8 999.0 99.0 99.00
2005 01 02 13 00 242  4.6  6.1  1.91 10.81  7.01 999 1012.5  10.8  12.8 999.0 99.0 99.00
2005 01 02 14 00 225  5.0  6.3  2.14 11.43  7.36 999 1012.4  10.7  12.8 999.0 99.0 99.00
2005 01 02 15 00 211  3.7  4.8  2.09 11.43  7.37 999 1012.2  10.4  12.8 999.0 99.0 99.00
2005 01 02 16 00 265  2.5  3.7  2.29 11.43  7.62 999 1012.3  10.7  12.8 999.0 99.0 99.00
2005 01 02 17 00  20  2.2  3.4  2.29 12.90  7.71 999 1012.4   9.9  12.8 999.0 99.0 99.00
2005 01 02 18 00 133  3.5  4.9  2.29 12.12  7.66 999 1013.0   9.5  12.7 999.0 99.0 99.00
2005 01 02 19 00 110  4.5  5.7  2.11 12.12  7.70 999 1012.7   9.0  12.7 999.0 99.0 99.00
2005 01 02 20 00 106  5.2  6.7  1.99 11.43  7.29 999 1011.5   9.4  12.7 999.0 99.0 99.00
2005 01 02 21 00 107  6.7  8.0  1.75 10.81  6.73 999 1010.6   9.1  12.8 999.0 99.0 99.00
2005 01 02 22 00  91  5.8  7.0  1.91 12.90  6.70 999 1009.9   8.8  12.8 999.0 99.0 99.00
2005 01 02 23 00  93  5.8  8.4  1.91 11.43  7.12 999 1009.2   8.8  12.8 999.0 99.0 99.00
2005 01 03 00 00  99  4.7  6.3  1.87 10.81  6.99 999 1008.9   9.2  12.8 999.0 99.0 99.00
2005 01 03 01 00 143  4.6  5.7  1.79  9.09  6.49 999 1008.7   9.1  12.8 999.0 99.0 99.00
2005 01 03 02 00 118  6.5  7.7  1.61 12.12  6.64 999 1008.4   8.9  12.8 999.0 99.0 99.00
2005 01 03 03 00 151  4.4  6.1  1.71  9.09  7.21 999 1008.2   8.8  12.8 999.0 99.0 99.00
2005 01 03 04 00 170  4.7  5.8  1.65 10.81  7.51 999 1008.1   9.0  12.7 999.0 99.0 99.00
2005 01 03 05 00 147  5.5  6.9  1.69 11.43  7.86 999 1008.2   8.7  12.7 999.0 99.0 99.00
2005 01 03 06 00 173  4.9  6.2  1.69 10.81  7.44 999 1008.7   9.2  12.7 999.0 99.0 99.00
2005 01 03 07 00 214  5.9  7.2  1.77 12.12  7.43 999 1009.1   8.9  12.7 999.0 99.0 99.00
2005 01 03 08 00 232  5.7  7.0  1.82 12.12  7.37 999 1009.3   9.3  12.7 999.0 99.0 99.00
2005 01 03 09 00 226  5.4  7.1  1.80 12.90  6.91 999 1009.2   9.3  12.7 999.0 99.0 99.00
2005 01 03 10 00 247  4.5  5.9  1.94 11.43  7.02 999 1009.2   9.2  12.8 999.0 99.0 99.00
2005 01 03 11 00 224  2.5  3.6  1.93 11.43  7.03 999 1009.6   8.9  12.8 999.0 99.0 99.00
2005 01 03 12 00 225  2.8  4.6  2.37 10.81  7.97 999 1009.7   9.0  12.8 999.0 99.0 99.00
2005 01 03 13 00 198  2.0  3.2  2.15 12.12  8.06 999 1009.5   9.1  12.7 999.0 99.0 99.00
2005 01 03 14 00 218  1.9  3.0  2.13 21.05  8.25 999 1009.7   9.1  12.7 999.0 99.0 99.00
2005 01 03 15 00 177  1.1  2.0  1.89 21.05  8.29 999 1010.2   9.2  12.7 999.0 99.0 99.00
2005 01 03 16 00  87  1.6  2.7  1.95 12.12  7.93 999 1010.4   9.4  12.6 999.0 99.0 99.00
