#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 12 31 23 50 242  0.6  1.3  1.85 19.05  8.97 299 1024.9  10.3  12.0 999.0 99.0 99.00
2013 01 01 00 50 252  1.4  2.0  2.07 17.39 10.06 290 1024.9  10.1  11.8 999.0 99.0 99.00
2013 01 01 01 50 270  0.9  1.6  2.06 19.05 10.36 285 1025.2  10.3  11.7 999.0 99.0 99.00
2013 01 01 02 50 209  1.7  2.7  1.89 19.05  9.91 297 1024.8  10.4  11.7 999.0 99.0 99.00
2013 01 01 03 50 285  1.4  2.5  2.09 19.05 10.83 290 1024.9  10.5  11.7 999.0 99.0 99.00
2013 01 01 04 50 325  1.5  2.4  1.60 17.39  9.61 276 1025.1  10.6  11.6 999.0 99.0 99.00
2013 01 01 05 50 315  2.1  3.2  1.90 17.39 11.18 266 1025.1  10.7  11.6 999.0 99.0 99.00
2013 01 01 06 50 291  1.6  2.9  2.39 17.39 12.85 288 1024.8  10.6  11.6 999.0 99.0 99.00
2013 01 01 07 50 323  1.3  2.0  1.94 17.39 11.35 290 1024.6  10.6  11.6 999.0 99.0 99.00
2013 01 01 08 50 295  1.8  3.0  2.60 17.39 13.32 295 1024.3  10.7  11.6 999.0 99.0 99.00
2013 01 01 09 50 257  3.7  5.1  2.38 16.00 12.65 292 1023.8  10.9  11.7 999.0 99.0 99.00
2013 01 01 10 50 307  3.7  5.0  2.09 16.00 12.41 294 1023.9  11.0  11.5 999.0 99.0 99.00
2013 01 01 11 50 348  5.4  6.8  2.35 17.39 12.58 273 1024.1  11.0  11.5 999.0 99.0 99.00
2013 01 01 12 50  60  3.7  5.3  2.64 16.00 12.68 285 1023.8  10.1  11.5 999.0 99.0 99.00
2013 01 01 13 50  72  7.1  9.6  2.27 16.00 10.83 290 1023.7   8.9  11.5 999.0 99.0 99.00
2013 01 01 14 50  69 10.2 12.2  2.21 14.81  8.29 290 1024.0   8.0  11.5 999.0 99.0 99.00
2013 01 01 15 50  68  9.4 12.0  2.44 16.00  8.79 284 1024.2   7.8  11.5 999.0 99.0 99.00
2013 01 01 16 50  64  8.6 10.6  2.35 14.81  8.55 281 1024.7   8.0  11.5 999.0 99.0 99.00
2013 01 01 17 50  62  9.8 12.1  2.46 16.00  8.74 283 1024.7   8.3  11.5 999.0 99.0 99.00
2013 01 01 18 50  62  7.9  9.8  2.42 13.79  8.72 275 1025.2   8.5  11.6 999.0 99.0 99.00
2013 01 01 19 50  57  8.3  9.9  2.40 17.39  9.15 278 1024.6   8.9  11.6 999.0 99.0 99.00
2013 01 01 20 50  60  9.8 12.0  2.22 14.81  8.18 285 1024.0   9.2  11.7 999.0 99.0 99.00
2013 01 01 21 50  56  8.4 10.6  2.04 16.00  8.01 260 1023.8   9.8  11.7 999.0 99.0 99.00
2013 01 01 22 50  56  8.6 10.8  2.05 16.00  8.34 278 1023.7  10.6  11.7 999.0 99.0 99.00
2013 01 01 23 50  59  7.8  9.4  1.88 16.00  8.03 286 1023.6  11.3  11.7 999.0 99.0 99.00
2013 01 02 00 50  71  9.3 11.4  2.09 16.00  8.81 288 1023.2  11.5  11.7 999.0 99.0 99.00
2013 01 02 01 50  84  7.5  9.2  1.99 16.00  8.90 288 1023.2  11.3  11.7 999.0 99.0 99.00
2013 01 02 02 50  64  6.3  8.0  1.82 14.81  9.05 294 1023.7  11.1  11.7 999.0 99.0 99.00
2013 01 02 03 50  73  6.8  8.3  2.14 14.81  9.19 271 1024.2  11.0  11.6 999.0 99.0 99.00
2013 01 02 04 50  96  6.4  8.1  1.94 14.81 10.40 291 1023.9  10.5  11.6 999.0 99.0 99.00
2013 01 02 05 50  67  4.7  5.8  1.93 13.79 10.32 284 1024.4  10.3  11.6 999.0 99.0 99.00
2013 01 02 06 50  48  4.6  5.9  1.90 13.79  9.62 270 1024.5  10.1  11.6 999.0 99.0 99.00
2013 01 02 07 50  61  3.2  4.4  2.08 14.81 10.03 270 1024.3  10.1  11.6 999.0 99.0 99.00
2013 01 02 08 50  67  5.3  6.5  1.84 13.79 10.20 275 1024.0   9.7  11.6 999.0 99.0 99.00
2013 01 02 09 50  79  7.7 10.1  1.83 14.81  9.39 281 1023.1   9.5  11.5 999.0 99.0 99.00
