YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
97 01 01 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 01 01 153 14.0 17.3  4.51 14.29  7.32 999 1009.9  13.6  12.6 999.0 99.0
97 01 01 02 149 15.9 20.0  4.27  7.69  7.09 999 1009.2  13.7  12.6 999.0 99.0
97 01 01 03 152 15.8 19.5  4.67  7.69  7.24 999 1009.2  14.1  12.6 999.0 99.0
97 01 01 04 151 16.5 21.0  4.96  7.69  7.47 999 1008.9  14.2  12.6 999.0 99.0
97 01 01 05 153 17.3 21.6  4.92  8.33  7.16 999 1008.0  14.2  12.6 999.0 99.0
97 01 01 06 162 15.9 21.5  4.67  8.33  7.08 999 1008.4  14.2  12.6 999.0 99.0
97 01 01 07 162 15.6 18.9  4.86  8.33  7.48 999 1008.9  14.1  12.6 999.0 99.0
97 01 01 08 161 16.3 19.8  5.13  8.33  7.39 999 1008.8  14.2  12.6 999.0 99.0
97 01 01 09 160 16.2 20.0  5.43  8.33  7.53 999 1008.3  14.1  12.6 999.0 99.0
97 01 01 10 165 14.8 18.0  4.78  8.33  7.41 999 1009.0  13.7  12.6 999.0 99.0
97 01 01 11 162 14.8 19.2  4.99  8.33  7.64 999 1008.4  13.7  12.6 999.0 99.0
97 01 01 12 165 14.1 19.0  4.62  8.33  7.37 999 1008.5  14.1  12.6 999.0 99.0
97 01 01 13 166 12.6 16.0  4.33  8.33  7.07 999 1008.5  14.1  12.8 999.0 99.0
97 01 01 14 170 10.7 13.1  4.26  8.33  7.32 999 1009.3  14.1  12.8 999.0 99.0
97 01 01 15 173 11.2 13.6  3.88 14.29  7.22 999 1009.5  14.1  12.8 999.0 99.0
97 01 01 16 174 10.8 13.3  4.33 14.29  7.75 999 1010.1  14.1  12.8 999.0 99.0
97 01 01 17 172  7.8  9.6  4.17 12.50  8.07 999 1010.9  14.1  12.8 999.0 99.0
97 01 01 18 173  7.5  9.0  3.92 14.29  8.14 999 1011.9  14.2  12.9 999.0 99.0
97 01 01 19 165  8.4  9.7  3.86 14.29  8.14 999 1011.8  14.1  12.9 999.0 99.0
97 01 01 20 163  8.9 10.8  3.84 14.29  7.98 999 1010.9  14.1  12.9 999.0 99.0
97 01 01 21 165  9.3 11.5  4.14 14.29  8.39 999 1009.9  14.1  12.9 999.0 99.0
97 01 01 22 163  8.7 11.2  3.95 14.29  8.54 999 1009.0  14.1  12.9 999.0 99.0
97 01 01 23 165  8.3 10.0  4.19 14.29  8.45 999 1009.3  13.8  12.9 999.0 99.0
97 01 02 00 177  7.5  9.5  3.96 14.29  8.49 999 1009.4  14.1  12.9 999.0 99.0
97 01 02 01 172  6.9  8.0  4.35 14.29  8.97 999 1009.5  13.7  12.9 999.0 99.0
97 01 02 02 195  5.1  6.8  4.55 14.29  9.19 999 1010.6  14.1  12.9 999.0 99.0
97 01 02 03 191  5.3  6.6  4.37 14.29  9.38 999 1011.2  14.1  12.9 999.0 99.0
97 01 02 04 165  4.4  5.5  4.16 14.29  9.06 999 1011.3  13.7  13.2 999.0 99.0
97 01 02 05 168  5.0  5.9  4.21 14.29  9.00 999 1011.7  13.7  13.3 999.0 99.0
97 01 02 06 170  4.5  5.6  4.21 14.29  9.57 999 1011.8  13.7  13.3 999.0 99.0
97 01 02 07 152  4.9  6.4  3.86 12.50  8.93 999 1011.3  13.7  13.3 999.0 99.0
97 01 02 08 162  6.6  8.4  3.70 14.29  9.15 999 1010.9  13.6  13.3 999.0 99.0
97 01 02 09 170  7.4  8.6  3.62 14.29  9.04 999 1011.0  13.6  13.3 999.0 99.0
97 01 02 10 168  6.5  7.9  3.73 14.29  9.15 999 1011.2  13.7  13.3 999.0 99.0
97 01 02 11 187  7.5  8.6  3.58 14.29  9.29 999 1011.5  13.7  13.3 999.0 99.0
97 01 02 12 214  5.2  6.5  3.25 14.29  9.00 999 1011.5  13.7  13.4 999.0 99.0
97 01 02 13 261  6.3  8.7  3.25 14.29  9.35 999 1011.8  13.6  13.4 999.0 99.0
97 01 02 14 277  3.5  4.9  3.66 14.29  9.84 999 1011.8  12.8  13.4 999.0 99.0
97 01 02 15 286  3.2  5.1  3.68 14.29 10.00 999 1012.3  12.9  13.4 999.0 99.0
97 01 02 16  34   .3  1.3  3.96 14.29 10.13 999 1012.0  12.9  13.4 999.0 99.0
97 01 02 17 218  1.8  3.2  3.88 14.29 10.41 999 1013.2  12.8  13.4 999.0 99.0
97 01 02 18 282   .4  2.0  3.66 14.29  9.81 999 1013.2  12.7  13.4 999.0 99.0
97 01 02 19 178  1.9  3.1  3.72 14.29 10.03 999 1013.4  12.6  13.4 999.0 99.0
97 01 02 20 159  2.3  3.9  3.68 14.29 10.12 999 1012.1  12.8  13.4 999.0 99.0
97 01 02 21 173  3.3  4.2  3.73 14.29 10.01 999 1011.3  12.8  13.4 999.0 99.0
97 01 02 22 256  3.0  4.6  3.67 14.29  9.73 999 1011.8  12.8  13.4 999.0 99.0
97 01 02 23 276  1.9  3.3  3.65 14.29  9.54 999 1011.8  12.6  13.4 999.0 99.0
97 01 03 00 222  3.1  4.5  4.01 14.29  9.98 999 1011.9  12.8  12.9 999.0 99.0
97 01 03 01 182  3.6  4.9  4.30 14.29 10.09 999 1011.1  12.8  12.9 999.0 99.0
97 01 03 02 248  4.2  6.6  3.69 14.29  9.83 999 1011.1  12.6  12.9 999.0 99.0
97 01 03 03 235  4.3  6.6  4.07 14.29 10.44 999 1011.5  12.6  13.3 999.0 99.0
97 01 03 04 234  4.6  6.1  3.64 14.29  9.63 999 1011.9  12.8  13.3 999.0 99.0
97 01 03 05 236  6.5  8.2  3.36 14.29  9.74 999 1012.4  12.9  13.3 999.0 99.0
97 01 03 06 239  5.1  6.8  3.33 14.29  9.54 999 1012.8  12.8  13.4 999.0 99.0
97 01 03 07 267  7.8  9.9  3.15 14.29  9.32 999 1013.3  13.4  13.4 999.0 99.0
97 01 03 08 270  6.6  8.3  3.27 14.29  8.93 999 1014.0  13.4  13.4 999.0 99.0
97 01 03 09 281  6.2  8.1  2.96 14.29  9.06 999 1014.0  13.4  13.4 999.0 99.0
97 01 03 10 289  7.6  9.2  3.08 14.29  9.31 999 1014.3  13.4  13.4 999.0 99.0
97 01 03 11 311  7.9  9.5  2.79 12.50  8.60 999 1015.6  12.9  13.4 999.0 99.0
97 01 03 12 314  7.5  9.6  2.73 14.29  7.99 999 1015.9  12.9  13.4 999.0 99.0
97 01 03 13 316  7.7  9.4  2.98 14.29  8.46 999 1016.4  12.8  13.4 999.0 99.0
97 01 03 14 314  8.0  9.8  2.85 12.50  7.95 999 1017.0  12.6  13.4 999.0 99.0
97 01 03 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 03 16 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 03 17 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 03 18 321  7.8  9.6  2.65 14.29  7.89 999 1020.8  12.5  12.6 999.0 99.0
97 01 03 19 316  8.3 10.0  2.87 12.50  8.04 999 1021.0  12.1  12.8 999.0 99.0
