#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 12 31 23 50 359  2.0  2.7  1.72 12.12  7.81 283 1014.1  10.3  10.8 999.0 99.0 99.00
2017 01 01 00 50 307  4.7  5.8  1.84 12.12  8.58 285 1014.3  10.1  10.8 999.0 99.0 99.00
2017 01 01 01 50 298  5.3  6.5  1.86 13.79  8.21 275 1014.8  10.2  10.8 999.0 99.0 99.00
2017 01 01 02 50 296  5.2  6.4  1.87 12.12  7.79 296 1014.9  10.4  10.7 999.0 99.0 99.00
2017 01 01 03 50 288  4.7  5.7  1.75 11.43  7.59 297 1014.7  10.5  10.7 999.0 99.0 99.00
2017 01 01 04 50 288  5.4  7.2  1.67 11.43  7.65 294 1014.9  10.9  10.7 999.0 99.0 99.00
2017 01 01 05 50 300  6.2  8.3  1.82 11.43  7.67 290 1014.8  10.9  10.7 999.0 99.0 99.00
2017 01 01 06 50 305  6.0  7.4  1.72 11.43  7.00 293 1014.7  10.6  10.8 999.0 99.0 99.00
2017 01 01 07 50 296  7.1  8.6  2.06 12.12  7.47 295 1014.8  10.5  10.8 999.0 99.0 99.00
2017 01 01 08 50 306  9.7 12.7  2.02 10.81  6.61 304 1014.5  10.5  10.8 999.0 99.0 99.00
2017 01 01 09 50 310 10.8 14.2  2.25 12.12  6.09 289 1014.3  10.4  10.8 999.0 99.0 99.00
2017 01 01 10 50 309 10.8 13.4  2.57 11.43  6.35 285 1014.3  10.3  10.8 999.0 99.0 99.00
2017 01 01 11 50 313  9.9 12.1  3.05  8.33  6.68 296 1013.6  10.0  10.8 999.0 99.0 99.00
2017 01 01 12 50 306 10.2 12.8  2.88  9.09  6.64 303 1013.3  10.0  10.8 999.0 99.0 99.00
2017 01 01 13 50 314  9.4 11.8  2.82  8.33  6.70 304 1013.3   9.8  10.7 999.0 99.0 99.00
2017 01 01 14 50 313 12.0 14.2  2.71  7.69  6.60 303 1013.3   9.7  10.7 999.0 99.0 99.00
2017 01 01 15 50 311 12.7 15.5  2.76  9.09  6.46 306 1013.4   9.9  10.7 999.0 99.0 99.00
2017 01 01 16 50 322 12.2 14.9  2.90  8.33  6.48 302 1013.6  10.0  10.7 999.0 99.0 99.00
2017 01 01 17 50 324  9.8 12.0  2.88  7.69  6.49 302 1014.0   9.7  10.8 999.0 99.0 99.00
2017 01 01 18 50 319 10.9 13.0  2.60  8.33  6.22 309 1014.6   9.9  10.8 999.0 99.0 99.00
2017 01 01 19 50 314 11.6 14.5  2.78 10.00  6.37 296 1014.2  10.0  10.8 999.0 99.0 99.00
2017 01 01 20 50 312 11.3 14.2  2.82  9.09  6.43 300 1013.7  10.1  10.8 999.0 99.0 99.00
