#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 03 13 03 00 324  8.3  9.4  1.91 12.12  6.79 284 1016.4  12.3  12.1 999.0 99.0 99.00
2007 03 13 04 00 323  8.8 10.6  1.89 11.43  6.25 288 1016.5  12.2  12.1 999.0 99.0 99.00
2007 03 13 05 00 332  6.8  8.2  2.04 11.43  6.20 282 1016.7  12.3  12.0 999.0 99.0 99.00
2007 03 13 06 00 333  7.8  9.8  2.04 12.12  6.17 282 1016.8  12.5  12.0 999.0 99.0 99.00
2007 03 13 07 00 330  8.7 10.7  2.17 10.00  6.39 281 1016.7  12.4  12.1 999.0 99.0 99.00
2007 03 13 08 00 329  8.1 10.0  2.23  6.67  6.12 302 1016.8  12.0  12.1 999.0 99.0 99.00
2007 03 13 09 00 336  8.2  9.9  2.16 10.81  6.01 284 1016.9  11.2  12.1 999.0 99.0 99.00
2007 03 13 10 00 335  6.3  7.5  2.06 10.00  6.13 295 1016.8  11.5  12.0 999.0 99.0 99.00
2007 03 13 11 00 337  5.6  6.7  1.99 11.43  6.14 290 1016.5  12.1  11.9 999.0 99.0 99.00
2007 03 13 12 00 330  6.8  7.9  1.93 10.81  6.37 293 1016.3  12.0  11.9 999.0 99.0 99.00
2007 03 13 13 00 333  4.8  6.2  1.84 10.81  6.17 283 1016.5  11.8  12.0 999.0 99.0 99.00
2007 03 13 14 00 328  8.8 10.2  2.13 10.00  6.24 275 1016.5  11.0  12.1 999.0 99.0 99.00
2007 03 13 15 00 335  8.3  9.9  2.22  7.14  6.09 300 1017.0  10.9  12.2 999.0 99.0 99.00
2007 03 13 16 00 330  9.3 10.8  2.07 11.43  5.98 284 1017.6  10.7  12.2 999.0 99.0 99.00
2007 03 13 17 00 334  9.9 11.9  2.17 10.00  5.80 261 1018.3  10.9  12.2 999.0 99.0 99.00
2007 03 13 18 00 335  7.6  9.0  2.18  7.14  5.98 300 1018.5  10.8  12.1 999.0 99.0 99.00
2007 03 13 19 00 330  8.2  9.7  2.15  7.69  6.19 291 1018.6  10.8  12.2 999.0 99.0 99.00
2007 03 13 20 00 330  9.6 11.2  2.20  6.67  5.87 303 1018.7  11.0  12.3 999.0 99.0 99.00
2007 03 13 21 00 329  8.1  9.6  2.17  7.69  5.93 292 1018.7  11.1  12.3 999.0 99.0 99.00
2007 03 13 22 00 327  8.6 10.7  2.02 12.12  5.86 274 1018.1  11.0  12.4 999.0 99.0 99.00
2007 03 13 23 00 328  9.0 10.7  2.12  7.14  5.59 299 1017.9  11.7  12.4 999.0 99.0 99.00
2007 03 14 00 00 319  9.8 11.5  1.99  7.14  5.70 308 1017.8  11.9  12.4 999.0 99.0 99.00
2007 03 14 01 00 325  7.7  9.8  2.02 10.00  6.15 282 1017.8  12.0  12.4 999.0 99.0 99.00
2007 03 14 02 00 324  7.7  9.1  1.98 10.00  6.25 288 1017.8  11.9  12.3 999.0 99.0 99.00
2007 03 14 03 00 321  8.2 10.1  2.20 10.00  6.39 279 1017.6  11.8  12.3 999.0 99.0 99.00
2007 03 14 04 00 323  9.1 10.6  2.26  9.09  6.44 282 1018.0  11.9  12.2 999.0 99.0 99.00
2007 03 14 05 00 324 10.1 11.7  2.30  6.67  6.27 311 1018.4  11.7  12.2 999.0 99.0 99.00
2007 03 14 06 00 332  8.4 10.7  2.27  7.14  6.02 303 1019.2  11.6  12.1 999.0 99.0 99.00
2007 03 14 07 00 323 10.4 12.0  2.28  8.33  6.00 300 1019.3  11.4  12.0 999.0 99.0 99.00
2007 03 14 08 00 334  8.7 10.5  2.30  7.14  6.01 304 1020.0  11.3  12.0 999.0 99.0 99.00
2007 03 14 09 00 329 10.8 13.1  2.25  9.09  5.75 281 1019.7  11.2  12.0 999.0 99.0 99.00
2007 03 14 10 00 331 11.4 13.4  2.47  7.14  5.98 302 1019.7  11.0  11.9 999.0 99.0 99.00
2007 03 14 11 00 330  9.7 11.7  2.47  9.09  5.89 290 1019.7  10.9  11.9 999.0 99.0 99.00
2007 03 14 12 00 329 10.2 12.2  2.30  8.33  5.93 293 1019.5  10.9  11.9 999.0 99.0 99.00
2007 03 14 13 00 332  8.9 10.8  2.26  7.69  5.64 299 1019.9  11.0  11.8 999.0 99.0 99.00
2007 03 14 14 00 323 10.8 12.8  2.38  8.33  6.15 306 1019.6  11.0  11.8 999.0 99.0 99.00
2007 03 14 15 00 329  8.3 10.5  2.25  8.33  5.92 307 1020.1  11.1  11.8 999.0 99.0 99.00
2007 03 14 16 00 328  8.2  9.8  2.21  9.09  6.09 300 1020.9  11.3  11.7 999.0 99.0 99.00
2007 03 14 17 00 330  9.4 11.8  2.07 10.00  6.09 298 1021.5  11.3  11.7 999.0 99.0 99.00
2007 03 14 18 00 325 10.9 12.9  2.22 10.00  6.04 310 1021.6  11.1  11.6 999.0 99.0 99.00
2007 03 14 19 00 323  9.5 10.9  2.24  7.69  6.07 309 1021.6  11.2  11.5 999.0 99.0 99.00
2007 03 14 20 00 322  7.7  9.7  2.20  8.33  6.15 308 1021.6  11.4  11.5 999.0 99.0 99.00
2007 03 14 22 00 321  8.4 10.4  2.10  8.33  6.01 300 1020.8  11.5  11.3 999.0 99.0 99.00
2007 03 14 23 00 321  8.7 10.2  2.17  8.33  6.06 303 1020.4  11.6  11.3 999.0 99.0 99.00
2007 03 15 00 00 313  8.2 10.0  2.12  7.14  6.03 308 1020.3  11.7  11.3 999.0 99.0 99.00
2007 03 15 01 00 312  7.7  9.0  2.05  6.67  6.01 304 1019.8  11.7  11.3 999.0 99.0 99.00
2007 03 15 02 00 318  7.6  9.3  2.18  6.67  5.94 305 1019.7  11.7  11.3 999.0 99.0 99.00
2007 03 15 03 00 327  8.2  9.6  2.29  8.33  5.98 303 1019.2  11.8  11.3 999.0 99.0 99.00
2007 03 15 04 00 335  7.8 10.0  2.24  7.14  5.81 310 1019.4  11.8  11.3 999.0 99.0 99.00
2007 03 15 05 00 335  8.6 10.1  2.34  7.69  6.05 307 1019.6  11.5  11.3 999.0 99.0 99.00
2007 03 15 06 00 342  8.0  9.9  2.52  7.69  6.17 304 1019.8  11.4  11.3 999.0 99.0 99.00
2007 03 15 07 00 340  5.9  7.0  2.26  8.33  6.30 303 1019.9  11.1  11.3 999.0 99.0 99.00
2007 03 15 08 00 331  6.8  8.9  2.13  7.14  6.20 307 1019.7  11.1  11.2 999.0 99.0 99.00
2007 03 15 09 00 327  6.3  7.2  2.03  7.14  6.35 307 1019.4  11.0  11.2 999.0 99.0 99.00
2007 03 15 10 00 338  6.0  7.3  2.05  6.67  6.30 305 1019.4  11.2  11.2 999.0 99.0 99.00
2007 03 15 11 00 345  6.5  7.8  2.11  9.09  6.33 300 1018.7  10.8  11.2 999.0 99.0 99.00
2007 03 15 12 00 349  4.5  5.7  2.17  8.33  6.32 301 1018.7  10.8  11.2 999.0 99.0 99.00
2007 03 15 13 00   2  4.3  5.8  2.10  9.09  6.40 302 1018.6  10.5  11.2 999.0 99.0 99.00
2007 03 15 14 00 337  2.2  3.0  2.00  9.09  6.43 307 1018.8  10.4  11.2 999.0 99.0 99.00
2007 03 15 15 00 352  1.3  2.0  1.91  9.09  6.24 307 1019.0  10.6  11.2 999.0 99.0 99.00
2007 03 15 16 00  14  2.0  2.8  2.07 10.00  6.56 299 1019.3  10.9  11.2 999.0 99.0 99.00
2007 03 15 17 00 353  2.5  3.6  1.79  9.09  6.46 304 1019.8  10.8  11.3 999.0 99.0 99.00
2007 03 15 18 00 335  2.4  3.2  1.92  9.09  6.82 305 1020.0  11.1  11.4 999.0 99.0 99.00
2007 03 15 19 00 323  4.1  4.9  1.67 14.81  6.42 206 1019.8  11.3  11.6 999.0 99.0 99.00
2007 03 15 20 00 321  4.7  5.4  1.58 10.00  6.64 300 1019.6  11.4  11.8 999.0 99.0 99.00
2007 03 15 21 00 324  6.5  7.6  1.51  9.09  6.48 296 1018.9  11.5  11.9 999.0 99.0 99.00
2007 03 15 22 00 326  6.0  7.5  1.56 10.00  6.13 293 1018.3  11.7  12.0 999.0 99.0 99.00
2007 03 16 02 00 303  6.8  8.2  1.53  9.09  6.28 305 1017.1  11.8  11.8 999.0 99.0 99.00
2007 03 16 03 00 323  5.0  5.8  1.50 10.81  6.44 301 1017.0  11.6  11.7 999.0 99.0 99.00
2007 03 16 04 00 321  5.2  6.3  1.56 10.00  6.76 304 1017.2  11.5  11.7 999.0 99.0 99.00
2007 03 16 05 00 319  4.9  5.9  1.46 17.39  6.66 261 1017.4  11.5  11.7 999.0 99.0 99.00
2007 03 16 06 00 316  4.1  5.1  1.54 11.43  6.99 299 1017.4  11.5  11.6 999.0 99.0 99.00
2007 03 16 07 00 328  3.3  4.2  1.53 11.43  7.11 300 1017.7  11.5  11.6 999.0 99.0 99.00
2007 03 16 08 00 331  2.4  3.3  1.58 10.81  7.42 304 1017.6  11.4  11.7 999.0 99.0 99.00
2007 03 16 09 00 334  1.8  2.3  1.55 11.43  7.09 306 1017.4  11.3  11.7 999.0 99.0 99.00
2007 03 16 10 00 355  0.8  1.4  1.60 10.81  6.95 301 1017.0  11.1  11.6 999.0 99.0 99.00
2007 03 16 11 00 302  1.3  1.7  1.62 10.81  7.08 298 1016.6  11.0  11.5 999.0 99.0 99.00
2007 03 16 12 00 338  0.7  1.3  1.60 17.39  7.23 264 1016.4  11.0  11.4 999.0 99.0 99.00
2007 03 16 13 00 332  0.8  1.2  1.62 16.00  7.23 246 1016.7  11.0  11.5 999.0 99.0 99.00
2007 03 16 14 00   1  0.4  0.9  1.55 17.39  7.12 275 1017.0  11.0  11.5 999.0 99.0 99.00
2007 03 16 15 00 111  0.8  1.3  1.54 17.39  7.13 263 1017.3  11.1  11.4 999.0 99.0 99.00
2007 03 16 16 00  96  0.6  1.2  1.61 17.39  7.47 264 1017.8  11.9  11.7 999.0 99.0 99.00
2007 03 16 17 00 169  1.5  2.1  1.61 17.39  7.45 257 1018.1  11.9  11.8 999.0 99.0 99.00
2007 03 16 18 00 202  1.5  2.0  1.59 16.00  7.52 254 1018.2  12.2  12.3 999.0 99.0 99.00
2007 03 16 19 00 242  1.7  2.1  1.43 16.00  8.12 267 1018.2  12.5  12.7 999.0 99.0 99.00
2007 03 16 20 00 286  2.5  3.0  1.47 16.00  7.97 275 1018.1  12.5  12.8 999.0 99.0 99.00
2007 03 16 21 00 325  2.2  2.7  1.57 16.00  7.50 265 1017.8  12.9  12.9 999.0 99.0 99.00
2007 03 16 22 00 327  2.3  2.8  1.39 16.00  7.42 262 1017.4  12.6  13.3 999.0 99.0 99.00
2007 03 16 23 00 317  1.6  2.1  1.39 14.81  7.48 256 1016.9  13.3  13.7 999.0 99.0 99.00
2007 03 17 00 00 331  2.7  3.3  1.40 16.00  7.66 257 1016.6  13.2  13.2 999.0 99.0 99.00
2007 03 17 01 00 326  4.2  5.1  1.32 14.81  7.58 278 1016.2  12.8  12.8 999.0 99.0 99.00
2007 03 17 02 00 331  5.0  5.6  1.39 16.00  7.27 244 1015.9  12.3  12.5 999.0 99.0 99.00
2007 03 17 03 00 327  5.4  6.4  1.25 14.81  6.42 273 1015.9  12.0  12.3 999.0 99.0 99.00
2007 03 17 04 00 323  5.7  6.6  1.30 14.81  6.96 268 1016.2  11.9  12.3 999.0 99.0 99.00
2007 03 17 05 00 322  6.9  8.2  1.39 14.81  6.42 264 1016.5  11.7  12.4 999.0 99.0 99.00
2007 03 17 06 00 322  6.4  7.5  1.45 14.81  6.67 268 1016.8  11.6  12.1 999.0 99.0 99.00
2007 03 17 07 00 324  6.0  7.2  1.34 14.81  6.05 274 1017.1  11.6  12.2 999.0 99.0 99.00
2007 03 17 08 00 325  5.1  6.3  1.47 14.81  6.51 253 1017.1  11.6  12.3 999.0 99.0 99.00
2007 03 17 09 00 328  5.8  7.0  1.54 14.81  6.57 263 1017.0  11.5  12.2 999.0 99.0 99.00
2007 03 17 10 00 324  4.8  5.6  1.44 14.81  6.31 242 1016.9  11.4  12.2 999.0 99.0 99.00
2007 03 17 11 00 327  6.3  8.3  1.52 13.79  6.09 270 1016.6  11.2  12.2 999.0 99.0 99.00
2007 03 17 12 00 334  6.1  7.4  1.65 13.79  6.33 248 1016.6  10.7  12.2 999.0 99.0 99.00
2007 03 17 13 00 336  5.3  6.4  1.65 13.79  6.18 251 1016.5  10.4  12.2 999.0 99.0 99.00
2007 03 17 14 00 320  6.1  7.9  1.69 13.79  6.17 259 1016.8  10.0  12.1 999.0 99.0 99.00
2007 03 17 15 00 334  6.8  8.1  1.78 13.79  6.12 247 1017.3  10.8  12.1 999.0 99.0 99.00
2007 03 17 16 00 332  8.6 10.4  1.69 12.90  5.75 238 1017.7  10.9  12.1 999.0 99.0 99.00
2007 03 17 17 00 328  8.0  9.6  1.78 13.79  5.62 247 1018.1  10.5  12.0 999.0 99.0 99.00
2007 03 17 18 00 332  8.2 10.1  1.95 13.79  5.83 257 1018.6  10.5  12.0 999.0 99.0 99.00
2007 03 17 19 00 332  9.4 11.3  2.15 12.90  5.98 256 1018.5  10.3  12.0 999.0 99.0 99.00
2007 03 17 20 00 327  9.2 10.4  2.07 12.90  5.79 266 1018.5  10.6  11.9 999.0 99.0 99.00
2007 03 17 21 00 322 10.3 12.3  1.95 13.79  5.77 233 1018.0  10.8  11.7 999.0 99.0 99.00
2007 03 17 22 00 330  7.8  9.5  2.01 13.79  5.74 250 1017.9  11.1  11.6 999.0 99.0 99.00
2007 03 17 23 00 321  9.1 10.6  2.02 12.90  5.73 258 1017.4  11.1  11.6 999.0 99.0 99.00
2007 03 18 00 00 324  9.1 11.0  2.05 12.90  5.84 255 1017.1  11.1  11.6 999.0 99.0 99.00
2007 03 18 01 00 316 10.1 11.9  1.98 12.12  5.59 266 1016.6  11.1  11.6 999.0 99.0 99.00
2007 03 18 02 00 324  8.9 11.5  2.10  7.14  5.59 304 1016.7  11.1  11.7 999.0 99.0 99.00
2007 03 18 03 00 324  9.0 10.5  2.14  6.67  5.50 313 1016.5  11.2  11.7 999.0 99.0 99.00
2007 03 18 04 00 323  9.1 11.9  2.16  6.67  5.58 312 1016.7  11.3  11.6 999.0 99.0 99.00
2007 03 18 05 00 324  8.8 12.3  2.12  7.14  5.68 304 1017.0  11.4  11.6 999.0 99.0 99.00
2007 03 18 06 00 317 10.2 13.0  2.19  7.14  5.58 306 1017.2  11.2  11.6 999.0 99.0 99.00
2007 03 18 07 00 327 10.1 12.2  2.37  6.67  5.59 310 1017.3  11.0  11.6 999.0 99.0 99.00
2007 03 18 08 00 328 11.0 13.9  2.25  7.14  5.57 305 1017.0  11.1  11.6 999.0 99.0 99.00
2007 03 18 09 00 329 11.5 13.1  2.45  7.14  5.66 306 1016.7  11.2  11.5 999.0 99.0 99.00
2007 03 18 10 00 331 11.7 14.0  2.52  7.14  5.70 301 1016.4  11.2  11.5 999.0 99.0 99.00
2007 03 18 11 00 331 11.6 14.5  2.39  7.14  5.53 304 1016.2  11.0  11.5 999.0 99.0 99.00
2007 03 18 12 00 324  9.4 11.5  2.28  6.67  5.69 311 1016.3  11.1  11.5 999.0 99.0 99.00
2007 03 18 13 00 324  8.9 11.1  2.29  6.67  5.75 312 1016.3  11.1  11.5 999.0 99.0 99.00
2007 03 18 14 00 329  7.8  9.6  2.14  7.14  5.88 306 1016.5  11.1  11.4 999.0 99.0 99.00
2007 03 18 15 00 326  8.2  9.7  2.09 12.12  5.70 264 1016.8  11.0  11.4 999.0 99.0 99.00
2007 03 18 16 00 331  7.3  9.5  2.04 12.12  5.74 275 1017.2  11.1  11.3 999.0 99.0 99.00
2007 03 18 17 00 332  7.8  9.2  1.98  6.67  5.69 319 1017.6  11.0  11.4 999.0 99.0 99.00
2007 03 18 18 00 339  6.9  8.8  1.83 12.12  5.58 261 1017.8  11.1  11.4 999.0 99.0 99.00
2007 03 18 19 00 331  6.1  7.4  1.80 11.43  5.69 269 1017.8  11.3  11.4 999.0 99.0 99.00
2007 03 18 20 00 320  6.9  8.6  1.71 12.12  5.42 265 1017.7  11.3  11.5 999.0 99.0 99.00
2007 03 18 21 00 319  6.4  8.6  1.57 12.90  5.32 235 1017.6  11.2  11.5 999.0 99.0 99.00
2007 03 18 22 00 321  8.6 11.1  1.63 12.12  5.11 248 1017.2  11.2  11.5 999.0 99.0 99.00
2007 03 18 23 00 322  8.1  9.7  1.40 12.12  5.20 258 1017.0  11.3  11.6 999.0 99.0 99.00
2007 03 19 00 00 319  8.4 10.3  1.57 11.43  5.07 269 1016.8  11.2  11.6 999.0 99.0 99.00
2007 03 19 01 00 317  9.0 10.9  1.43 10.81  4.99 288 1016.5  11.1  11.6 999.0 99.0 99.00
2007 03 19 02 00 311  8.6 10.1  1.57 11.43  5.05 268 1016.7  11.0  11.6 999.0 99.0 99.00
2007 03 19 03 00 317  8.3  9.9  1.53  5.56  5.12 303 1016.7  10.7  11.6 999.0 99.0 99.00
2007 03 19 04 00 319  7.4  8.5  1.65 12.12  5.13 267 1017.1  10.6  11.6 999.0 99.0 99.00
2007 03 19 05 00 317  7.3  8.7  1.49 10.81  5.07 273 1017.6  10.4  11.6 999.0 99.0 99.00
2007 03 19 06 00 323  6.3  7.8  1.46 10.81  5.14 275 1017.8  10.3  11.6 999.0 99.0 99.00
2007 03 19 07 00 327  5.3  6.5  1.47 10.81  5.19 273 1017.8  10.2  11.6 999.0 99.0 99.00
2007 03 19 08 00 322  4.6  5.6  1.37 10.81  5.32 278 1017.6  10.0  11.6 999.0 99.0 99.00
2007 03 19 09 00 312  4.8  5.5  1.41 11.43  5.47 257 1017.3  10.0  11.5 999.0 99.0 99.00
2007 03 19 10 00 320  4.3  5.5  1.37 11.43  5.72 247 1017.2  10.2  11.5 999.0 99.0 99.00
2007 03 19 11 00 319  3.3  4.2  1.18 10.81  5.67 270 1016.8  10.1  11.5 999.0 99.0 99.00
2007 03 19 12 00 325  4.4  5.4  1.21 10.81  6.00 268 1016.6  10.1  11.4 999.0 99.0 99.00
2007 03 19 13 00 303  4.2  5.1  1.11 10.81  5.70 272 1016.7  10.4  11.4 999.0 99.0 99.00
2007 03 19 14 00 307  2.5  3.5  1.12 10.00  5.69 282 1016.7  10.3  11.4 999.0 99.0 99.00
2007 03 19 15 00 289  3.5  4.4  1.10 10.00  5.68 273 1016.9  10.4  11.4 999.0 99.0 99.00
2007 03 19 16 00 316  2.3  3.7  1.11 10.00  5.90 290 1017.1  10.1  11.3 999.0 99.0 99.00
2007 03 19 17 00 285  0.9  1.7  1.08 10.00  5.90 290 1017.3   9.6  11.4 999.0 99.0 99.00
2007 03 19 18 00 291  1.3  2.3  1.07 10.00  6.20 293 1017.4   9.6  11.6 999.0 99.0 99.00
2007 03 19 19 00 251  2.3  3.3  1.07 10.00  6.09 285 1017.8   9.8  11.7 999.0 99.0 99.00
2007 03 19 20 00 268  3.1  3.8  1.07 10.00  6.83 296 1017.9  10.1  11.8 999.0 99.0 99.00
2007 03 19 21 00 274  2.3  3.0  1.05  9.09  6.73 296 1017.8  10.7  11.9 999.0 99.0 99.00
2007 03 19 22 00 236  0.8  1.2  0.96 10.81  6.34 266 1017.3  11.0  12.2 999.0 99.0 99.00
2007 03 19 23 00 202  1.9  2.3  1.00  9.09  6.73 270 1017.0  11.3  12.5 999.0 99.0 99.00
2007 03 20 00 00 210  3.3  3.9  1.09  9.09  7.11 281 1016.9  11.5  12.4 999.0 99.0 99.00
2007 03 20 01 00 205  2.1  2.6  0.99 19.05  7.13 279 1016.8  11.9  12.2 999.0 99.0 99.00
2007 03 20 02 00 189  2.1  2.5  1.03 19.05  7.55 276 1016.6  11.9  12.2 999.0 99.0 99.00
2007 03 20 03 00 188  3.5  4.1  0.98 19.05  7.43 271 1016.2  11.9  12.1 999.0 99.0 99.00
2007 03 20 04 00 216  3.5  4.3  1.01 19.05  7.86 274 1016.5  11.9  12.0 999.0 99.0 99.00
2007 03 20 05 00 203  3.4  3.8  0.95 19.05  7.54 278 1016.7  11.9  11.9 999.0 99.0 99.00
2007 03 20 06 00 197  3.3  4.0  0.98 19.05  7.83 277 1016.7  11.9  11.8 999.0 99.0 99.00
2007 03 20 07 00 214  2.6  3.3  1.05 17.39  8.49 275 1016.5  11.9  11.9 999.0 99.0 99.00
2007 03 20 08 00 235  3.3  4.0  1.00 19.05  8.91 274 1016.6  11.9  11.8 999.0 99.0 99.00
2007 03 20 09 00 213  2.5  3.1  1.11 17.39  9.40 289 1016.4  11.8  11.7 999.0 99.0 99.00
2007 03 20 10 00 248  2.0  2.3  1.15 17.39  9.85 283 1016.3  11.7  11.7 999.0 99.0 99.00
2007 03 20 11 00 206  1.3  1.6  1.17 17.39  9.40 287 1016.2  11.8  11.7 999.0 99.0 99.00
2007 03 20 12 00 193  1.1  1.6  1.16 17.39  8.71 284 1016.0  11.7  11.7 999.0 99.0 99.00
2007 03 20 13 00 350  6.5  7.4  1.21 17.39  8.33 282 1016.2  10.8  11.7 999.0 99.0 99.00
2007 03 20 14 00 347  4.7  5.8  1.42 17.39  7.57 266 1016.7  10.9  11.6 999.0 99.0 99.00
2007 03 20 15 00 338  7.0  8.4  1.33 17.39  5.95 260 1016.9  10.8  11.6 999.0 99.0 99.00
2007 03 20 16 00 335  8.2 10.1  1.53 17.39  5.83 261 1017.0  10.9  11.5 999.0 99.0 99.00
2007 03 20 17 00 330  9.9 12.0  1.74 17.39  6.05 251 1017.1  11.1  11.4 999.0 99.0 99.00
2007 03 20 18 00 330 10.2 11.9  1.81 17.39  5.53 241 1017.4  11.0  11.4 999.0 99.0 99.00
2007 03 20 19 00 329  9.6 11.5  1.75 17.39  5.25 229 1017.7  11.0  11.4 999.0 99.0 99.00
2007 03 20 20 00 327  9.1 11.0  2.04 17.39  5.69 244 1017.5  11.0  11.4 999.0 99.0 99.00
2007 03 20 21 00 322  9.9 12.0  1.93 16.00  5.40 248 1017.1  11.2  11.5 999.0 99.0 99.00
2007 03 21 00 00 323 12.8 15.1  2.64 16.00  6.04 258 1015.7  11.2  11.5 999.0 99.0 99.00
2007 03 21 01 00 323 13.3 16.0  2.73  7.14  5.92 304 1015.3  11.1  11.4 999.0 99.0 99.00
2007 03 21 02 00 326 13.9 17.4  3.17  7.14  6.33 301 1015.2  11.1  11.3 999.0 99.0 99.00
2007 03 21 04 00 324 13.8 17.0  3.70  8.33  6.65 297 1015.5  10.7  11.1 999.0 99.0 99.00
2007 03 21 05 00 326 14.9 18.8  3.53  7.69  6.43 302 1015.5  10.7  11.1 999.0 99.0 99.00
2007 03 21 06 00 328 13.9 16.9  3.83  8.33  6.67 292 1015.6  10.5  11.1 999.0 99.0 99.00
2007 03 21 07 00 329 14.6 18.5  4.16  9.09  6.92 291 1015.5  10.4  11.0 999.0 99.0 99.00
2007 03 21 08 00 332 15.2 19.1  4.23 10.00  6.98 284 1015.3  10.1  10.9 999.0 99.0 99.00
2007 03 21 09 00 331 14.4 17.4  4.42 10.00  7.37 291 1015.0   9.9  10.8 999.0 99.0 99.00
2007 03 21 10 00 336 13.8 17.1  4.23 10.00  7.22 288 1015.0   9.9  10.6 999.0 99.0 99.00
2007 03 21 11 00 347 11.5 13.2  4.63  9.09  7.66 298 1015.0   9.8  10.5 999.0 99.0 99.00
2007 03 21 12 00 348 10.5 13.0  3.96  9.09  7.45 294 1015.2   9.8  10.4 999.0 99.0 99.00
2007 03 21 13 00 345 10.5 12.4  3.99  9.09  7.66 293 1015.4   9.7  10.3 999.0 99.0 99.00
2007 03 21 14 00 342 10.6 12.5  3.89 10.00  7.51 289 1016.0   9.7  10.3 999.0 99.0 99.00
2007 03 21 15 00 351  9.3 11.0  3.85 12.12  7.74 279 1016.8   9.7  10.2 999.0 99.0 99.00
2007 03 21 16 00 344  8.4  9.9  3.91  9.09  7.84 291 1017.2   9.7  10.2 999.0 99.0 99.00
2007 03 21 17 00 345  7.5  9.5  3.57 12.12  7.79 283 1017.6   9.9  10.2 999.0 99.0 99.00
2007 03 21 18 00 337  9.9 11.6  3.65 12.12  8.09 281 1017.6  10.0  10.3 999.0 99.0 99.00
2007 03 21 19 00 329  8.7 10.9  3.47 10.81  7.59 290 1018.0  10.0  10.3 999.0 99.0 99.00
2007 03 21 20 00 328  7.6  9.9  3.62 11.43  8.16 288 1017.7  10.2  10.4 999.0 99.0 99.00
2007 03 21 21 00 326  8.7 11.2  3.65 11.43  7.93 290 1016.8  10.3  10.4 999.0 99.0 99.00
2007 03 21 22 00 324  8.9 10.8  3.45 10.81  7.80 293 1016.5  10.4  10.4 999.0 99.0 99.00
2007 03 21 23 00 325  9.1 10.9  3.50 10.81  7.58 288 1016.1  10.6  10.4 999.0 99.0 99.00
2007 03 22 00 00 331  8.9 11.0  3.44 11.43  7.49 283 1015.7  10.8  10.4 999.0 99.0 99.00
2007 03 22 01 00 334  8.1  9.6  3.43 10.81  7.39 297 1015.5  10.7  10.4 999.0 99.0 99.00
2007 03 22 02 00 333  8.4  9.8  3.47 10.00  7.45 292 1015.4  10.9  10.4 999.0 99.0 99.00
2007 03 22 03 00 340  8.2  9.9  3.29 10.81  7.50 285 1015.5  10.7  10.3 999.0 99.0 99.00
2007 03 22 04 00 336  7.0  8.2  3.20 10.81  7.44 286 1015.7  10.7  10.2 999.0 99.0 99.00
2007 03 22 05 00 327  5.7  7.0  3.20 10.00  7.54 302 1015.9  10.5  10.2 999.0 99.0 99.00
2007 03 22 06 00 329  6.7  8.1  2.95 10.81  7.37 294 1015.9  10.5  10.2 999.0 99.0 99.00
2007 03 22 07 00 335  4.9  6.7  3.36 10.81  7.72 290 1015.9  10.5  10.2 999.0 99.0 99.00
2007 03 22 08 00 330  4.6  6.2  2.79 10.00  7.48 301 1015.8  10.4  10.1 999.0 99.0 99.00
2007 03 22 09 00 337  5.5  6.7  2.74 10.00  7.56 298 1015.5  10.5  10.2 999.0 99.0 99.00
2007 03 22 10 00 334  6.4  7.7  2.50 10.00  7.41 293 1014.7  10.7  10.2 999.0 99.0 99.00
2007 03 22 11 00 346  8.4  9.7  2.66 10.00  7.54 293 1014.3  10.8  10.2 999.0 99.0 99.00
2007 03 22 12 00 326  7.2  8.4  2.73  9.09  7.22 303 1014.2  10.9  10.2 999.0 99.0 99.00
2007 03 22 13 00 328  6.1  7.1  2.55 14.81  7.50 266 1014.3  10.8  10.3 999.0 99.0 99.00
2007 03 22 14 00 322  7.3  8.5  2.63 10.00  7.41 295 1014.4  10.4  10.3 999.0 99.0 99.00
2007 03 22 15 00 328  5.0  6.2  2.35  9.09  7.06 304 1015.0  10.5  10.3 999.0 99.0 99.00
2007 03 22 16 00 320  4.9  6.0  2.16  8.33  7.27 308 1015.2  10.5  10.3 999.0 99.0 99.00
2007 03 22 17 00 354  4.0  5.0  2.22 10.00  7.22 301 1016.0  10.6  10.3 999.0 99.0 99.00
2007 03 22 18 00 346  3.7  4.8  2.16 13.79  7.02 272 1016.2  10.6  10.4 999.0 99.0 99.00
2007 03 22 19 00 304  3.0  4.5  2.29  9.09  7.21 304 1016.0  10.6  10.6 999.0 99.0 99.00
2007 03 22 20 00 321  5.1  6.2  2.10 10.00  7.15 298 1015.8  10.6  10.7 999.0 99.0 99.00
2007 03 22 21 00 320  6.1  7.9  2.32  9.09  7.15 311 1015.5  10.5  10.6 999.0 99.0 99.00
2007 03 22 22 00 319  6.2  7.7  2.24  9.09  6.74 305 1014.8  10.6  10.7 999.0 99.0 99.00
2007 03 22 23 00 323  7.1  8.7  2.25 10.00  6.93 301 1014.3  10.6  10.7 999.0 99.0 99.00
2007 03 23 00 00 317  4.9  6.5  2.31  9.09  7.11 301 1014.0  10.7  10.7 999.0 99.0 99.00
