YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2002 01 01 00 150  3.9  5.2  3.20 12.50  9.84 999 1019.1  12.0  11.7 999.0 99.0 99.00
2002 01 01 01 103  4.2  5.9  2.79 12.50  9.43 999 1017.8  12.1  11.7 999.0 99.0 99.00
2002 01 01 02 176  4.9  6.1  3.11 12.50  9.38 999 1018.3  11.9  11.6 999.0 99.0 99.00
2002 01 01 03 130  5.5  6.7  2.66 12.50  8.86 999 1017.8  11.2  11.6 999.0 99.0 99.00
2002 01 01 04 113  5.9  7.5  2.66 12.50  9.16 999 1017.5  11.2  11.6 999.0 99.0 99.00
2002 01 01 05 182  3.9  7.0  2.47 12.50  9.12 999 1018.6  11.4  11.6 999.0 99.0 99.00
2002 01 01 06 155  3.7  4.5  2.93 12.50  9.72 999 1018.5  11.4  11.6 999.0 99.0 99.00
2002 01 01 07 119  4.0  5.2  2.47 12.50  9.32 999 1017.7  11.5  11.6 999.0 99.0 99.00
2002 01 01 08 133  5.1  6.3  2.20 12.50  9.41 999 1017.1  11.4  11.6 999.0 99.0 99.00
2002 01 01 09 120  4.8  6.0  2.32 12.50  9.43 999 1016.9  11.6  11.6 999.0 99.0 99.00
2002 01 01 10 137  4.5  5.9  2.48 12.50  9.88 999 1016.6  11.7  11.6 999.0 99.0 99.00
2002 01 01 11 137  3.7  4.8  2.39 12.50  9.55 999 1016.7  11.9  11.6 999.0 99.0 99.00
2002 01 01 12 110  3.5  4.7  2.42 12.50  9.50 999 1016.1  12.0  11.6 999.0 99.0 99.00
2002 01 01 13 122  5.4  6.8  2.29 12.50  9.14 999 1015.6  12.5  11.6 999.0 99.0 99.00
2002 01 01 14 128  4.6  6.5  2.15 12.50  8.36 999 1015.5  12.1  11.5 999.0 99.0 99.00
2002 01 01 15 119  4.0  5.0  2.14 12.50  8.15 999 1015.9  12.2  11.6 999.0 99.0 99.00
2002 01 01 16 145  8.4 10.2  2.15 20.00  7.58 999 1015.7  12.2  11.6 999.0 99.0 99.00
2002 01 01 17 143  9.1 10.6  2.28 20.00  7.57 999 1016.3  12.1  11.6 999.0 99.0 99.00
2002 01 01 18 141 10.0 12.9  2.49 20.00  7.93 999 1016.6  12.2  11.6 999.0 99.0 99.00
2002 01 01 19 141 10.4 13.0  2.47 12.50  6.98 999 1016.4  12.4  11.6 999.0 99.0 99.00
2002 01 01 20 150 10.2 12.3  2.60 20.00  7.23 999 1016.2  12.5  11.5 999.0 99.0 99.00
2002 01 01 21 149  9.0 10.6  2.57 20.00  7.05 999 1015.7  12.4  11.5 999.0 99.0 99.00
2002 01 01 22 148  8.9 10.5  2.43 20.00  6.68 999 1015.1  12.4  11.5 999.0 99.0 99.00
2002 01 01 23 149 10.5 13.3  2.69 11.11  6.88 999 1014.4  12.5  11.5 999.0 99.0 99.00
2002 01 02 00 145 10.5 12.4  2.66 16.67  6.44 999 1014.4  12.6  11.5 999.0 99.0 99.00
2002 01 02 01 146 10.5 12.7  2.71 16.67  6.55 999 1014.4  12.6  11.5 999.0 99.0 99.00
2002 01 02 02 153 11.3 13.6  2.75 16.67  6.61 999 1013.9  12.6  11.5 999.0 99.0 99.00
2002 01 02 03 155 11.9 13.9  2.83 16.67  6.49 999 1013.6  13.0  11.5 999.0 99.0 99.00
2002 01 02 04 151 12.2 15.3  2.96 16.67  6.53 999 1013.5  13.1  11.5 999.0 99.0 99.00
2002 01 02 05 152 12.7 15.8  2.93 11.11  6.40 999 1013.0  13.1  11.5 999.0 99.0 99.00
2002 01 02 06 158 11.9 14.3  3.36 16.67  6.80 999 1013.3  13.2  11.5 999.0 99.0 99.00
2002 01 02 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2002 01 02 08 162 12.3 16.3  3.51 11.11  7.23 999 1013.1  12.7  11.5 999.0 99.0 99.00
2002 01 02 09 156 14.0 17.2  3.35 12.50  6.83 999 1012.4  12.7  11.5 999.0 99.0 99.00
2002 01 02 10 157 13.4 16.8  4.23 12.50  7.63 999 1012.4  12.8  11.5 999.0 99.0 99.00
2002 01 02 11 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2002 01 02 12 162 11.5 13.8  4.46 12.50  7.51 999 1013.2  12.6  11.5 999.0 99.0 99.00
2002 01 02 13 168 10.6 12.9  4.00 12.50  7.25 999 1013.4  12.6  11.6 999.0 99.0 99.00
2002 01 02 14 170  9.1 12.1  3.78 12.50  7.32 999 1013.6  12.6  11.6 999.0 99.0 99.00
2002 01 02 15 164  9.5 11.1  3.36 12.50  7.20 999 1013.9  12.6  11.7 999.0 99.0 99.00
2002 01 02 16 159  9.8 11.7  3.47 12.50  7.26 999 1014.3  12.5  11.7 999.0 99.0 99.00
2002 01 02 17 164  9.5 11.6  3.39 11.11  7.21 999 1015.0  12.5  11.7 999.0 99.0 99.00
2002 01 02 18 173  8.1  9.6  3.11 12.50  7.46 999 1015.6  12.5  11.7 999.0 99.0 99.00
2002 01 02 19 173  6.9  8.2  3.00 12.50  7.36 999 1015.8  12.4  11.7 999.0 99.0 99.00
2002 01 02 20 178  5.5  6.4  3.32 12.50  7.98 999 1015.5  12.3  11.7 999.0 99.0 99.00
2002 01 02 21 205  4.0  5.5  3.19 12.50  8.39 999 1014.9  12.3  11.7 999.0 99.0 99.00
2002 01 02 22 264  3.6  4.7  3.39 12.50  8.74 999 1015.0  12.2  11.8 999.0 99.0 99.00
2002 01 02 23 300  4.7  6.4  3.13 14.29  8.42 999 1015.0  12.0  11.8 999.0 99.0 99.00
2002 01 03 00 316  3.7  4.8  3.17 12.50  8.82 999 1015.4  11.9  11.8 999.0 99.0 99.00
2002 01 03 01 316  4.5  5.9  3.63 12.50  9.60 999 1016.2  11.5  11.8 999.0 99.0 99.00
2002 01 03 02 318  5.5  7.0  4.14 12.50 10.23 999 1016.8  11.3  11.8 999.0 99.0 99.00
2002 01 03 03 349  3.1  4.2  3.71 12.50  9.65 999 1017.6  11.3  11.8 999.0 99.0 99.00
2002 01 03 04   2  2.0  3.2  3.64 14.29  9.37 999 1018.3  11.1  11.8 999.0 99.0 99.00
2002 01 03 05 308  1.4  2.7  3.88 12.50  9.70 999 1019.1  11.3  11.7 999.0 99.0 99.00
2002 01 03 06 318  3.1  4.2  4.13 12.50  9.77 999 1020.0  11.5  11.7 999.0 99.0 99.00
2002 01 03 07 311  3.1  4.7  3.98 12.50  9.74 999 1020.7  11.6  11.7 999.0 99.0 99.00
2002 01 03 08 316  4.4  5.4  3.21 12.50  8.69 999 1020.9  11.6  11.7 999.0 99.0 99.00
2002 01 03 09 304  5.0  6.5 99.00 99.00 99.00 999 1021.1  11.8  11.7 999.0 99.0 99.00
2002 01 03 10 303  4.7  6.5  3.46 12.50  9.06 999 1021.6  11.8  11.7 999.0 99.0 99.00
2002 01 03 11 329  3.6  5.3  3.05 12.50  8.42 999 1022.4  11.7  11.7 999.0 99.0 99.00
2002 01 03 12 356  3.4  4.7  3.08 12.50  8.83 999 1022.2  11.3  11.7 999.0 99.0 99.00
2002 01 03 13 307  4.0  5.2  3.32 12.50  9.10 999 1022.4  11.0  11.7 999.0 99.0 99.00
2002 01 03 14 290  4.1  5.4  2.96 12.50  8.82 999 1022.7  11.3  11.7 999.0 99.0 99.00
2002 01 03 15 319  4.1  5.2  2.90 12.50  9.13 999 1023.0  11.4  11.7 999.0 99.0 99.00
2002 01 03 16   8  2.2  3.5  3.04 12.50  9.04 999 1023.9  10.7  11.7 999.0 99.0 99.00
2002 01 03 17 335  4.8  6.4  3.07 12.50  9.72 999 1024.2  11.2  11.7 999.0 99.0 99.00
2002 01 03 18 322  4.9  6.3  2.81 12.50  9.13 999 1025.2  11.2  11.7 999.0 99.0 99.00
2002 01 03 19 312  5.6  6.8  2.96 12.50  9.58 999 1025.7  10.7  11.7 999.0 99.0 99.00
2002 01 03 20 323  5.6  7.1  3.04 12.50  9.71 999 1025.2   9.8  11.8 999.0 99.0 99.00
2002 01 03 21 317  5.7  6.8  3.27 14.29 10.07 999 1024.8   9.7  11.8 999.0 99.0 99.00
2002 01 03 22 311  6.3  7.9  3.72 12.50 10.57 999 1024.9  11.1  11.8 999.0 99.0 99.00
2002 01 03 23 309  5.6  7.1  3.30 14.29 10.23 999 1025.0  11.5  11.8 999.0 99.0 99.00
2002 01 04 00 328  4.3  5.6  3.42 12.50 10.05 999 1025.1  11.6  11.8 999.0 99.0 99.00
2002 01 04 01 320  4.2  5.3  3.09 12.50  9.93 999 1025.3  11.5  11.8 999.0 99.0 99.00
2002 01 04 02 338  3.4  4.6  3.13 11.11  9.63 999 1025.7  11.6  11.8 999.0 99.0 99.00
2002 01 04 03 345  3.2  4.2  3.16 12.50  9.62 999 1025.7  11.6  11.8 999.0 99.0 99.00
2002 01 04 04 317  3.9  5.0  3.34 12.50  9.56 999 1025.9  11.5  11.8 999.0 99.0 99.00
2002 01 04 05 330  4.8  5.7  3.05 12.50  9.36 999 1026.3  11.5  11.8 999.0 99.0 99.00
2002 01 04 06   4  2.1  2.9  3.11 12.50  9.13 999 1026.0  11.3  11.7 999.0 99.0 99.00
2002 01 04 07  64  2.9  4.5  3.00 12.50  9.44 999 1025.6  10.9  11.7 999.0 99.0 99.00
2002 01 04 08 101  2.2  4.1  2.82 12.50  9.36 999 1025.4  11.1  11.6 999.0 99.0 99.00
2002 01 04 09  99  2.7  4.3  2.48 12.50  9.07 999 1025.0  11.0  11.7 999.0 99.0 99.00
2002 01 04 10  90  1.9  3.3  2.59 12.50  9.18 999 1024.5  11.0  11.7 999.0 99.0 99.00
2002 01 04 11  98  3.4  5.0  2.40 12.50  9.08 999 1024.1  11.0  11.7 999.0 99.0 99.00
2002 01 04 12  86  4.0  5.5  2.43 12.50  9.28 999 1023.7  10.9  11.7 999.0 99.0 99.00
2002 01 04 13 108  3.2  4.8  2.16 12.50  9.08 999 1023.5  10.7  11.7 999.0 99.0 99.00
2002 01 04 14  74  4.1  5.4  1.88 12.50  8.73 999 1024.0  10.9  11.7 999.0 99.0 99.00
2002 01 04 15  81  5.3  7.3  2.12 11.11  8.89 999 1024.5  10.9  11.7 999.0 99.0 99.00
2002 01 04 16  66  4.4  5.9  2.42 11.11  9.50 999 1024.7  11.0  11.7 999.0 99.0 99.00
2002 01 04 17  96  6.7  8.4  1.97 11.11  8.97 999 1024.9  10.9  11.7 999.0 99.0 99.00
2002 01 04 18  97  8.1 10.1  2.13 11.11  8.05 999 1024.8  11.0  11.7 999.0 99.0 99.00
