YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2003 01 01 00 156  3.7  4.8  1.07  7.69  5.76 145 1018.9  14.1  13.3  12.0 99.0 99.00
2003 01 01 01 180  4.3  5.3  1.13  7.14  5.98 153 1018.8  14.5  13.3  12.9 99.0 99.00
2003 01 01 02 188  4.8  5.7  1.26  7.14  6.25 157 1018.7  14.1  13.3  12.9 99.0 99.00
2003 01 01 03 180  3.8  4.6  1.27  7.69  6.07 154 1018.8  13.7  13.3  12.7 99.0 99.00
2003 01 01 04 180  7.2  9.2  1.64  7.69  6.35 344 1017.7  14.8  12.9  12.9 99.0 99.00
2003 01 01 05 180  6.3  7.8  2.03 20.00  6.84 162 1017.2  14.9  12.6  13.2 99.0 99.00
2003 01 01 06 183  7.1  8.1  1.86  7.14  6.00 172 1016.5  14.9  12.6  12.9 99.0 99.00
2003 01 01 07 177  7.4  8.4  1.84  7.69  5.87 162 1016.4  15.6  12.6  13.5 99.0 99.00
2003 01 01 08 161  6.0  6.8  1.96  7.69  5.89 172 1015.8  14.9  12.7  13.2 99.0 99.00
2003 01 01 09 160  5.7  6.5  1.82  7.69  5.85 165 1014.9  14.9  12.8  13.5 99.0 99.00
2003 01 01 10 154  5.1  5.9  1.82  7.69  5.85 160 1014.3  15.2  12.9  13.8 99.0 99.00
2003 01 01 11 149  5.3  6.2  1.91  7.69  6.05 157 1014.0  15.2  12.9  13.8 99.0 99.00
2003 01 01 12 145  5.4  6.4  1.84  7.69  5.88 164 1013.3  15.2  12.9  13.8 99.0 99.00
2003 01 01 13 142  6.0  6.9  1.92  7.14  5.93 167 1012.7  15.1  13.3  14.0 99.0 99.00
2003 01 01 14 144  7.0  7.9  1.99  7.69  6.08 158 1012.4  15.6  12.9  14.1 99.0 99.00
2003 01 01 15 148  7.4  9.2  1.87  7.69  5.84 158 1011.5  15.8  12.9  14.2 99.0 99.00
2003 01 01 16 149  8.2  9.7  1.97  7.69  5.74 167 1010.0  15.9  12.8  14.3 99.0 99.00
2003 01 01 17 156  4.8  6.5  2.30  8.33  6.07 157 1007.9  15.9  12.8  14.4 99.0 99.00
2003 01 01 18 151  4.4  5.8  2.39  7.69  6.22 155 1005.8  15.6  12.8  14.8 99.0 99.00
2003 01 01 19 180  2.9  4.1  2.41  8.33  6.38 160 1004.8  15.0  12.8  14.5 99.0 99.00
2003 01 01 20 248  2.5  3.8  2.51  9.09  6.57 161 1002.7  14.0  12.8  13.7 99.0 99.00
2003 01 01 21 120  2.8  4.0  3.01 10.00  7.11 147 1003.0  13.5  12.8  13.2 99.0 99.00
2003 01 01 22 160  3.3  5.1  3.55 10.00  7.54 152 1002.4  13.5  12.8  13.3 99.0 99.00
2003 01 01 23 176  8.7 10.2  3.68 10.00  7.75 152 1002.2  14.0  12.7  13.0 99.0 99.00
2003 01 02 00 194  9.8 11.6  3.37 10.00  7.19 155 1002.2  14.1  12.6  12.9 99.0 99.00
2003 01 02 01 204 10.9 13.7  3.20 10.00  6.91 149 1002.3  13.3  12.5  12.0 99.0 99.00
2003 01 02 02 218 10.4 12.7  3.45 11.11  6.98 147 1002.8  12.8  12.5  11.4 99.0 99.00
2003 01 02 03 212 10.7 12.7  3.10 10.00  6.61 143 1003.3  13.1  12.5  11.4 99.0 99.00
2003 01 02 04 218 10.7 13.4  3.05 10.00  6.82 149 1003.3  12.9  12.5  11.3 99.0 99.00
2003 01 02 05 213 10.5 12.5  3.36 11.11  7.16 148 1003.3  12.6  12.2  11.3 99.0 99.00
2003 01 02 06 220 11.0 13.1  2.91 10.00  6.78 145 1003.8  12.6  12.2  11.0 99.0 99.00
2003 01 02 07 232  9.6 11.7  3.11 11.11  7.08 143 1005.0  12.2  12.2  10.5 99.0 99.00
2003 01 02 08 235  9.1 10.7  3.02 11.11  7.28 145 1005.9  11.8  12.5  10.4 99.0 99.00
2003 01 02 09 254  8.5 10.7  2.80 11.11  6.92 149 1006.8  11.7  12.5  10.2 99.0 99.00
2003 01 02 10 314  7.4  9.1  2.50 10.00  6.86 153 1007.7  10.7  12.6   9.0 99.0 99.00
2003 01 02 11 322  8.1 10.0  2.47 10.00  7.02 159 1008.8  10.2  12.6   8.6 99.0 99.00
2003 01 02 12 329  8.0 10.3  2.24 10.00  6.42 155 1010.1   9.4  12.8   7.6 99.0 99.00
2003 01 02 13 328  8.6 10.8  2.26 10.00  6.36 160 1011.3   8.7  12.8   6.6 99.0 99.00
2003 01 02 14 332  7.0  9.3  2.05 10.00  5.99 155 1013.0   8.3  12.6   5.7 99.0 99.00
2003 01 02 15 354  6.1  7.8  2.08 10.00  6.19 152 1013.9   8.6  12.6   6.1 99.0 99.00
2003 01 02 16 357  5.6  7.6  2.03 10.00  6.07 154 1014.3   8.3  12.2   5.7 99.0 99.00
2003 01 02 17 355  4.9  6.6  2.23 10.00  6.56 142 1014.5   8.2  12.1   5.4 99.0 99.00
2003 01 02 18   7  4.1  6.7  2.42 10.00  6.53 152 1014.1   8.3  12.1   5.4 99.0 99.00
