#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 01 02 07 50 326 14.1 17.2  2.27  6.25  4.81 352 1010.2   3.3  12.7 999.0 99.0 99.00
2010 01 02 08 50 334 13.8 18.0  2.93  6.67  5.61 351 1010.3   2.9  12.9 999.0 99.0 99.00
2010 01 02 09 50 326 14.2 18.7  2.94  7.14  5.75 360 1010.2   2.4  13.0 999.0 99.0 99.00
2010 01 02 10 50 320 13.0 16.5  2.81  7.69  5.60 350 1010.6   2.3  12.9 999.0 99.0 99.00
2010 01 02 11 50 321 13.7 17.0  3.19  7.69  6.01 353 1010.4   1.7  12.9 999.0 99.0 99.00
2010 01 02 12 50 324 14.3 17.3  2.99  7.69  5.82 348 1010.4   1.8  12.8 999.0 99.0 99.00
2010 01 02 13 50 329 14.0 17.3  2.96  7.69  5.80 356 1010.9   1.4  12.8 999.0 99.0 99.00
2010 01 02 14 50 317 14.6 18.7  3.14  7.14  5.79 341 1011.0   1.5  12.7 999.0 99.0 99.00
2010 01 02 15 50 314 14.6 18.2  3.01  7.69  5.71 340 1010.6   1.2  12.7 999.0 99.0 99.00
2010 01 02 16 50 309 15.0 18.7  3.48  6.67  5.89 325 1010.1   1.1  12.6 999.0 99.0 99.00
2010 01 02 17 50 311 15.6 18.5  3.78  7.14  6.09 329 1009.5   0.9  12.5 999.0 99.0 99.00
2010 01 02 18 50 310 16.0 19.5  3.59  7.14  5.95 331 1009.4   0.8  12.5 999.0 99.0 99.00
2010 01 02 19 50 308 16.5 20.5  3.64  7.14  5.96 325 1009.6   1.0  12.4 999.0 99.0 99.00
2010 01 02 20 50 310 16.5 19.7  3.73  7.69  6.16 328 1010.1   1.0  12.3 999.0 99.0 99.00
2010 01 02 21 50 314 16.2 19.5  3.80  8.33  6.20 329 1010.4   1.2  12.3 999.0 99.0 99.00
2010 01 02 22 50 306 16.4 20.7  3.96  7.69  6.40 339 1011.1   1.0  12.2 999.0 99.0 99.00
2010 01 02 23 50 312 17.0 22.2  4.25  7.69  6.45 333 1011.8   0.6  12.2 999.0 99.0 99.00
2010 01 03 00 50 309 17.1 21.4  3.85  8.33  6.48 334 1011.9   0.7  12.2 999.0 99.0 99.00
2010 01 03 01 50 317 16.4 20.5  4.10  8.33  6.52 343 1012.1   0.1  12.2 999.0 99.0 99.00
2010 01 03 02 50 313 16.7 19.5  3.86  8.33  6.23 341 1012.2   0.0  12.2 999.0 99.0 99.00
2010 01 03 03 50 314 16.5 21.5  4.36  8.33  6.51 338 1012.3   0.0  12.2 999.0 99.0 99.00
2010 01 03 04 50 314 16.6 21.3  3.73  8.33  6.25 336 1012.2  -0.5  12.2 999.0 99.0 99.00
2010 01 03 05 50 303 16.2 20.1  4.14  8.33  6.52 341 1011.9  -0.6  12.1 999.0 99.0 99.00
2010 01 03 06 50 310 15.7 19.1  3.90  7.69  6.31 329 1012.3  -1.3  12.0 999.0 99.0 99.00
2010 01 03 07 50 306 16.4 19.9  3.70  7.69  6.25 328 1011.8  -1.4  11.9 999.0 99.0 99.00
2010 01 03 08 50 312 15.5 18.6  4.01  7.69  6.44 333 1011.3  -1.1  11.9 999.0 99.0 99.00
2010 01 03 09 50 302 15.5 19.2  3.95  7.69  6.37 333 1010.7  -1.4  11.9 999.0 99.0 99.00
2010 01 03 10 50 305 15.8 20.6  3.77  7.69  6.41 332 1010.8  -1.4  11.9 999.0 99.0 99.00
2010 01 03 11 50 305 16.2 21.2  3.55  8.33  6.26 329 1011.0  -1.3  11.9 999.0 99.0 99.00
2010 01 03 12 50 302 15.8 20.1  3.90  7.69  6.42 329 1011.1  -1.4  12.0 999.0 99.0 99.00
2010 01 03 13 50 298 15.7 19.8  3.94  7.69  6.38 328 1011.0  -1.4  12.0 999.0 99.0 99.00
2010 01 03 14 50 301 15.9 20.5  3.76  7.69  6.45 327 1010.8  -1.6  11.9 999.0 99.0 99.00
2010 01 03 15 50 298 16.0 20.5  3.34  8.33  6.06 335 1010.1  -1.4  11.9 999.0 99.0 99.00
2010 01 03 16 50 293 15.4 18.6  3.73  8.33  6.25 334 1009.2  -0.8  11.8 999.0 99.0 99.00
2010 01 03 17 50 294 15.5 19.1  3.42  7.69  6.03 327 1008.1  -0.5  11.9 999.0 99.0 99.00
2010 01 03 18 50 296 14.7 18.7  3.30  7.14  5.88 314 1007.8   0.6  11.8 999.0 99.0 99.00
2010 01 03 19 50 297 14.7 18.0  3.54  7.69  6.04 319 1008.2   1.2  11.8 999.0 99.0 99.00
2010 01 03 20 50 292 15.3 18.3  3.42  7.14  6.10 316 1008.1   1.7  11.6 999.0 99.0 99.00
2010 01 03 21 50 292 15.6 19.0  3.07  7.14  5.81 310 1008.1   2.1  11.5 999.0 99.0 99.00
2010 01 03 22 50 295 15.4 20.3  3.12  7.14  5.93 312 1008.5   2.8  11.5 999.0 99.0 99.00
2010 01 03 23 50 303 14.9 18.0  3.40  7.69  6.04 311 1009.2   2.8  11.6 999.0 99.0 99.00
2010 01 04 00 50 298 14.6 19.5  3.25  7.14  6.01 299 1009.5   2.9  11.7 999.0 99.0 99.00
2010 01 04 01 50 310 14.7 18.5  3.34  7.69  6.06 309 1009.7   2.4  11.7 999.0 99.0 99.00
2010 01 04 02 50 308 12.7 16.3  3.32  7.14  6.19 305 1010.4   2.1  11.7 999.0 99.0 99.00
2010 01 04 03 50 316 14.2 17.5  3.24  7.69  5.96 339 1010.5   1.3  11.7 999.0 99.0 99.00
2010 01 04 04 50 316 12.6 15.9  3.28  7.14  6.06 319 1010.9   0.7  11.7 999.0 99.0 99.00
2010 01 04 05 50 312 13.5 17.1  2.92  7.69  5.74 332 1010.8   0.2  11.7 999.0 99.0 99.00
2010 01 04 06 50 317 12.5 15.5  2.88  7.69  5.70 335 1011.5   0.2  11.6 999.0 99.0 99.00
2010 01 04 07 50 309 11.9 14.5  2.76  6.67  5.64 323 1011.8   0.0  11.4 999.0 99.0 99.00
2010 01 04 08 50 309 12.1 16.2  2.84  7.69  5.80 348 1011.6  -0.2  11.3 999.0 99.0 99.00
2010 01 04 09 50 310 10.7 14.2  2.76  7.14  5.78 335 1011.7  -0.3  11.3 999.0 99.0 99.00
2010 01 04 10 50 310 11.3 14.4  2.76  7.14  5.76 335 1011.8  -0.2  11.2 999.0 99.0 99.00
2010 01 04 11 50 314 10.9 13.3  2.63  7.14  5.74 344 1012.2   0.0  11.3 999.0 99.0 99.00
2010 01 04 12 50 302 10.9 14.1  2.73  7.14  5.93 328 1012.2  -0.2  11.4 999.0 99.0 99.00
2010 01 04 13 50 303 10.3 13.3  2.43  7.14  5.57 344 1012.6  -0.4  11.4 999.0 99.0 99.00
2010 01 04 14 50 317 10.7 12.9  2.64  6.67  5.68 328 1012.8   0.1  11.5 999.0 99.0 99.00
2010 01 04 15 50 301  9.2 12.5  2.29  6.67  5.49 342 1012.8  -0.2  11.4 999.0 99.0 99.00
2010 01 04 16 50 301  9.8 12.5  2.07  5.88  5.25 302 1011.9   0.0  11.3 999.0 99.0 99.00
2010 01 04 17 50 298 10.2 13.4  2.16  5.88  5.16 314 1011.4   0.3  11.2 999.0 99.0 99.00
2010 01 04 18 50 299 10.9 12.9  2.17  5.26  5.06 309 1011.1   0.5  11.0 999.0 99.0 99.00
2010 01 04 19 50 303 10.0 12.2  2.06  5.88  4.94 322 1011.2   0.9  10.8 999.0 99.0 99.00
2010 01 04 23 50 300 10.6 13.1  1.88  6.67  4.82   3 1012.3   2.9  10.3 999.0 99.0 99.00
2010 01 05 00 50 298  9.4 12.4  1.83  5.88  5.02 312 1012.6   3.0  10.4 999.0 99.0 99.00
2010 01 05 01 50 297  9.8 14.6  1.88  6.67  5.22 359 1012.5   3.3  10.5 999.0 99.0 99.00
2010 01 05 02 50 303  9.8 11.7  1.97  5.88  5.15 327 1012.3   3.0  10.6 999.0 99.0 99.00
2010 01 05 03 50 312  9.4 12.5  1.84  6.25  4.97 345 1012.3   2.8  10.7 999.0 99.0 99.00
2010 01 05 04 50 318  9.1 12.0  1.79  5.88  4.93 345 1012.3   2.4  10.7 999.0 99.0 99.00
2010 01 05 05 50 304  9.5 12.5  1.71  6.67  4.81 357 1012.0   1.9  10.6 999.0 99.0 99.00
2010 01 05 06 50 318  9.6 11.6  1.84  6.67  4.91   5 1012.2   1.3  10.5 999.0 99.0 99.00
2010 01 05 07 50 319  9.5 12.0  1.65  5.88  4.65 345 1012.4   1.0  10.4 999.0 99.0 99.00
2010 01 05 08 50 311  9.0 11.1  1.81  6.25  4.79 346 1012.4   1.0  10.3 999.0 99.0 99.00
2010 01 05 09 50 308  8.6 11.5  1.44  5.88  4.49 342 1012.4   0.9  10.3 999.0 99.0 99.00
2010 01 05 10 50 317  9.1 11.8  1.64  5.56  4.75 327 1012.3   1.0  10.4 999.0 99.0 99.00
2010 01 05 11 50 309  9.5 12.6  1.72  5.88  4.94 333 1012.5   1.1  10.8 999.0 99.0 99.00
2010 01 05 12 50 307  9.9 12.4  1.83  6.25  5.03 330 1012.6   1.2  11.3 999.0 99.0 99.00
2010 01 05 13 50 308 10.8 13.9  1.72  5.88  4.94 330 1012.8   1.1  11.7 999.0 99.0 99.00
2010 01 05 14 50 301 11.6 14.8  2.11  6.25  5.32 323 1013.0   1.0  11.7 999.0 99.0 99.00
2010 01 05 15 50 305 11.6 14.0  2.40  6.25  5.32 322 1012.6   1.1  11.7 999.0 99.0 99.00
2010 01 05 16 50 304 12.2 14.1  2.21  6.25  5.14 313 1011.5   1.0  11.8 999.0 99.0 99.00
2010 01 05 17 50 301 11.7 14.7  2.08  6.25  4.91 308 1010.8   1.0  11.8 999.0 99.0 99.00
2010 01 05 18 50 303 11.4 15.9  1.95  5.88  4.71 306 1010.5   0.8  11.8 999.0 99.0 99.00
2010 01 05 19 50 300 10.6 14.0  1.84  5.88  4.59 318 1010.7   0.9  11.4 999.0 99.0 99.00
2010 01 05 20 50 300 10.6 14.5  1.72  5.56  4.49 307 1010.8   1.4  11.3 999.0 99.0 99.00
2010 01 05 21 50 301 10.5 13.0  1.63  5.56  4.44 314 1011.1   2.1  11.2 999.0 99.0 99.00
2010 01 05 22 50 301 10.7 13.6  1.70  5.56  4.52 317 1011.5   2.5  11.4 999.0 99.0 99.00
2010 01 05 23 50 303 11.4 13.5  1.82  5.88  4.67 314 1011.9   3.0  11.7 999.0 99.0 99.00
2010 01 06 00 50 300 11.3 14.4  1.72  5.88  4.72 318 1012.1   3.5  11.8 999.0 99.0 99.00
2010 01 06 01 50 294 10.7 14.9  1.94  5.88  4.89 316 1012.1   3.5  11.9 999.0 99.0 99.00
2010 01 06 02 50 300 11.1 14.1  1.75  5.88  4.97 314 1011.9   3.8  12.1 999.0 99.0 99.00
2010 01 06 03 50 294 11.6 14.5  2.06  6.25  5.18 314 1011.9   3.7  12.0 999.0 99.0 99.00
2010 01 06 04 50 294 10.3 12.6  2.00  6.25  4.91 315 1011.8   3.4  12.0 999.0 99.0 99.00
2010 01 06 05 50 306 11.8 16.4  1.87  5.88  4.67 316 1011.5   2.7  12.0 999.0 99.0 99.00
2010 01 06 06 50 312 12.8 15.5  1.91  5.88  4.72 313 1011.5   2.3  12.0 999.0 99.0 99.00
2010 01 06 07 50 311 12.1 15.3  2.22  5.88  5.07 323 1012.0   2.2  12.1 999.0 99.0 99.00
2010 01 06 08 50 313 11.2 13.8  2.32  5.88  5.01 316 1011.9   1.8  12.2 999.0 99.0 99.00
2010 01 06 09 50 306 10.4 12.6  2.38  6.25  5.03 325 1012.0   1.6  12.3 999.0 99.0 99.00
2010 01 06 10 50 307 10.4 12.9  1.95  6.25  4.94 332 1012.1   2.0  12.4 999.0 99.0 99.00
2010 01 06 11 50 309 10.0 13.3  1.93  6.25  4.93 330 1012.9   1.8  12.5 999.0 99.0 99.00
2010 01 06 12 50 304 10.7 14.8  1.93  5.88  4.89 318 1013.1   1.8  12.5 999.0 99.0 99.00
2010 01 06 13 50 300 11.1 14.3  2.09  5.88  5.15 326 1013.3   1.8  12.4 999.0 99.0 99.00
2010 01 06 14 50 309 11.3 13.5  2.31  6.25  5.20 322 1013.5   2.0  12.6 999.0 99.0 99.00
2010 01 06 15 50 302 11.9 14.6  2.36  6.25  5.32 319 1013.3   2.3  12.6 999.0 99.0 99.00
2010 01 06 16 50 310 11.6 14.0  2.10  6.67  4.98 327 1012.5   2.3  12.6 999.0 99.0 99.00
2010 01 06 17 50 304 11.6 14.8  2.17  5.88  5.00 311 1011.8   2.4  12.6 999.0 99.0 99.00
2010 01 06 18 50 313 12.0 14.9  2.19  5.88  4.87 318 1011.6   2.8  12.7 999.0 99.0 99.00
2010 01 06 19 50 318 12.7 15.8  2.12  5.88  4.77 311 1012.0   2.9  12.6 999.0 99.0 99.00
2010 01 06 20 50 302 10.5 13.8  2.24  5.88  4.84 317 1012.6   3.1  12.5 999.0 99.0 99.00
2010 01 06 21 50 299 10.5 12.5  2.10  5.88  4.90 318 1012.8   4.0  12.4 999.0 99.0 99.00
2010 01 06 22 50 300 11.2 13.5  1.93  6.25  4.68 331 1013.2   4.7  12.5 999.0 99.0 99.00
2010 01 06 23 50 300 11.6 14.2  1.83  5.56  4.61 316 1013.6   5.4  12.5 999.0 99.0 99.00
2010 01 07 00 50 318 10.8 12.9  1.78  5.56  4.70 314 1014.0   5.2  12.5 999.0 99.0 99.00
2010 01 07 01 50 319 10.0 12.8  1.74  5.56  4.86 324 1014.4   4.9  12.6 999.0 99.0 99.00
2010 01 07 02 50 317 11.2 13.2  1.90  6.25  4.94 343 1015.1   4.8  12.7 999.0 99.0 99.00
2010 01 07 03 50 317 12.3 14.8  2.21  6.25  5.08 339 1015.5   4.2  12.7 999.0 99.0 99.00
2010 01 07 04 50 317 11.8 14.3  2.47  6.67  5.29 335 1015.6   3.7  12.7 999.0 99.0 99.00
2010 01 07 05 50 316 10.7 13.6  2.16  6.67  5.00 345 1015.3   3.5  12.8 999.0 99.0 99.00
2010 01 07 06 50 318 11.1 13.8  2.12  6.67  5.06 345 1016.0   3.0  12.7 999.0 99.0 99.00
2010 01 07 07 50 315 10.5 12.7  2.13  6.25  5.14 341 1016.5   2.7  12.7 999.0 99.0 99.00
2010 01 07 08 50 322 10.0 12.1  1.98  5.88  4.84 336 1016.3   2.4  12.5 999.0 99.0 99.00
2010 01 07 09 50 318 10.1 13.1  1.95  6.25  4.96 338 1016.8   2.2  12.2 999.0 99.0 99.00
2010 01 07 10 50 318  9.5 11.5  1.77  6.25  4.61 348 1016.8   2.2  11.7 999.0 99.0 99.00
2010 01 07 11 50 321  9.2 11.3  1.72  5.88  4.65 333 1017.5   2.1  11.0 999.0 99.0 99.00
2010 01 07 12 50 316  8.8 11.7  1.82  5.88  4.85 331 1018.3   2.1  10.7 999.0 99.0 99.00
2010 01 07 13 50 322  8.3 10.3  1.88  6.67  5.08   4 1019.1   2.0  10.8 999.0 99.0 99.00
2010 01 07 14 50 323  7.8 10.1  1.73  6.25  4.91 349 1018.9   2.3  11.2 999.0 99.0 99.00
2010 01 07 15 50 314  6.9  8.3  1.56  5.56  5.03 326 1019.0   2.4  11.6 999.0 99.0 99.00
2010 01 07 16 50 299  7.0  8.8  1.52  5.88  4.97 328 1018.8   2.3  12.0 999.0 99.0 99.00
2010 01 07 17 50 298  7.3  8.9  1.62  5.56  4.88 332 1018.1   2.3  12.1 999.0 99.0 99.00
2010 01 07 18 50 287  5.2  7.1  1.56  5.56  4.99 355 1017.4   2.4  12.2 999.0 99.0 99.00
2010 01 07 19 50 285  6.4  8.6  1.40  6.25  4.75  18 1017.0   2.7  12.1 999.0 99.0 99.00
2010 01 07 20 50 281  6.4  8.4  1.22  5.88  4.45  16 1017.4   3.0  12.0 999.0 99.0 99.00
2010 01 07 21 50 262  6.1  8.0  1.18  6.67  4.50  25 1017.4   3.2  11.5 999.0 99.0 99.00
2010 01 07 22 50 246  5.7  7.7  1.13  6.25  4.57  27 1017.3   3.4  11.2 999.0 99.0 99.00
2010 01 07 23 50 248  8.0  9.9  1.04  5.88  4.35  17 1017.4   4.7  10.7 999.0 99.0 99.00
2010 01 08 00 50 233  5.7  7.5  1.06  7.14  4.28  41 1016.9   4.4  10.4 999.0 99.0 99.00
2010 01 08 01 50 250  6.6  8.6  0.97  7.69  4.33  47 1016.8   4.7  10.3 999.0 99.0 99.00
2010 01 08 02 50 249  5.9  7.2  0.93  7.14  4.27  40 1016.3   5.0  10.4 999.0 99.0 99.00
2010 01 08 03 50 247  6.5  8.4  0.89  6.67  4.38  38 1015.7   5.4  10.7 999.0 99.0 99.00
2010 01 08 04 50 246  7.5  8.8  0.90  3.85  4.00 255 1015.3   5.8  10.9 999.0 99.0 99.00
2010 01 08 05 50 254  7.8  9.3 99.00 99.00 99.00 999 1014.2   6.3  11.8 999.0 99.0 99.00
2010 01 08 06 50 230 11.0 13.3  1.02  3.70  3.91 227 1013.7   6.8  11.9 999.0 99.0 99.00
2010 01 08 07 50 241 10.4 12.1  1.27  4.35  3.85 208 1013.3   5.6  11.8 999.0 99.0 99.00
2010 01 08 08 50 230  9.9 12.2  1.22  4.35  3.82 211 1012.4   5.4  11.5 999.0 99.0 99.00
2010 01 08 09 50 239 10.6 13.6  1.37  5.00  4.04 208 1011.3   5.7  11.3 999.0 99.0 99.00
2010 01 08 10 50 237 14.5 17.3  1.47  5.00  4.09 212 1010.3   6.6  10.9 999.0 99.0 99.00
2010 01 08 11 50 242 14.2 16.0  2.00  5.26  4.59 220 1010.4   6.0  10.7 999.0 99.0 99.00
2010 01 08 12 50 259 12.4 14.5  2.08  5.56  4.73 230 1010.1   5.8  10.4 999.0 99.0 99.00
2010 01 08 13 50 264 11.7 14.2  2.02  5.88  4.76 222 1010.6   5.5  10.3 999.0 99.0 99.00
2010 01 08 14 50 274 10.9 13.4  1.86  5.88  4.62 217 1011.0   5.3  10.3 999.0 99.0 99.00
2010 01 08 15 50 285 10.2 12.0  1.68  5.88  4.57 206 1011.0   4.9  10.2 999.0 99.0 99.00
2010 01 08 16 50 300 11.1 14.0  1.61  5.56  4.39 216 1010.2   4.8  10.2 999.0 99.0 99.00
2010 01 08 17 50 298 11.9 14.2  1.65  5.26  4.30 253 1010.0   4.3  10.3 999.0 99.0 99.00
2010 01 08 18 50 302 11.8 15.1  1.66  5.26  4.41 286 1010.1   4.0  10.2 999.0 99.0 99.00
2010 01 08 19 50 303 11.6 13.7  1.81  5.26  4.46 285 1010.7   4.0  10.2 999.0 99.0 99.00
2010 01 08 20 50 326 12.7 15.3  1.77  5.56  4.55 297 1011.9   2.0  10.2 999.0 99.0 99.00
2010 01 08 21 50 321 11.2 13.8  1.96  5.56  4.62 294 1013.1   1.3  10.1 999.0 99.0 99.00
2010 01 08 22 50 313 12.6 15.3  2.21  6.25  4.73 301 1013.8   1.4   9.9 999.0 99.0 99.00
2010 01 08 23 50 319 12.4 16.9  2.23  6.25  4.93 306 1014.4   1.2   9.9 999.0 99.0 99.00
2010 01 09 00 50 315 12.5 14.6  2.16  6.25  5.01 312 1015.2   1.1   9.8 999.0 99.0 99.00
2010 01 09 01 50 317 12.8 15.5  2.24  6.25  4.99 325 1015.4   1.4   9.7 999.0 99.0 99.00
2010 01 09 02 50 316 12.7 16.9  2.40  6.25  5.14 321 1015.7   1.5   9.6 999.0 99.0 99.00
2010 01 09 03 50 318 12.2 15.4  2.54  6.67  5.39 316 1016.3   1.1   9.5 999.0 99.0 99.00
2010 01 09 04 50 326 11.5 14.2  2.36  6.67  5.44 314 1016.4   1.0   9.6 999.0 99.0 99.00
2010 01 09 05 50 327 11.6 14.3  2.39  7.14  5.34 316 1016.6   0.9   9.7 999.0 99.0 99.00
2010 01 09 06 50 325 11.0 13.5  2.47  6.67  5.63 322 1017.2   0.3   9.7 999.0 99.0 99.00
2010 01 09 07 50 329 11.5 14.2  2.51  6.67  5.45 328 1017.5   0.1   9.7 999.0 99.0 99.00
2010 01 09 08 50 325 10.9 14.1  2.43  7.14  5.40 334 1017.7   0.0   9.7 999.0 99.0 99.00
2010 01 09 09 50 331 10.9 13.7  2.48  7.14  5.40 340 1018.0   0.2   9.6 999.0 99.0 99.00
2010 01 09 10 50 332 10.3 13.0  2.24  7.14  5.18 344 1018.9   0.4   9.5 999.0 99.0 99.00
2010 01 09 11 50 331  9.9 12.7  2.18  6.67  5.08 339 1019.8   0.0   9.4 999.0 99.0 99.00
2010 01 09 12 50 341 10.1 14.1  2.27  6.67  5.32 349 1020.0   0.1   9.5 999.0 99.0 99.00
2010 01 09 13 50 337 10.3 12.9  2.20  6.67  5.17   2 1020.3   0.4   9.5 999.0 99.0 99.00
2010 01 09 14 50 345  9.0 11.4  1.98  7.14  5.05 352 1021.1   0.3   9.6 999.0 99.0 99.00
2010 01 09 15 50 337  9.1 11.8  1.97  6.67  5.12   4 1021.2   0.4   9.7 999.0 99.0 99.00
2010 01 09 16 50 338  8.5 11.2  1.97  7.14  5.15  12 1020.7   0.3   9.8 999.0 99.0 99.00
2010 01 09 17 50 338  8.1 10.8  1.75  6.67  4.96   6 1020.2   0.3  10.0 999.0 99.0 99.00
2010 01 09 18 50 338  7.4  9.2  1.64  6.25  4.68   7 1020.1   0.5  10.3 999.0 99.0 99.00
2010 01 09 19 50 313  6.9  9.7  1.47  6.67  4.63   7 1020.4   0.5  10.3 999.0 99.0 99.00
2010 01 09 20 50 326  7.1  9.5  1.44  6.25  4.68   2 1020.4   0.7  10.3 999.0 99.0 99.00
2010 01 09 21 50 324  7.7  9.4  1.37  6.25  4.47   2 1020.5   0.8  10.2 999.0 99.0 99.00
2010 01 09 22 50 339  8.4 11.4  1.40  6.67  4.36  19 1021.0   1.2  10.0 999.0 99.0 99.00
2010 01 09 23 50 333  8.9 11.6  1.34  5.56  4.30 359 1021.6   1.6   9.5 999.0 99.0 99.00
2010 01 10 00 50 336  9.5 11.5  1.45  5.26  4.37 348 1022.0   2.0   9.4 999.0 99.0 99.00
2010 01 10 01 50 347  9.1 11.2  1.42  5.00  4.41 333 1022.1   2.0   9.6 999.0 99.0 99.00
2010 01 10 02 50 348  9.0 11.0  1.35  5.00  4.36 334 1022.6   1.6   9.9 999.0 99.0 99.00
2010 01 10 03 50 353  9.6 11.4  1.36  6.67  4.44  23 1022.3   1.8   9.9 999.0 99.0 99.00
2010 01 10 04 50 356  8.9 12.2  1.56  6.25  4.60  16 1022.2   1.9   9.7 999.0 99.0 99.00
2010 01 10 05 50 349  8.6 11.0  1.66  5.88  4.68   5 1022.1   1.7   9.7 999.0 99.0 99.00
2010 01 10 06 50 349  8.4 10.3  1.64  6.67  4.82  18 1022.2   1.7   9.9 999.0 99.0 99.00
2010 01 10 07 50 353  8.8 10.7  1.61  6.67  4.73  22 1022.5   1.7  10.9 999.0 99.0 99.00
2010 01 10 08 50 344  9.2 11.5  1.47  6.25  4.64  12 1022.4   1.5  11.3 999.0 99.0 99.00
2010 01 10 09 50 343  9.6 12.5  1.61  6.25  4.55  21 1022.4   1.1  11.5 999.0 99.0 99.00
2010 01 10 10 50 345  9.3 12.4  1.71  5.88  4.68 353 1022.9   0.9  11.0 999.0 99.0 99.00
2010 01 10 11 50 349 10.0 12.9  1.65  5.88  4.52   8 1023.5   0.8  11.0 999.0 99.0 99.00
2010 01 10 12 50 350 10.4 13.0  1.87  5.88  4.67 359 1024.0   0.5  11.4 999.0 99.0 99.00
2010 01 10 13 50 357 10.5 13.4  1.76  5.56  4.57   3 1024.6   0.5  10.5 999.0 99.0 99.00
2010 01 10 14 50 358  9.6 12.0  1.90  5.88  4.58   9 1025.6   0.8  10.5 999.0 99.0 99.00
2010 01 10 15 50   4 10.1 12.4  1.92  6.25  4.70  12 1025.8   0.4  10.5 999.0 99.0 99.00
