YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
98 04 14 00 197  2.3  3.5  2.89 12.50  9.83  89 1021.6   9.1   8.6 999.0 99.0
98 04 14 01 194  2.4  3.3  2.96 12.50  9.93  86 1022.0   9.1   8.3 999.0 99.0
98 04 14 02 193  2.7  4.8  2.95 12.50  9.86  88 1021.9   9.4   8.5 999.0 99.0
98 04 14 03 206  3.8  5.6  2.73 10.00  9.44  72 1021.5   9.5   8.3 999.0 99.0
98 04 14 04 197  3.2  4.8  2.57 14.29  9.54  85 1021.0   9.7   8.3 999.0 99.0
98 04 14 05 215  4.6  7.3  2.74 14.29  9.77  73 1020.8   9.8   8.2 999.0 99.0
98 04 14 06 199  4.0  5.9  2.74 11.11  9.68  71 1020.1   9.8   8.2 999.0 99.0
98 04 14 07 197  4.2  6.2  2.60 12.50  9.47  71 1019.7   9.8   8.2 999.0 99.0
98 04 14 08 194  4.2  5.9  2.73 12.50  9.33  70 1019.3   9.7   8.2 999.0 99.0
98 04 14 09 206  4.0  5.3  2.58 12.50  9.26  66 1019.1   9.5   8.3 999.0 99.0
98 04 14 10 208  4.4  5.7  2.66 12.50  9.35  66 1019.0   9.8   8.3 999.0 99.0
98 04 14 11 203  3.9  5.1  2.90 12.50  9.22  76 1018.9   9.8   8.3 999.0 99.0
98 04 14 12 193  4.9  6.7  2.38 12.50  8.75  71 1018.3  10.2   8.6 999.0 99.0
98 04 14 13 195  5.2  6.6  2.33 12.50  8.87  68 1017.9  10.5   8.3 999.0 99.0
98 04 14 14 190  5.4  7.1  2.42 12.50  8.99  77 1017.4  10.3   8.2 999.0 99.0
98 04 14 15 186  5.7  7.1  2.10 12.50  8.14  63 1017.0  10.5   8.6 999.0 99.0
98 04 14 16 190  6.7  7.7  2.10 12.50  8.60  70 1016.3  11.0   8.3 999.0 99.0
98 04 14 17 188  6.6  8.1  2.31 12.50  8.46  68 1015.4  11.0   8.6 999.0 99.0
98 04 14 18 194  6.9  8.6  2.71 12.50  8.82  68 1014.9  11.4   8.6 999.0 99.0
98 04 14 19 195  6.4  7.5  2.36 12.50  7.98  67 1014.8  10.9   8.6 999.0 99.0
98 04 14 20 193  5.3  7.2  2.38 12.50  8.48  64 1014.0  10.6   8.6 999.0 99.0
98 04 14 21 203  3.8  5.1  2.64 12.50  8.78  67 1013.6  10.5   8.7 999.0 99.0
98 04 14 22 166  2.6  3.3  2.61 12.50  9.07  65 1012.6  10.3   8.7 999.0 99.0
98 04 14 23 165  3.8  4.6  2.91 12.50  9.43  81 1011.9  10.2   8.6 999.0 99.0
98 04 15 00 173  5.1  6.1  2.81 12.50  9.55  72 1011.5  10.5   8.6 999.0 99.0
98 04 15 01 183  5.4  6.5  2.30 12.50  8.64  69 1011.2  10.3   8.6 999.0 99.0
