YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 01 01 00 00 155  2.9  3.2  0.54 10.00  5.71 113 9999.0  12.5  11.4  10.5 99.0 99.00
2005 01 01 01 00 180  3.7  4.1  0.53 10.00  6.04 120 9999.0  13.0  11.4  10.4 99.0 99.00
2005 01 01 02 00 185  4.5  5.0  0.52 11.11  6.18 106 9999.0  13.3  11.4  10.8 99.0 99.00
2005 01 01 03 00 193  3.9  4.3  0.53 10.00  6.32 114 9999.0  12.9  11.4  10.6 99.0 99.00
2005 01 01 04 00 207  5.1  5.7  0.52 10.00  6.34 100 9999.0  12.9  11.4  10.3 99.0 99.00
2005 01 01 05 00 227  5.7  6.6  0.51 10.00  6.08 111 9999.0  12.6  11.4   9.9 99.0 99.00
2005 01 01 06 00 236  6.4  7.4  0.55 10.00  5.74 105 9999.0  11.8  11.4   9.1 99.0 99.00
2005 01 01 07 00 238  4.7  5.5  0.56 11.11  4.69 105 9999.0  11.4  11.4   8.7 99.0 99.00
2005 01 01 08 00 218  4.4  5.2  0.57 10.00  5.07 108 9999.0  11.8  11.4   8.6 99.0 99.00
2005 01 01 09 00 220  5.7  6.6  0.59 11.11  4.99  92 9999.0  11.3  11.3   8.7 99.0 99.00
2005 01 01 10 00 231  5.1  6.0  0.66 11.11  4.76  97 9999.0  11.3  11.3   8.5 99.0 99.00
2005 01 01 11 00 231  5.7  6.9  0.67 10.00  4.99 107 9999.0  11.0  11.0   8.1 99.0 99.00
2005 01 01 12 00 234  5.4  6.3  0.64 11.11  4.52  88 9999.0  11.0  11.0   8.1 99.0 99.00
2005 01 01 13 00 246  5.9  6.6  0.63 10.00  4.62  99 9999.0  10.9  11.3   8.2 99.0 99.00
2005 01 01 14 00 255  4.8  5.8  0.62 10.00  4.64  97 9999.0  11.1  11.3   7.8 99.0 99.00
2005 01 01 15 00 253  5.3  6.0  0.66 11.11  4.34  94 9999.0  10.9  11.3   8.1 99.0 99.00
2005 01 01 16 00 257  4.9  5.7  0.67 11.11  4.95  93 9999.0  10.6  11.4   7.9 99.0 99.00
2005 01 01 17 00 254  4.6  5.5  0.61 10.00  4.87  99 9999.0  10.5  11.4   7.9 99.0 99.00
2005 01 01 18 00 248  3.5  4.1  0.57 10.00  4.93  96 9999.0  10.7  11.4   8.1 99.0 99.00
2005 01 01 19 00 251  2.7  3.3  0.61 11.11  5.40 103 9999.0  10.9  11.4   8.3 99.0 99.00
2005 01 01 20 00 284  2.0  2.4  0.59 11.11  5.85  93 9999.0  11.1  11.4   8.5 99.0 99.00
2005 01 01 21 00 267  1.7  2.0  0.59 11.11  6.27  95 9999.0  11.1  11.3   8.5 99.0 99.00
2005 01 01 22 00 210  1.0  1.8  0.61 10.00  6.72 105 9999.0  10.9  11.3   9.0 99.0 99.00
2005 01 01 23 00 215  1.6  2.1  0.60 11.11  6.50  92 9999.0  10.6  11.0   9.2 99.0 99.00
2005 01 02 00 00 201  1.5  1.9  0.65 11.11  6.87  91 9999.0  10.9  11.0   9.6 99.0 99.00
2005 01 02 01 00 218  1.7  2.0  0.58 10.00  6.88 105 9999.0  10.9  10.9   9.7 99.0 99.00
2005 01 02 02 00 309  1.2  1.5  0.64 10.00  7.36  90 9999.0  10.6  10.9   9.4 99.0 99.00
2005 01 02 03 00 335  0.8  1.2  0.61 10.00  7.27  93 9999.0  10.5  10.9   9.4 99.0 99.00
2005 01 02 04 00  39  0.5  0.8  0.66 11.11  7.53 108 9999.0  10.6  10.9   9.4 99.0 99.00
2005 01 02 05 00 346  0.7  1.8  0.57 11.11  7.37  97 9999.0  10.9  10.9   9.6 99.0 99.00
2005 01 02 06 00   6  0.9  1.0  0.68 11.11  8.01  95 9999.0  10.6  10.9   9.5 99.0 99.00
2005 01 02 07 00  52  0.4  0.9  0.59 11.11  7.69 102 9999.0  11.0  10.9   9.4 99.0 99.00
2005 01 02 08 00 356  3.1  4.3  0.69 11.11  8.02  93 9999.0  11.0  10.6   9.5 99.0 99.00
2005 01 02 09 00  19  2.5  3.3  0.77 11.11  8.21  92 9999.0  11.0  10.6   9.6 99.0 99.00
2005 01 02 10 00  48  3.1  3.6  0.75 10.00  8.13 120 9999.0  11.3  10.6   9.9 99.0 99.00
2005 01 02 11 00  53  3.6  4.6  0.73 10.00  8.10 121 9999.0  11.3  10.6  10.3 99.0 99.00
2005 01 02 12 00  49  3.6  4.1  0.71 11.11  8.07 125 9999.0  11.4  10.6  10.5 99.0 99.00
2005 01 02 13 00  58  4.5  5.3  0.65 11.11  7.98 108 9999.0  11.7  10.6  10.8 99.0 99.00
2005 01 02 14 00  66  4.8  5.6  0.70 10.00  7.65 103 9999.0  11.9  10.6  10.2 99.0 99.00
2005 01 02 15 00  77  4.3  5.0  0.75 10.00  5.87  93 9999.0  11.8  10.6  10.0 99.0 99.00
2005 01 02 16 00  69  3.8  4.7  0.73 10.00  5.49  95 9999.0  11.9  10.9   9.9 99.0 99.00
2005 01 02 17 00  63  4.3  5.3  0.84 10.00  5.33  93 9999.0  11.8  11.0  10.1 99.0 99.00
2005 01 02 18 00  62  4.9  5.9  1.00 11.11  5.53  88 9999.0  12.0  11.0  10.3 99.0 99.00
2005 01 02 19 00  56  4.5  5.1  1.02 10.00  5.33 112 9999.0  12.1  11.0  10.4 99.0 99.00
2005 01 02 20 00  56  4.4  5.2  1.16 10.00  5.63 110 9999.0  12.1  11.0  10.2 99.0 99.00
2005 01 02 21 00  60  4.5  5.1  1.18  5.88  5.41  28 9999.0  12.1  11.0  10.4 99.0 99.00
2005 01 02 22 00  61  4.7  5.2  1.10  5.88  5.44  35 9999.0  12.1  11.0  10.4 99.0 99.00
2005 01 02 23 00  70  4.7  5.5  1.12 11.11  5.43 111 9999.0  12.1  11.0  10.2 99.0 99.00
2005 01 03 00 00  76  5.1  5.8  1.11  6.25  5.57  38 9999.0  12.1  11.0  10.2 99.0 99.00
2005 01 03 01 00  86  4.3  5.0  1.13  5.88  5.61  46 9999.0  12.1  11.0  10.4 99.0 99.00
2005 01 03 02 00 101  5.1  5.9  1.14 10.00  5.78 111 9999.0  12.5  11.0  10.6 99.0 99.00
2005 01 03 03 00 106  3.9  4.4  1.14 10.00  5.74 109 9999.0  12.2  11.0  10.6 99.0 99.00
2005 01 03 04 00 129  2.5  3.2  1.23 10.00  5.86 110 9999.0  12.1  11.0  10.9 99.0 99.00
2005 01 03 05 00 152  3.0  4.0  1.14 10.00  6.00 104 9999.0  12.6  11.0  11.4 99.0 99.00
2005 01 03 06 00 170  2.9  3.2  0.99 10.00  5.79 107 9999.0  12.5  11.0  11.4 99.0 99.00
2005 01 03 07 00 165  3.3  3.7  1.06  9.09  5.95  94 9999.0  12.2  11.0  11.1 99.0 99.00
2005 01 03 08 00 178  3.6  4.1  1.03 11.11  5.72 103 9999.0  12.5  11.0  11.4 99.0 99.00
2005 01 03 09 00 184  3.6  3.9  0.98 10.00  6.04  97 9999.0  12.6  11.0  11.3 99.0 99.00
2005 01 03 10 00 195  3.1  3.5  1.07 10.00  6.03 101 9999.0  12.2  11.0  11.0 99.0 99.00
2005 01 03 11 00 201  3.4  4.0  1.03 10.00  5.98 107 9999.0  12.1  10.9  11.0 99.0 99.00
2005 01 03 12 00 191  2.5  3.3  0.95 10.00  5.88 117 9999.0  12.1  10.9  10.9 99.0 99.00
2005 01 03 13 00 182  4.2  4.7  1.01 10.00  6.04 119 9999.0  12.1  10.9  11.2 99.0 99.00
2005 01 03 14 00 180  3.7  4.3  0.99 10.00  6.15 121 9999.0  12.5  11.0  11.3 99.0 99.00
2005 01 03 15 00 207  2.6  3.1  0.93  8.33  5.98 113 9999.0  12.1  11.0  10.8 99.0 99.00
2005 01 03 16 00 187  2.8  3.2  0.94 10.00  6.03  96 9999.0  11.8  11.0  10.7 99.0 99.00
2005 01 03 17 00 194  2.9  3.3  0.90 10.00  5.93 103 9999.0  12.1  11.3  11.0 99.0 99.00
2005 01 03 18 00 186  3.3  3.8  0.88 10.00  6.10  96 9999.0  12.1  11.3  11.0 99.0 99.00
2005 01 03 19 00 207  3.0  3.5  0.85 10.00  6.13  98 9999.0  12.1  11.4  11.1 99.0 99.00
2005 01 03 20 00 196  3.4  3.8  0.86 10.00  6.56  95 9999.0  12.0  11.3  11.2 99.0 99.00
2005 01 03 21 00 193  4.3  4.9  0.88 10.00  6.74  88 9999.0  12.1  11.3  11.3 99.0 99.00
2005 01 03 22 00 187  4.2  4.6  0.90 10.00  6.60  99 9999.0  12.1  11.0  11.7 99.0 99.00
2005 01 03 23 00 180  3.3  3.8  0.86 10.00  6.81 103 9999.0  11.7  11.0  11.3 99.0 99.00
2005 01 04 00 00 185  4.9  5.9  0.87  9.09  6.79 102 9999.0  12.4  11.0  12.0 99.0 99.00
2005 01 04 01 00 194  5.8  6.6  0.86 10.00  6.83 100 9999.0  12.1  11.0  11.8 99.0 99.00
2005 01 04 02 00 197  5.9  7.0  0.93 10.00  6.42 100 9999.0  12.1  10.9  11.7 99.0 99.00
2005 01 04 03 00 200  5.8  6.7  0.90 10.00  5.14 105 9999.0  12.1  10.9  11.8 99.0 99.00
2005 01 04 04 00 208  6.0  6.8  0.95 10.00  5.24  99 9999.0  12.1  10.9  11.4 99.0 99.00
