#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 04 10 06 50 195  7.1  8.6  1.18 10.00  4.65 999 1019.4   5.2   3.9   4.6 99.0 99.00
2008 04 10 07 50 202  6.5  8.0  1.31 10.00  5.08 999 1018.9   5.2   3.9   4.9 99.0 99.00
2008 04 10 08 50 195  7.3  8.7  1.22 10.00  4.82 999 1017.9   5.5   3.9   5.3 99.0 99.00
2008 04 10 09 50 194  7.6  8.9  1.34  4.55  4.72 999 1017.3   5.5   4.0   5.2 99.0 99.00
2008 04 10 10 50 190  7.9  9.4  1.36  4.76  4.65 999 1017.3   5.6   4.0   5.3 99.0 99.00
2008 04 10 11 50 192  8.9 10.9  1.46  4.35  4.65 999 1016.4   6.0   4.0   5.3 99.0 99.00
2008 04 10 12 50 210  8.5  9.7  1.38  7.69  4.59 999 1016.4   5.9   4.0   5.6 99.0 99.00
2008 04 10 13 50 214  9.4 11.0  1.43  4.55  4.54 999 1015.6   5.8   4.0   5.5 99.0 99.00
2008 04 10 14 50 223  8.3  9.9  1.39  4.55  4.57 999 1015.3   5.4   4.0   5.2 99.0 99.00
2008 04 10 15 50 229  8.4 10.1  1.51  4.55  4.56 999 1014.7   5.5   4.0   5.2 99.0 99.00
2008 04 10 16 50 240  7.2  8.2  1.37  4.76  4.55 999 1014.3   6.7   4.0   4.9 99.0 99.00
2008 04 10 17 50 228  4.8  6.1  1.37 12.50  4.96 999 1014.2   6.3   4.0   4.9 99.0 99.00
2008 04 10 18 50 231  4.5  5.2  1.33 11.11  5.29 999 1014.2   6.9   4.3   5.0 99.0 99.00
2008 04 10 19 50 236  5.1  5.8  1.18 12.50  5.08 999 1014.3   7.2   4.3   4.0 99.0 99.00
2008 04 10 20 50 230  3.4  5.8  1.32 11.11  5.84 999 1014.5   8.0   4.3   2.9 99.0 99.00
2008 04 10 21 50 279  5.6  6.6  1.20 14.29  5.26 999 1015.1   7.9   4.3   2.4 99.0 99.00
2008 04 10 22 50 311  3.8  4.9  1.23 12.50  6.16 999 1016.3   7.6   4.3   2.8 99.0 99.00
2008 04 10 23 50 302  4.1  4.7  1.12 14.29  6.21 999 1017.0   7.7   4.3   2.4 99.0 99.00
2008 04 11 00 50 310  6.1  8.4  1.05 14.29  6.09 999 1017.9   8.4   4.3   1.2 99.0 99.00
2008 04 11 01 50 323  4.0  4.5  1.03 12.50  5.47 999 1018.4   7.0   4.3   2.4 99.0 99.00
2008 04 11 02 50 333  3.5  4.3  1.10 12.50  5.25 999 1018.2   6.0   4.3   2.4 99.0 99.00
2008 04 11 03 50 336  3.6  4.7  1.21 14.29  5.40 999 1018.0   6.2   4.3   2.6 99.0 99.00
2008 04 11 04 50 325  5.2  7.5  1.18 12.50  5.61 999 1017.9   6.7   4.2   0.5 99.0 99.00
2008 04 11 05 50 328  4.5  5.2  1.05 12.50  5.65 999 1017.8   5.6   4.3   2.0 99.0 99.00
2008 04 11 06 50 328  6.0  7.4  1.23 12.50  5.95 999 1017.4   5.9   4.3   1.0 99.0 99.00
2008 04 11 07 50 317  6.0  6.9  1.18 12.50  6.04 999 1017.2   5.5   4.3   1.5 99.0 99.00
2008 04 11 08 50 304  2.9  3.6  1.36 12.50  7.49 999 1017.3   4.8   4.3   1.9 99.0 99.00
2008 04 11 09 50 330  3.8  4.6  1.22 12.50  6.97 999 1017.8   5.0   4.3   1.8 99.0 99.00
2008 04 11 10 50 327  4.1  4.9  1.11 12.50  7.04 999 1018.0   4.9   4.3   1.6 99.0 99.00
2008 04 11 11 50 287  2.8  3.3  1.05 12.50  7.32 999 1018.7   4.8   4.3   2.0 99.0 99.00
2008 04 11 12 50 262  1.7  2.3  1.03 14.29  7.65 999 1018.9   4.8   4.3   2.3 99.0 99.00
2008 04 11 13 50 266  2.7  3.2  1.06 12.50  7.95 999 1018.8   4.8   4.3   2.2 99.0 99.00
2008 04 11 14 50 249  4.2  5.0  1.03 14.29  8.28 999 1018.5   4.8   4.4   2.6 99.0 99.00
2008 04 11 15 50 243  4.2  5.1  0.86 12.50  6.68 999 1017.9   4.8   4.5   2.2 99.0 99.00
2008 04 11 16 50 247  3.9  4.9  0.94 12.50  7.63 999 1016.9   5.0   4.4   2.3 99.0 99.00
2008 04 11 17 50 238  4.4  5.2  0.82 12.50  6.19 999 1015.9   4.8   4.7   2.8 99.0 99.00
2008 04 11 18 50 233  4.0  4.8  0.95 12.50  7.07 999 1014.9   5.1   4.7   2.4 99.0 99.00
2008 04 11 19 50 207  2.1  2.6  0.95 12.50  7.22 999 1013.8   4.8   4.7   2.8 99.0 99.00
2008 04 11 20 50 198  2.3  3.2  0.98 12.50  7.58 999 1013.4   5.1   4.7   3.0 99.0 99.00
2008 04 11 21 50 203  4.3  5.0  0.92 12.50  7.27 999 1013.2   5.1   4.7   2.9 99.0 99.00
2008 04 11 22 50 195  4.1  5.1  1.04 12.50  8.47 999 1013.3   5.1   4.4   3.3 99.0 99.00
2008 04 11 23 50 178  3.5  4.3  0.94 12.50  9.07 999 1012.9   5.1   4.6   3.6 99.0 99.00
2008 04 12 00 50 170  5.1  6.0  0.83 12.50  8.92 999 1012.0   5.0   4.4   3.5 99.0 99.00
2008 04 12 01 50 212  3.0  3.7  0.73 12.50  7.17 999 1012.8   5.0   4.4   4.0 99.0 99.00
2008 04 12 02 50 167  3.0  3.7  0.97 14.29  7.03 999 1011.0   4.8   4.4   4.0 99.0 99.00
2008 04 12 03 50  77  2.9  3.7  0.96 12.50  6.79 999 1010.4   4.8   4.4   4.1 99.0 99.00
2008 04 12 04 50 115  5.1  6.6  0.83 12.50  5.90 999 1009.1   4.7   4.4   4.0 99.0 99.00
2008 04 12 05 50 123  8.2  9.9  0.70 12.50  5.15 999 1007.1   4.4   4.4   3.7 99.0 99.00
2008 04 12 06 50 109  7.5  9.0  0.97 12.50  4.26 999 1005.4   4.4   4.4   4.1 99.0 99.00
2008 04 12 07 50  77  4.7  5.7  1.06 12.50  4.70 999 1005.8   4.4   4.4   4.1 99.0 99.00
2008 07 23 15 50  88  7.0  8.1  1.30  7.69  5.02 999 1019.1  18.0  19.1  16.3 99.0 99.00
2008 07 23 16 50  85  6.9  8.4  1.20  7.14  4.65 999 1019.0  18.0  19.5  16.6 99.0 99.00
2008 07 23 17 50  80  7.3  8.5  1.17  8.33  4.39 999 1018.9  18.0  19.8  16.7 99.0 99.00
2008 07 23 18 50  93  8.0  9.2  1.16  8.33  4.44 999 1018.5  18.0  19.6  16.5 99.0 99.00
2008 07 23 19 50  95  8.2 10.0  1.14  7.69  4.44 999 1018.7  18.0  19.8  16.5 99.0 99.00
2008 07 23 20 50  89  6.7  7.9  1.04  7.69  4.46 999 1018.9  17.9  19.8  16.7 99.0 99.00
2008 07 23 21 50  79  7.5  8.6  1.07  7.69  4.42 999 1018.9  17.7  19.8  16.7 99.0 99.00
2008 07 23 22 50  82  8.7 10.2  1.08  7.69  4.42 999 1018.8  17.6  19.8  17.0 99.0 99.00
2008 07 23 23 50  80  9.0 10.5  1.21  4.00  4.21 999 1018.7  17.3  19.8  17.1 99.0 99.00
2008 07 24 00 50  85 10.7 12.7  1.23  4.00  4.21 999 1018.0  17.2  19.8  17.0 99.0 99.00
2008 07 24 01 50 109  8.4 10.2  1.27  4.00  4.30 999 1018.9  18.3  19.5  18.1 99.0 99.00
2008 07 24 02 50  88  9.5 11.0  1.23  4.17  4.20 999 1017.9  18.0  19.6  17.6 99.0 99.00
2008 07 24 03 50 100  8.8 10.2  1.14  4.00  4.08 999 1017.3  18.1  19.4  17.7 99.0 99.00
2008 07 24 04 50  89  4.8  5.8  1.12  4.35  4.20 999 1017.9  18.0  18.8  17.8 99.0 99.00
2008 07 24 05 50 130  4.3  4.9  0.97  5.88  4.21 999 1017.3  18.6  18.4  18.4 99.0 99.00
2008 07 24 06 50 208  3.5  4.4  0.90  4.55  4.38 999 1017.9  19.9  18.3  19.7 99.0 99.00
2008 07 24 07 50 160  4.1  4.8  0.92  3.85  4.04 999 1017.9  19.6  18.3  19.4 99.0 99.00
2008 07 24 08 50 159  5.9  6.7  1.28  4.76  4.30 999 1017.9  19.1  18.3  18.9 99.0 99.00
2008 07 24 09 50 151  6.3  7.4  1.25  5.56  4.41 999 1018.1  18.9  18.3  18.7 99.0 99.00
2008 07 24 10 50 161  6.7  7.9  1.37  5.56  4.61 999 1018.8  19.7  18.7  19.5 99.0 99.00
2008 07 24 11 50 167  6.8  8.0  1.38  5.56  4.69 999 1019.4  19.9  19.0  19.7 99.0 99.00
2008 07 24 12 50 154  5.5  6.6  1.25  5.56  4.61 999 1019.6  19.9  19.6  19.7 99.0 99.00
2008 07 24 13 50 150  6.8  8.0  1.31  5.88  4.62 999 1019.6  19.9  19.8  19.7 99.0 99.00
2008 07 24 14 50 156  7.3  8.9  1.35  5.88  4.57 999 1019.7  20.4  19.9  20.2 99.0 99.00
2008 07 24 15 50 157  8.6 10.3  1.55  5.56  4.66 999 1019.7  20.6  19.9  20.4 99.0 99.00
2008 07 24 16 50 150  8.1  9.3  1.51  5.88  4.48 999 1018.9  20.7  19.9  20.5 99.0 99.00
2008 07 24 17 50 160  8.9 10.9  1.50  5.56  4.57 999 1019.4  21.2  20.3  20.6 99.0 99.00
2008 07 24 18 50 155  7.9  9.2  1.47  5.26  4.48 999 1019.5  21.1  20.3  20.5 99.0 99.00
2008 07 24 19 50 157  8.2  9.5  1.48  5.56  4.51 999 1019.0  21.2  20.3  20.5 99.0 99.00
2008 07 24 20 50 158  8.1  9.4  1.54  6.25  4.67 999 1018.8  21.2  20.3  20.5 99.0 99.00
2008 07 24 21 50 172  9.0 10.9  1.64  5.56  4.60 999 1018.9  21.4  19.9  20.7 99.0 99.00
2008 07 24 22 50 168  7.9  8.9  1.64  5.88  4.68 999 1019.5  21.2  19.9  20.2 99.0 99.00
2008 07 24 23 50 166  5.8  6.7  1.55  6.67  4.85 999 1020.1  20.5  19.9  20.1 99.0 99.00
2008 07 25 00 50 160  6.1  7.1  1.54  5.88  4.87 999 1020.4  20.4  19.9  19.7 99.0 99.00
2008 07 25 01 50 143  4.7  5.6  1.46  5.88  4.95 999 1020.3  20.3  19.9  20.0 99.0 99.00
2008 07 25 02 50 168  6.4  7.7  1.48  6.25  4.93 999 1020.3  20.6  20.3  20.1 99.0 99.00
2008 07 25 03 50 193  7.6  9.5  1.40  5.88  4.81 999 1020.4  20.5  20.3  19.9 99.0 99.00
2008 07 25 04 50 170  5.6  6.8  1.38  6.25  4.88 999 1019.9  20.4  20.5  20.0 99.0 99.00
2008 07 25 05 50 177  7.7  9.4  1.37  5.56  4.71 999 1019.6  20.4  20.6  20.0 99.0 99.00
2008 07 25 06 50 162  6.2  7.6  1.35  5.56  4.73 999 1019.0  20.3  20.6  20.1 99.0 99.00
2008 07 25 07 50 162  7.0  8.9  1.30  5.26  4.54 999 1018.9  20.3  20.6  20.1 99.0 99.00
2008 07 25 08 50 173  8.4 10.1  1.38  5.26  4.68 999 1018.8  20.7  20.6  19.7 99.0 99.00
2008 07 25 09 50 176  8.0  9.9  1.46  5.26  4.60 999 1019.0  20.6  20.6  19.8 99.0 99.00
2008 07 25 10 50 182  7.2  8.6  1.51  5.26  4.76 999 1019.5  20.4  20.6  19.9 99.0 99.00
2008 07 25 11 50 178  7.3  9.3  1.45  5.26  4.77 999 1019.7  20.4  20.5  19.8 99.0 99.00
2008 07 25 12 50 225  8.8 10.5  1.28  5.26  4.40 999 1020.3  20.4  20.4  19.7 99.0 99.00
2008 07 25 13 50 218  4.4  5.5  1.39  7.69  4.72 999 1019.7  20.3  20.4  19.3 99.0 99.00
2008 07 25 14 50 152  2.1  3.0  1.34  7.14  4.81 999 1019.6  19.8  20.6  19.6 99.0 99.00
2008 07 25 15 50 192  4.9  5.9  1.30  8.33  4.98 999 1019.2  20.3  20.6  20.1 99.0 99.00
2008 07 25 16 50 176  4.0  4.7  1.30  6.67  5.07 999 1018.8  20.3  20.6  19.9 99.0 99.00
2008 07 25 17 50 175  6.7  7.9  1.28  7.69  5.02 999 1018.8  19.9  20.6  18.5 99.0 99.00
2008 07 25 18 50 169  3.9  4.7  1.25  8.33  5.02 999 1018.0  19.9  20.7  18.1 99.0 99.00
2008 07 25 19 50 183  4.6  5.4  1.17  8.33  5.22 999 1018.1  20.3  21.1  18.8 99.0 99.00
2008 07 25 20 50 174  3.0  3.9  1.13  8.33  5.26 999 1017.9  20.3  21.1  18.7 99.0 99.00
2008 07 25 21 50 194  2.0  2.5  1.09  8.33  5.69 999 1017.4  20.4  21.2  18.4 99.0 99.00
2008 07 25 22 50 145  2.6  3.7  1.09  8.33  6.08 999 1017.5  19.9  21.2  18.6 99.0 99.00
2008 07 25 23 50 225  0.6  1.0  1.22  8.33  6.27 999 1017.3  19.8  21.2  18.6 99.0 99.00
2008 07 26 00 50 255  2.3  2.8  1.15  7.69  6.19 999 1017.3  19.8  21.1  18.8 99.0 99.00
2008 07 26 01 50 248  3.2  3.7  1.28  7.69  6.31 999 1017.7  19.9  21.1  18.9 99.0 99.00
2008 07 26 02 50 210  3.7  4.8  1.15  7.69  6.19 999 1017.8  20.3  20.7  19.5 99.0 99.00
2008 07 26 03 50 205  4.7  5.4  1.17  7.14  5.87 999 1017.6  20.3  20.7  19.5 99.0 99.00
2008 07 26 04 50 234  3.0  3.6  1.23  7.14  5.67 999 1017.3  20.6  20.7  19.7 99.0 99.00
2008 07 26 05 50 250  1.1  1.5  1.26  7.69  5.72 999 1017.2  21.1  21.1  19.6 99.0 99.00
2008 07 26 06 50 114  1.3  2.1  1.12  8.33  5.21 999 1017.0  20.7  21.1  19.6 99.0 99.00
2008 07 26 07 50 176  1.6  2.3  1.17  8.33  5.36 999 1016.5  20.9  20.7  19.3 99.0 99.00
2008 07 26 08 50 197  2.1  2.8  1.04  8.33  4.95 999 1016.4  20.7  20.6  19.2 99.0 99.00
2008 07 26 09 50 195  2.3  2.7  1.09  7.69  5.20 999 1016.4  20.6  20.6  19.5 99.0 99.00
2008 07 26 10 50 184  2.4  3.0  1.04  8.33  5.25 999 1016.5  20.7  20.6  19.4 99.0 99.00
2008 07 26 11 50 215  2.3  2.7  1.06  7.69  5.50 999 1016.5  20.6  20.6  19.6 99.0 99.00
2008 07 26 12 50 204  2.2  2.8  1.02  8.33  5.57 999 1016.5  21.1  20.7  19.7 99.0 99.00
2008 07 26 13 50 216  3.3  4.0  1.02  7.69  5.78 999 1016.4  21.1  21.2  19.6 99.0 99.00
2008 07 26 14 50 182  3.0  3.6  1.13  7.69  6.05 999 1015.8  21.2  21.4  19.4 99.0 99.00
2008 07 26 15 50 188  3.3 99.0 99.00 99.00 99.00 999 9999.0  21.4 999.0  19.5 99.0 99.00
2008 07 26 16 50 186  3.8  4.6  1.35  7.69  6.44 999 1015.0  21.3  21.9  19.8 99.0 99.00
2008 07 26 17 50 198  4.1  4.9  1.25  7.69  6.16 999 1014.9  21.3  21.8  19.9 99.0 99.00
2008 07 26 18 50 191  4.2  5.3  1.19  7.69  6.05 999 1014.2  21.5  21.9  18.7 99.0 99.00
2008 07 26 19 50 188  5.4  6.1  1.14  7.69  5.89 999 1013.3  21.6  21.9  18.6 99.0 99.00
2008 07 26 20 50 188  5.7  6.8  1.02  7.69  5.37 999 1012.7  21.4  21.9  18.7 99.0 99.00
2008 07 26 21 50 185  6.3  7.6  1.04  8.33  5.13 999 1012.2  21.4  21.9  19.2 99.0 99.00
2008 07 26 22 50 184  6.5  7.8  1.06  7.69  4.78 999 1011.7  21.4  21.5  19.5 99.0 99.00
2008 07 26 23 50 188  7.0  8.7  1.15  7.69  4.89 999 1011.7  21.2  21.2  19.7 99.0 99.00
2008 07 27 00 50 193  7.4  8.5  1.14  7.69  4.40 999 1011.8  21.2  21.2  19.9 99.0 99.00
2008 07 27 01 50 194  6.8  7.9  1.17  7.14  4.50 999 1011.7  21.3  21.2  20.3 99.0 99.00
2008 07 27 02 50 198  7.3  8.8  1.30  7.14  4.80 999 1011.1  21.4  21.2  20.0 99.0 99.00
2008 07 27 03 50 206  7.9  9.5  1.31  7.69  4.53 999 1010.9  21.5  21.2  19.7 99.0 99.00
2008 07 27 04 50 204  7.1  8.4  1.45  7.69  4.58 999 1010.4  21.5  21.1  19.3 99.0 99.00
2008 07 27 05 50 202  7.9  9.3  1.47  7.14  4.59 999 1010.1  21.4  21.2  19.3 99.0 99.00
2008 07 27 06 50 210  8.2  9.7  1.53  7.14  4.69 999 1010.0  21.4  21.1  19.1 99.0 99.00
2008 07 27 07 50 204  8.3  9.8  1.51  4.76  4.59 999 1009.6  21.4  21.1  18.9 99.0 99.00
2008 07 27 08 50 214  8.5 10.1  1.37  5.00  4.60 999 1009.6  21.4  20.7  19.0 99.0 99.00
2008 07 27 09 50 217  7.8  9.8  1.44  5.00  4.51 999 1009.7  21.3  20.7  19.1 99.0 99.00
2008 07 27 10 50 218  8.0 10.0  1.30  5.00  4.47 999 1009.7  21.2  20.7  18.8 99.0 99.00
2008 07 27 11 50 220  7.7  9.2  1.27  5.26  4.53 999 1010.1  21.2  20.7  18.6 99.0 99.00
2008 07 27 12 50 229  5.6  6.9  1.31  5.26  4.62 999 1010.2  21.1  20.7  18.7 99.0 99.00
2008 07 27 13 50 231  6.4  7.9  1.21  5.26  4.54 999 1010.4  21.1  20.7  18.3 99.0 99.00
2008 07 27 14 50 219  5.8  7.0  1.29  4.55  4.51 999 1011.1  21.2  20.8  18.7 99.0 99.00
2008 07 27 15 50 217  4.9  5.7  1.14  5.00  4.54 999 1011.0  21.4  21.1  18.5 99.0 99.00
2008 07 27 16 50 202  4.2  4.7  1.17  4.76  4.59 999 1011.0  21.4  21.2  18.3 99.0 99.00
2008 07 27 17 50 185  5.6  6.5  1.16  7.14  4.61 999 1010.3  21.4  21.2  19.0 99.0 99.00
2008 07 27 18 50 199  7.8  9.5  1.21  6.67  4.70 999 1009.9  21.8  21.2  20.3 99.0 99.00
2008 07 27 19 50 197  8.0  9.4  1.29  6.25  4.43 999 1009.5  21.5  21.2  19.6 99.0 99.00
2008 07 27 20 50 190  7.6  9.4  1.26  6.25  4.21 999 1009.5  21.4  21.2  19.5 99.0 99.00
2008 07 27 21 50 190  8.9 11.2  1.35  5.26  4.32 999 1009.4  21.5  21.1  19.3 99.0 99.00
2008 07 27 22 50 192  8.9 10.7  1.42  4.76  4.28 999 1009.5  21.5  21.1  19.2 99.0 99.00
2008 07 27 23 50 204  8.3  9.6  1.41  5.56  4.39 999 1009.6  21.4  21.1  19.8 99.0 99.00
2008 07 28 00 50 198  6.1  7.1  1.41  5.56  4.53 999 1009.4  21.2  21.1  19.8 99.0 99.00
2008 07 28 01 50 200  3.5  5.1  1.22  5.56  4.68 999 1009.4  20.7  21.1  18.2 99.0 99.00
2008 07 28 02 50 205  7.2  8.7  1.19  7.14  4.68 999 1009.6  20.4  21.1  18.3 99.0 99.00
2008 07 28 03 50 227  3.6  4.6  1.15  5.56  4.87 999 1009.4  20.4  21.1  18.6 99.0 99.00
2008 07 28 04 50 220  4.4  5.2  1.14  5.56  4.90 999 1009.4  20.0  21.1  17.5 99.0 99.00
2008 07 28 05 50 195  2.3  3.4  1.09  5.56  4.83 999 1009.4  20.3  21.1  18.0 99.0 99.00
2008 07 28 06 50 246  5.8  6.8  1.10  7.69  5.08 999 1009.4  20.6  21.1  17.4 99.0 99.00
2008 07 28 07 50 230  6.9  8.1  1.08  6.25  4.65 999 1008.9  20.4  21.1  17.4 99.0 99.00
2008 07 28 08 50 218  5.4  6.5  1.08  6.67  4.56 999 1008.8  20.1  21.1  17.9 99.0 99.00
2008 07 28 09 50 202  6.7  7.9  1.16  4.55  4.54 999 1008.8  20.4  21.1  18.0 99.0 99.00
2008 07 28 10 50 219  7.9  9.5  1.14  4.35  4.23 999 1009.5  20.3  21.1  18.1 99.0 99.00
2008 07 28 11 50 215  7.0  8.3  1.08  4.35  4.04 999 1009.5  19.9  21.1  17.8 99.0 99.00
2008 07 28 12 50 234  6.7  8.1  1.02  8.33  4.05 999 1009.4  19.1  20.7  17.9 99.0 99.00
2008 07 28 13 50 224  6.6  8.1  0.99  7.69  4.25 999 1009.6  19.3  20.7  17.4 99.0 99.00
2008 07 28 14 50 215  7.4  9.1  0.97  7.69  4.20 999 1010.0  19.7  20.7  17.6 99.0 99.00
2008 07 28 15 50 216  7.1  8.5  1.03  3.85  4.08 999 1010.2  19.8  20.7  17.9 99.0 99.00
2008 07 28 16 50 241  6.8  8.2  1.01  7.69  4.11 999 1009.5  19.8  21.1  17.9 99.0 99.00
2008 07 28 17 50 235  6.0  6.9  0.99  3.85  4.18 999 1009.2  20.3  21.1  18.5 99.0 99.00
2008 07 28 18 50 218  4.8  6.0  1.00  7.14  4.41 999 1008.8  20.6  21.1  18.6 99.0 99.00
2008 07 28 19 50 195  5.6  6.6  1.03  7.69  4.72 999 1008.7  20.7  21.1  18.6 99.0 99.00
2008 07 28 20 50 192  7.1  8.2  0.98  7.69  4.58 999 1008.7  21.0  21.1  19.1 99.0 99.00
2008 07 28 21 50 196  6.2  7.8  0.91  6.67  4.36 999 1008.7  21.4  21.1  18.6 99.0 99.00
2008 07 28 22 50 188  5.7  6.6  0.90  4.17  4.35 999 1008.4  21.4  21.1  19.4 99.0 99.00
2008 07 28 23 50 204  6.0  7.3  0.87  4.17  4.42 999 1008.6  21.9  21.1  19.8 99.0 99.00
2008 07 29 00 50 209  6.0  7.0  0.86  6.25  4.29 999 1008.8  21.9  21.1  19.3 99.0 99.00
2008 07 29 01 50 218  6.1  7.1  0.91  7.69  4.36 999 1009.3  22.0  21.1  18.9 99.0 99.00
2008 07 29 02 50 227  6.1  7.3  0.86  7.69  4.26 999 1009.5  21.9  21.1  19.2 99.0 99.00
2008 07 29 03 50 229  5.4  6.2  0.87  7.69  4.36 999 1009.5  21.5  21.1  19.6 99.0 99.00
2008 07 29 04 50 240  6.0  7.1  0.88  7.14  4.23 999 1009.0  21.6  21.1  19.7 99.0 99.00
2008 07 29 05 50 244  6.2  7.2  0.97  7.14  4.42 999 1008.7  21.5  21.1  19.3 99.0 99.00
2008 07 29 06 50 248  4.8  5.7  1.04  6.67  4.78 999 1008.7  21.4  21.1  19.5 99.0 99.00
2008 07 29 07 50 240  6.7  7.7  1.10  8.33  4.84 999 1008.6  21.4  20.8  19.5 99.0 99.00
2008 07 29 08 50 241  4.9  5.9  1.12  5.88  4.75 999 1008.3  21.2  20.7  19.6 99.0 99.00
2008 07 29 09 50 254  5.1  6.2  1.18  6.25  4.95 999 1008.6  21.3  20.7  19.2 99.0 99.00
2008 07 29 10 50 267  5.0  6.0  1.05  8.33  4.82 999 1008.6  21.3  20.7  19.0 99.0 99.00
2008 07 29 11 50 276  5.8  7.4  0.98  7.14  4.73 999 1008.5  21.4  20.7  18.7 99.0 99.00
2008 07 29 12 50 275  5.9  6.9  0.91  7.69  4.59 999 1008.7  21.1  20.7  18.3 99.0 99.00
2008 07 29 13 50 283  5.8  6.9  0.90  8.33  4.38 999 1008.7  20.6  21.1  17.9 99.0 99.00
2008 07 29 14 50 299  5.2  6.1  0.94  7.69  4.47 999 1008.8  20.6  21.1  18.2 99.0 99.00
2008 07 29 15 50 285  3.8  4.4  0.87  7.69  4.60 999 1008.8  20.6  21.1  18.5 99.0 99.00
2008 07 29 16 50 276  3.9  4.8  0.87  7.69  4.93 999 1009.0  21.1  21.1  18.6 99.0 99.00
2008 07 29 17 50 245  4.1  5.0  0.88  7.69  5.16 999 1008.8  21.2  21.1  18.7 99.0 99.00
2008 07 29 18 50 238  4.9  5.8  0.92  7.14  5.33 999 1008.6  21.9  21.0  19.0 99.0 99.00
2008 07 29 19 50 238  5.4  6.5  0.99  6.67  5.19 999 1008.0  21.9  21.1  19.1 99.0 99.00
2008 07 29 20 50 237  5.9  6.8  1.03  6.67  5.24 999 1008.0  22.2  21.1  18.7 99.0 99.00
2008 07 29 21 50 237  4.9  5.8  1.07  7.14  5.24 999 1008.0  22.2  21.4  18.7 99.0 99.00
2008 07 29 22 50 241  5.8  6.9  1.04  7.14  5.17 999 1008.0  22.2  21.5  19.4 99.0 99.00
2008 07 29 23 50 274  5.9  7.0  1.05  8.33  4.81 999 1008.6  22.7  21.5  18.7 99.0 99.00
2008 07 30 00 50 299  4.8  6.2  0.94  8.33  4.64 999 1009.1  22.6  21.5  18.5 99.0 99.00
2008 07 30 01 50 343  2.2  3.2  0.83  8.33  4.92 999 1009.4  21.4  21.4  18.2 99.0 99.00
2008 07 30 02 50 294  0.4  0.8  0.90  8.33  5.59 999 1009.4  21.4  21.4  18.5 99.0 99.00
2008 07 30 03 50 251  1.5  2.0  0.90  7.69  5.68 999 1009.6  21.1  21.4  19.0 99.0 99.00
2008 07 30 04 50 276  2.6  2.9  0.92  8.33  5.91 999 1009.6  21.1  21.2  19.2 99.0 99.00
2008 07 30 05 50 282  2.3  3.0  0.95  8.33  6.36 999 1009.6  21.4  21.1  18.2 99.0 99.00
2008 07 30 06 50 320  5.6  6.6  0.92  7.69  6.41 999 1009.5  21.8  21.1  17.6 99.0 99.00
2008 07 30 07 50 313  4.6  5.3  1.00  8.33  6.31 999 1009.6  21.4  20.7  17.4 99.0 99.00
2008 07 30 08 50 315  4.7  5.5  1.09  9.09  6.47 999 1009.6  21.3  20.7  17.2 99.0 99.00
2008 07 30 09 50 319  4.1  5.0  1.05  7.69  6.26 999 1009.7  21.1  20.7  17.3 99.0 99.00
2008 07 30 10 50 325  3.6  4.5  0.89  8.33  6.17 999 1010.2  21.2  20.6  17.3 99.0 99.00
2008 07 30 11 50 328  3.5  4.3  0.79  7.69  6.14 999 1010.2  21.1  20.7  16.8 99.0 99.00
2008 07 30 12 50 342  3.4  4.0  0.70  8.33  5.97 999 1010.0  20.7  20.9  16.8 99.0 99.00
2008 07 30 13 50 340  1.9  2.4  0.69  8.33  5.88 999 1010.2  20.6  21.1  16.7 99.0 99.00
2008 07 30 14 50 289  1.6  2.0  0.70  8.33  5.94 999 1010.0  21.0  21.4  16.3 99.0 99.00
2008 07 30 15 50 264  2.4  3.1  0.71  7.69  5.94 999 1009.5  21.2  21.7  15.7 99.0 99.00
2008 07 30 16 50 249  3.4  4.3  0.76  8.33  6.34 999 1009.4  21.4  21.9  16.4 99.0 99.00
2008 07 30 17 50 237  2.9  3.6  0.73  8.33  6.45 999 1008.9  21.9  22.2  17.5 99.0 99.00
2008 07 30 18 50 224  3.4  3.8  0.75  7.14  6.52 999 1008.7  22.0  22.2  17.4 99.0 99.00
2008 07 30 19 50 209  3.5  4.0  0.80  7.69  6.50 999 1008.1  22.3  22.2  16.2 99.0 99.00
2008 07 30 20 50 206  4.5  5.3  0.79  7.69  6.52 999 1008.0  22.2  22.2  17.9 99.0 99.00
2008 07 30 21 50 211  4.2  4.8  0.83  7.14  6.26 999 1007.3  22.0  22.0  17.9 99.0 99.00
2008 07 30 22 50 225  2.8  3.5  0.75  6.67  5.91 999 1007.3  21.9  21.9  18.4 99.0 99.00
2008 07 30 23 50 207  1.6  2.0  0.70  6.25  5.62 999 1007.2  21.9  21.9  19.0 99.0 99.00
2008 07 31 00 50 207  1.9  2.4  0.63  5.88  5.60 999 1007.2  21.9  21.9  18.4 99.0 99.00
2008 07 31 01 50 183  1.8  2.4  0.62  7.69  5.46 999 1007.1  21.5  21.5  19.3 99.0 99.00
2008 07 31 02 50 173  2.6  3.2  0.59  7.69  5.52 999 1006.5  21.7  21.5  19.8 99.0 99.00
2008 07 31 03 50 184  3.4  4.2  0.57  8.33  5.96 999 1006.7  21.7  21.4  20.3 99.0 99.00
