#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 01 02 06 50  32 11.8 13.7  2.75  9.09  5.74 999 9999.0   1.5   7.4 999.0 99.0 99.00
2010 01 02 07 50  40 10.4 13.0  3.21 10.00  6.13 999 9999.0   1.8   7.4 999.0 99.0 99.00
2010 01 02 08 50  22 12.3 14.8  3.07  9.09  5.95 999 9999.0   1.3   7.4 999.0 99.0 99.00
2010 01 02 10 50  20 12.7 15.1  3.21  7.14  6.01 999 9999.0   0.1   7.4 999.0 99.0 99.00
2010 01 02 11 50  13 13.1 16.2  3.29  7.69  5.86 999 9999.0   0.1   7.4 999.0 99.0 99.00
2010 01 02 12 50  12 12.6 15.7  3.15  7.69  5.76 999 9999.0  -0.1   7.4 999.0 99.0 99.00
2010 01 02 13 50  10 13.3 15.7  3.07  7.14  5.60 999 9999.0  -0.2   7.4 999.0 99.0 99.00
2010 01 02 14 50  11 12.7 15.2  3.15  7.14  5.73 999 9999.0  -0.2   7.4 999.0 99.0 99.00
2010 01 02 15 50  11 12.7 15.2  3.04  6.67  5.66 999 9999.0  -0.5   7.4 999.0 99.0 99.00
2010 01 02 16 50   4 12.7 15.4  3.31  7.14  5.93 999 9999.0  -0.9   7.4 999.0 99.0 99.00
2010 01 02 17 50   4 12.2 14.8  3.41  7.14  5.96 999 9999.0  -0.8   7.4 999.0 99.0 99.00
2010 01 02 18 50 360 13.2 17.1  3.50  9.09  6.14 999 9999.0  -1.0   7.4 999.0 99.0 99.00
2010 01 02 19 50 352 13.5 17.1  3.54  9.09  6.17 999 9999.0  -1.3   7.4 999.0 99.0 99.00
2010 01 02 20 50 350 13.8 16.7  3.54  8.33  6.10 999 9999.0  -1.3   7.4 999.0 99.0 99.00
2010 01 02 21 50 343 14.2 17.6  3.60  9.09  5.91 999 9999.0  -1.4   7.4 999.0 99.0 99.00
2010 01 02 22 50 336 15.1 18.3  3.64  9.09  6.01 999 9999.0  -1.5   7.4 999.0 99.0 99.00
2010 01 02 23 50 334 15.3 19.0  4.03  6.67  6.22 999 9999.0  -1.2   7.4 999.0 99.0 99.00
2010 01 03 00 50 326 15.7 19.7  3.82  7.14  6.07 999 9999.0  -1.2   7.4 999.0 99.0 99.00
2010 01 03 01 50 321 15.9 18.9  4.21  7.69  6.29 999 9999.0  -1.0   7.4 999.0 99.0 99.00
2010 01 03 02 50 317 16.2 99.0 99.00 99.00 99.00 999 9999.0  -1.1 999.0 999.0 99.0 99.00
2010 01 03 06 50 298 13.2 99.0 99.00 99.00 99.00 999 9999.0  -1.2 999.0 999.0 99.0 99.00
2010 01 03 08 50 296 12.8 99.0 99.00 99.00 99.00 999 9999.0  -1.1   7.1 999.0 99.0 99.00
2010 01 03 13 50  47  6.1  8.0  2.34  6.67  5.87 999 9999.0   1.8   7.1 999.0 99.0 99.00
2010 01 03 14 50  56  8.7 10.7  2.24  6.67  5.70 999 9999.0   4.8   7.1 999.0 99.0 99.00
2010 01 03 15 50  64  9.8 11.7  2.24 11.11  5.39 999 9999.0   3.2   7.1 999.0 99.0 99.00
2010 01 03 16 50  56  8.8 10.6  2.12 11.11  5.40 999 9999.0   5.2   7.1 999.0 99.0 99.00
2010 01 03 17 50  29  9.3 11.5  2.07 11.11  5.46 999 9999.0   3.7   7.1 999.0 99.0 99.00
2010 01 03 18 50  42  8.3 10.0  2.34 11.11  5.92 999 9999.0   3.5   7.1 999.0 99.0 99.00
2010 01 03 19 50  25 11.5 14.1  2.39 11.11  6.08 999 9999.0   3.9   7.1 999.0 99.0 99.00
2010 01 03 20 50   4 11.6 13.9  2.26 11.11  5.56 999 9999.0   3.6   7.1 999.0 99.0 99.00
2010 01 03 21 50  17 13.1 16.2  2.28 11.11  5.19 999 9999.0   3.1   7.1 999.0 99.0 99.00
2010 01 03 22 50  19 12.9 16.2  2.52  5.56  5.29 999 9999.0   3.3   7.1 999.0 99.0 99.00
2010 01 03 23 50  15 13.6 16.2  2.79  6.25  5.36 999 9999.0   3.2   7.1 999.0 99.0 99.00
2010 01 04 00 50   6 15.2 18.5  2.77  6.25  5.47 999 9999.0   3.0   7.1 999.0 99.0 99.00
2010 01 04 01 50   5 13.8 18.3  2.93  6.67  5.49 999 9999.0   3.6   7.1 999.0 99.0 99.00
2010 01 04 02 50 357 13.8 16.8  3.13  7.14  5.61 999 9999.0   4.0   7.1 999.0 99.0 99.00
2010 01 04 03 50 344 13.2 16.0  3.03  7.14  5.57 999 9999.0   3.1   7.1 999.0 99.0 99.00
2010 01 04 04 50 341 13.8 17.1  3.05  5.88  5.46 999 9999.0   3.2   7.1 999.0 99.0 99.00
2010 01 04 05 50 336 14.3 18.7  3.10  7.14  5.61 999 9999.0   3.0   7.1 999.0 99.0 99.00
2010 01 04 06 50 330 15.4 19.1  3.37  6.67  5.63 999 9999.0   2.8   7.1 999.0 99.0 99.00
2010 01 04 07 50 329 15.2 19.9  3.27  6.67  5.52 999 9999.0   2.7   7.1 999.0 99.0 99.00
2010 01 04 08 50 329 13.9 17.2  3.29  6.67  5.52 999 9999.0   3.6   7.1 999.0 99.0 99.00
2010 01 04 09 50 329 13.5 17.1  2.94  6.67  5.32 999 9999.0   4.4   7.1 999.0 99.0 99.00
2010 01 04 10 50 319 13.4 15.5  2.93  6.25  5.20 999 9999.0   3.9   7.1 999.0 99.0 99.00
2010 01 04 11 50 317 12.6 15.6  2.56  5.88  5.02 999 9999.0   3.6   7.1 999.0 99.0 99.00
2010 01 04 12 50 314 12.1 14.6  2.63  6.25  5.25 999 9999.0   3.5   7.1 999.0 99.0 99.00
2010 01 04 13 50 317 12.4 15.5  2.68  6.67  5.34 999 9999.0   3.4   7.1 999.0 99.0 99.00
2010 01 04 14 50 320 11.5 14.9  2.53  6.67  5.20 999 9999.0   3.4   7.1 999.0 99.0 99.00
2010 01 04 15 50 316 11.2 13.5  2.16  6.67  5.03 999 9999.0   3.3   7.1 999.0 99.0 99.00
2010 01 04 16 50 321 11.4 14.4  2.44  6.25  5.20 999 9999.0   3.4   7.1 999.0 99.0 99.00
2010 01 04 17 50 322 10.7 13.4  2.32  6.25  5.06 999 9999.0   3.5   7.1 999.0 99.0 99.00
2010 01 04 18 50 326 10.4 12.9  2.16  5.88  5.00 999 9999.0   3.2   7.1 999.0 99.0 99.00
2010 01 04 19 50 328  9.2 11.6  2.12  5.88  5.08 999 9999.0   3.1   7.1 999.0 99.0 99.00
2010 01 04 23 50 318  8.1 10.5  1.76  5.26  5.10 999 9999.0   2.4   7.1 999.0 99.0 99.00
2010 01 05 00 50 321  8.3 10.2  1.61  4.76  4.81 999 9999.0   1.9   7.1 999.0 99.0 99.00
2010 01 05 01 50 321  7.9  9.4  1.54  5.26  4.77 999 9999.0   2.1   7.1 999.0 99.0 99.00
2010 01 05 02 50 322  7.6  9.6  1.45  4.76  4.62 999 9999.0   2.0   7.1 999.0 99.0 99.00
2010 01 05 03 50 309  6.1  7.6  1.41  5.00  4.84 999 9999.0   2.0   7.0 999.0 99.0 99.00
2010 01 05 04 50 302  6.4  8.3  1.31  4.76  4.74 999 9999.0   1.8   7.0 999.0 99.0 99.00
2010 01 05 05 50 319  7.5  9.2  1.36 12.50  5.01 999 9999.0   1.7   7.0 999.0 99.0 99.00
2010 01 05 06 50 315  7.5  9.0  1.28 11.11  5.09 999 9999.0   1.6   7.0 999.0 99.0 99.00
2010 01 05 07 50 311  7.0  9.2  1.45 10.00  5.25 999 9999.0   1.5   7.0 999.0 99.0 99.00
2010 01 05 08 50 312  6.4  7.8  1.40 10.00  5.19 999 9999.0   1.4   7.0 999.0 99.0 99.00
2010 01 05 09 50 302  5.5  6.9  1.49 10.00  4.89 999 9999.0   1.3   7.1 999.0 99.0 99.00
2010 01 05 10 50 312  6.0  7.7  1.55  9.09  5.16 999 9999.0   1.3   7.1 999.0 99.0 99.00
2010 01 05 11 50 309  5.5  7.3  1.29  9.09  4.67 999 9999.0   1.2   7.1 999.0 99.0 99.00
2010 01 05 12 50 306  6.5  8.1  1.29  4.17  4.94 999 9999.0   1.3   7.0 999.0 99.0 99.00
2010 01 05 13 50 313  6.3  8.1  1.23  4.35  4.72 999 9999.0   1.4   7.0 999.0 99.0 99.00
2010 01 05 14 50 314  6.2  8.0  1.18  4.17  4.52 999 9999.0   1.7   7.0 999.0 99.0 99.00
2010 01 05 15 50 309  5.3  7.3  1.04  4.17  4.38 999 9999.0   1.7   7.0 999.0 99.0 99.00
2010 01 05 16 50 320  5.2  6.7  1.10  4.17  4.50 999 9999.0   1.6   7.0 999.0 99.0 99.00
2010 01 05 17 50 303  4.8  6.4  0.97  4.00  4.66 999 9999.0   1.3   7.0 999.0 99.0 99.00
2010 01 05 18 50 298  4.3  5.9  0.91  4.00  4.61 999 9999.0   1.7   7.0 999.0 99.0 99.00
2010 01 05 19 50 292  5.0  6.3  0.91 10.00  4.54 999 9999.0   1.9   6.8 999.0 99.0 99.00
2010 01 05 20 50 293  5.4  6.8  0.92 10.00  4.60 999 9999.0   2.0   6.8 999.0 99.0 99.00
2010 01 05 21 50 294  6.1  7.7  0.83 11.11  4.27 999 9999.0   2.1   6.8 999.0 99.0 99.00
2010 01 05 22 50 316  6.3  7.9  0.87  9.09  4.42 999 9999.0   1.7   6.9 999.0 99.0 99.00
2010 01 05 23 50 306  6.6  7.5  0.91  9.09  4.27 999 9999.0   1.6   6.8 999.0 99.0 99.00
2010 01 06 00 50 320  6.9  8.5  1.02  3.70  4.21 999 9999.0   1.3   6.8 999.0 99.0 99.00
2010 01 06 01 50 326  7.1  8.9  0.98  7.69  4.34 999 9999.0   1.7   6.8 999.0 99.0 99.00
2010 01 06 02 50 346  7.6 10.3  1.12  4.35  4.27 999 9999.0   1.7   6.7 999.0 99.0 99.00
2010 01 06 03 50 340  7.8  9.6  1.11  4.35  4.17 999 9999.0   1.4   6.7 999.0 99.0 99.00
2010 01 06 04 50 332  7.6  9.7  1.41  5.00  4.36 999 9999.0   1.3   6.8 999.0 99.0 99.00
2010 01 06 05 50 330  7.7 10.0  1.30  4.76  4.35 999 9999.0   1.3   6.8 999.0 99.0 99.00
2010 01 06 06 50 323  7.9 10.0  1.49  5.00  4.46 999 9999.0   1.2   6.7 999.0 99.0 99.00
2010 01 06 07 50 313  8.6 10.1  1.47  5.00  4.46 999 9999.0   0.8   6.7 999.0 99.0 99.00
2010 01 06 08 50 315  8.3 10.6  1.57  5.26  4.44 999 9999.0   0.8   6.7 999.0 99.0 99.00
2010 01 06 09 50 319  8.2  9.8  1.61  5.56  4.58 999 9999.0   0.5   6.7 999.0 99.0 99.00
2010 01 06 10 50 310  8.1 10.7  1.59  5.56  4.50 999 9999.0   0.5   6.7 999.0 99.0 99.00
2010 01 06 11 50 306  7.7 10.1  1.61  5.26  4.50 999 9999.0   0.4   6.7 999.0 99.0 99.00
2010 01 06 12 50 315  8.0  9.7  1.54  5.56  4.51 999 9999.0   0.4   6.7 999.0 99.0 99.00
2010 01 06 13 50 305  8.2 11.1  1.52  5.00  4.44 999 9999.0   0.7   6.7 999.0 99.0 99.00
2010 01 06 14 50 315  7.7  9.5  1.54  5.00  4.43 999 9999.0   0.9   6.7 999.0 99.0 99.00
2010 01 06 15 50 301  7.7  9.5  1.49  5.26  4.51 999 9999.0   0.9   6.7 999.0 99.0 99.00
2010 01 06 16 50 298  8.2 10.4  1.38  5.26  4.53 999 9999.0   1.1   6.7 999.0 99.0 99.00
2010 01 06 17 50 299  8.4 10.7  1.49  5.00  4.53 999 9999.0   2.0   6.7 999.0 99.0 99.00
2010 01 06 18 50 286  8.3 10.6  1.45  5.26  4.41 999 9999.0   1.3   6.7 999.0 99.0 99.00
2010 01 06 19 50 280  8.5 10.9  1.51  5.26  4.48 999 9999.0   2.0   6.7 999.0 99.0 99.00
2010 01 06 20 50 284  7.8 10.0  1.67  5.26  4.47 999 9999.0   1.5   6.7 999.0 99.0 99.00
2010 01 06 21 50 302  8.4 10.1  1.43  5.00  4.38 999 9999.0   1.6   6.7 999.0 99.0 99.00
2010 01 06 22 50 301  9.7 12.0  1.47  5.00  4.23 999 9999.0   1.7   6.7 999.0 99.0 99.00
2010 01 06 23 50 310 10.3 12.0  1.48  4.76  4.21 999 9999.0   1.5   6.7 999.0 99.0 99.00
2010 01 07 00 50 321  9.3 11.6  1.45  5.00  4.32 999 9999.0   1.4   6.7 999.0 99.0 99.00
2010 01 07 01 50 313  8.1 10.3  1.40  5.00  4.22 999 9999.0   1.2   6.7 999.0 99.0 99.00
2010 01 07 02 50 315  9.6 11.9  1.31  4.76  4.09 999 9999.0   0.7   6.7 999.0 99.0 99.00
2010 01 07 03 50 320  9.4 12.2  1.62  5.00  4.42 999 9999.0   0.4   6.7 999.0 99.0 99.00
2010 01 07 04 50 317 10.0 12.4  1.76  5.56  4.54 999 9999.0  -0.3   6.7 999.0 99.0 99.00
2010 01 07 05 50 308  9.8 11.9  1.91  5.26  4.75 999 9999.0  -0.3   6.6 999.0 99.0 99.00
2010 01 07 06 50 304 10.6 12.8  1.69  5.88  4.68 999 9999.0  -0.5   6.6 999.0 99.0 99.00
2010 01 07 07 50 310 10.9 12.9  1.82  5.26  4.67 999 9999.0  -0.6   6.6 999.0 99.0 99.00
2010 01 07 08 50 308 11.2 13.9  1.76  5.56  4.59 999 9999.0  -0.8   6.6 999.0 99.0 99.00
2010 01 07 09 50 313 10.8 13.4  1.68  5.56  4.47 999 9999.0  -0.7   6.6 999.0 99.0 99.00
2010 01 07 10 50 313 10.8 13.2  1.80  5.26  4.58 999 9999.0  -0.5   6.6 999.0 99.0 99.00
2010 01 07 11 50 312 10.7 14.4  1.70  5.00  4.55 999 9999.0  -0.4   6.6 999.0 99.0 99.00
2010 01 07 12 50 307 11.0 14.0  1.85  5.56  4.46 999 9999.0  -0.1   6.6 999.0 99.0 99.00
2010 01 07 13 50 308 11.3 14.3  1.81  5.56  4.62 999 9999.0   0.6   6.6 999.0 99.0 99.00
2010 01 07 14 50 303 11.5 14.4  1.83  5.88  4.61 999 9999.0   1.2   6.6 999.0 99.0 99.00
2010 01 07 15 50 305 11.0 13.7  2.00  5.56  4.65 999 9999.0   2.4   6.6 999.0 99.0 99.00
2010 01 07 16 50 310 11.8 14.4  1.94  5.88  4.73 999 9999.0   3.1   6.6 999.0 99.0 99.00
2010 01 07 17 50 307 11.9 15.3  2.21  5.88  4.92 999 9999.0   3.2   6.6 999.0 99.0 99.00
2010 01 07 18 50 295 11.2 13.7  2.16  5.88  4.97 999 9999.0   3.1   6.6 999.0 99.0 99.00
2010 01 07 19 50 292  9.1 10.9  1.87  5.88  4.68 999 9999.0   3.1   6.6 999.0 99.0 99.00
2010 01 07 20 50 285  7.6  9.8  1.75  5.88  4.68 999 9999.0   2.7   6.6 999.0 99.0 99.00
2010 01 07 21 50 279  7.1  9.7  1.52  5.26  4.53 999 9999.0   2.0   6.6 999.0 99.0 99.00
2010 01 07 22 50 308  6.3  8.0  1.45  5.26  4.51 999 9999.0   2.1   6.6 999.0 99.0 99.00
2010 01 07 23 50 312  7.8  9.4  1.44  5.00  4.38 999 9999.0   2.0   6.7 999.0 99.0 99.00
2010 01 08 00 50 330  7.5  9.1  1.55  5.00  4.43 999 9999.0   1.2   6.7 999.0 99.0 99.00
2010 01 08 01 50 325  7.4  9.3  1.56  4.76  4.41 999 9999.0   0.4   6.7 999.0 99.0 99.00
2010 01 08 02 50 322  7.9  9.8  1.63  5.56  4.45 999 9999.0  -0.2   6.7 999.0 99.0 99.00
2010 01 08 03 50 329  8.1 10.6  1.67  5.00  4.49 999 9999.0  -0.5   6.7 999.0 99.0 99.00
2010 01 08 04 50 316  6.9  8.5  1.56  4.76  4.47 999 9999.0  -1.0   6.7 999.0 99.0 99.00
2010 01 08 05 50 310  6.8  9.2  1.59  4.76  4.51 999 9999.0  -1.3   6.7 999.0 99.0 99.00
2010 01 08 06 50 320  6.3  8.1  1.42  5.00  4.42 999 9999.0  -1.6   6.7 999.0 99.0 99.00
2010 01 08 07 50 320  5.1  7.2  1.20  4.55  4.27 999 9999.0  -1.9   6.7 999.0 99.0 99.00
2010 01 08 08 50 324  3.1  4.6  1.08  4.76  4.28 999 9999.0  -2.2   6.7 999.0 99.0 99.00
2010 01 08 09 50 315  3.0  4.4  0.98  4.55  4.34 999 9999.0  -1.9   6.7 999.0 99.0 99.00
2010 01 08 10 50 345  2.7  4.8  0.86  4.17  4.18 999 9999.0  -2.2   6.7 999.0 99.0 99.00
2010 01 08 11 50 333  3.7  4.9  0.77  4.17  4.31 999 9999.0  -1.7   6.6 999.0 99.0 99.00
2010 01 08 12 50 355  3.0  4.4  0.75  9.09  4.44 999 9999.0  -1.5   6.6 999.0 99.0 99.00
2010 01 08 13 50 355  3.0  3.8  0.73  9.09  4.69 999 9999.0  -1.4   6.6 999.0 99.0 99.00
2010 01 08 14 50   4  2.7  4.3  0.75  8.33  4.91 999 9999.0  -1.4   6.6 999.0 99.0 99.00
2010 01 08 15 50   3  3.4  5.0  0.69  7.69  4.65 999 9999.0  -2.4   6.6 999.0 99.0 99.00
2010 01 08 16 50  11  4.4  6.0  0.67  8.33  4.48 999 9999.0  -2.2   6.6 999.0 99.0 99.00
2010 01 08 17 50   6  6.3  7.6  0.65  9.09  4.39 999 9999.0  -2.1   6.6 999.0 99.0 99.00
2010 01 08 18 50   5  6.1  7.7  0.73  8.33  3.85 999 9999.0  -1.6   6.6 999.0 99.0 99.00
2010 01 08 19 50   3  6.3  8.0  0.79  3.85  3.92 999 9999.0  -1.8   6.6 999.0 99.0 99.00
2010 01 08 20 50 353  7.6  9.2  0.86  3.85  3.76 999 9999.0  -1.9   6.4 999.0 99.0 99.00
2010 01 08 21 50 353  7.7  9.4  1.03  4.00  3.84 999 9999.0  -2.2   6.4 999.0 99.0 99.00
2010 01 08 22 50 344  8.0 10.0  0.99  3.85  3.77 999 9999.0  -1.9   6.4 999.0 99.0 99.00
2010 01 08 23 50 340  7.7  9.4  1.11  4.00  3.86 999 9999.0  -1.9   6.4 999.0 99.0 99.00
2010 01 09 00 50 344  8.2 10.5  1.07  4.17  3.87 999 9999.0  -2.3   6.4 999.0 99.0 99.00
2010 01 09 01 50 354  9.6 11.8  1.10  4.00  3.94 999 9999.0  -1.8   6.4 999.0 99.0 99.00
2010 01 09 02 50 348 10.9 13.6  1.51  4.55  4.16 999 9999.0  -1.8   6.4 999.0 99.0 99.00
2010 01 09 03 50 345 10.7 12.7  1.71  5.00  4.44 999 9999.0  -1.8   6.6 999.0 99.0 99.00
2010 01 09 04 50 352 10.3 13.1  1.68  5.26  4.46 999 9999.0  -2.0   6.4 999.0 99.0 99.00
2010 01 09 05 50 343 11.5 14.1  1.79  5.56  4.58 999 9999.0  -1.6   6.4 999.0 99.0 99.00
2010 01 09 06 50 333 11.5 14.6  1.97  5.26  4.70 999 9999.0  -1.4   6.6 999.0 99.0 99.00
2010 01 09 07 50 328 11.7 14.8  2.36  5.88  4.92 999 9999.0  -1.9   6.6 999.0 99.0 99.00
2010 01 09 08 50 335 12.1 15.4  2.34  6.25  4.97 999 9999.0  -1.6   6.6 999.0 99.0 99.00
2010 01 09 09 50 338 12.1 16.3  2.49  5.88  5.03 999 9999.0  -1.4   6.6 999.0 99.0 99.00
2010 01 09 10 50 324 11.1 14.2  2.67  6.25  5.21 999 9999.0  -1.6   6.6 999.0 99.0 99.00
2010 01 09 11 50 320 11.5 13.9  2.13  5.88  4.83 999 9999.0  -2.0   6.6 999.0 99.0 99.00
2010 01 09 12 50 322 10.6 14.1  2.00  5.88  4.73 999 9999.0  -2.6   6.6 999.0 99.0 99.00
2010 01 09 13 50 325  9.9 13.2  2.16  5.56  4.72 999 9999.0  -2.8   6.4 999.0 99.0 99.00
2010 01 09 14 50 326  9.1 12.7  1.84  5.56  4.58 999 9999.0  -3.2   6.3 999.0 99.0 99.00
2010 01 09 15 50 321  9.3 12.3  1.84  5.26  4.57 999 9999.0  -3.4   6.3 999.0 99.0 99.00
2010 01 09 16 50 324  8.0 10.1  1.59  5.00  4.36 999 9999.0  -3.9   6.3 999.0 99.0 99.00
2010 01 09 17 50 315  8.0 11.0  1.45  5.26  4.35 999 9999.0  -3.5   6.3 999.0 99.0 99.00
2010 01 09 18 50 324  8.3 10.9  1.36  4.76  4.26 999 9999.0  -3.6   6.3 999.0 99.0 99.00
2010 01 09 19 50 315  8.6 10.7  1.35  5.26  4.18 999 9999.0  -3.3   6.3 999.0 99.0 99.00
2010 01 09 20 50 310  8.3 10.9  1.40  5.00  4.19 999 9999.0  -3.3   6.3 999.0 99.0 99.00
2010 01 09 21 50 329  8.0 10.2  1.45  4.76  4.35 999 9999.0  -3.8   6.3 999.0 99.0 99.00
2010 01 09 22 50 337  8.3 11.7  1.36  5.00  4.38 999 9999.0  -3.9   6.3 999.0 99.0 99.00
2010 01 09 23 50 344  9.1 11.8  1.48  5.00  4.36 999 9999.0  -3.9   6.3 999.0 99.0 99.00
2010 01 10 00 50 341  9.1 11.8  1.56  5.26  4.35 999 9999.0  -4.4   6.3 999.0 99.0 99.00
2010 01 10 01 50 347 11.3 14.2  1.84  5.56  4.52 999 9999.0  -5.2   6.3 999.0 99.0 99.00
2010 01 10 02 50 349 10.1 12.3  2.00  5.56  4.63 999 9999.0  -6.2   6.3 999.0 99.0 99.00
2010 01 10 03 50 342  9.8 12.3  2.11  5.56  4.75 999 9999.0  -6.5   6.3 999.0 99.0 99.00
2010 01 10 04 50 334  8.9 11.9  2.02  5.88  4.81 999 9999.0  -6.8   6.3 999.0 99.0 99.00
2010 01 10 05 50 337  8.3 10.8  1.88  5.88  4.67 999 9999.0  -7.1   6.3 999.0 99.0 99.00
2010 01 10 06 50 337  8.7 11.2  1.74  5.88  4.70 999 9999.0  -7.0   6.3 999.0 99.0 99.00
2010 01 10 07 50 341  9.3 12.5  1.77  5.56  4.72 999 9999.0  -7.1   6.3 999.0 99.0 99.00
2010 01 10 08 50 342  8.8 12.3  1.58  5.56  4.57 999 9999.0  -7.0   6.3 999.0 99.0 99.00
2010 01 10 09 50 342  8.0 11.0  1.66  5.56  4.58 999 9999.0  -6.9   6.3 999.0 99.0 99.00
2010 01 10 10 50 333  8.3 11.4  1.61  5.56  4.50 999 9999.0  -7.1   6.3 999.0 99.0 99.00
2010 01 10 11 50 335  8.9 11.8  1.67  5.26  4.55 999 9999.0  -7.1   6.3 999.0 99.0 99.00
2010 01 10 12 50 341  8.6 11.0  1.59  5.26  4.49 999 9999.0  -7.0   6.3 999.0 99.0 99.00
2010 01 10 13 50 339  9.5 12.0  1.79  5.56  4.56 999 9999.0  -6.1   6.3 999.0 99.0 99.00
2010 01 10 14 50 339  9.6 12.7  1.78  5.56  4.43 999 9999.0  -5.4   6.3 999.0 99.0 99.00
2010 01 10 15 50 339  9.1 11.5  1.53  5.56  4.33 999 9999.0  -5.0   6.3 999.0 99.0 99.00
2010 01 10 16 50 329  8.6 11.1  1.63  5.26  4.44 999 9999.0  -4.8   6.3 999.0 99.0 99.00
2010 01 10 17 50 335  9.9 12.3  1.72  5.26  4.46 999 9999.0  -4.0   6.3 999.0 99.0 99.00
2010 01 10 18 50 315  7.8 10.1  1.50  5.00  4.38 999 9999.0  -3.7   6.3 999.0 99.0 99.00
2010 01 10 19 50 313  8.3 11.1  1.38  4.55  4.28 999 9999.0  -3.6   6.3 999.0 99.0 99.00
2010 01 10 20 50 316  7.6  9.9  1.25  4.35  4.13 999 9999.0  -3.4   6.2 999.0 99.0 99.00
2010 01 10 21 50 318  8.8 11.3  1.33  4.76  4.25 999 9999.0  -3.3   6.3 999.0 99.0 99.00
