YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
79 01 01 00 182 06.1 99.0 00.50 99.00 05.20 999 1034.7  04.8  06.9 999.0 99.0
79 01 01 03 189 08.5 99.0 00.70 99.00 03.90 999 1033.5  05.0  06.8 999.0 99.0
79 01 01 06 190 10.8 99.0 01.20 99.00 04.50 999 1030.9  05.2  06.8 999.0 99.0
79 01 01 09 186 11.1 99.0 01.50 99.00 05.00 999 1028.1  05.8  07.1 999.0 99.0
79 01 01 12 191 12.6 99.0 02.20 99.00 05.60 999 1025.4  05.9  07.1 999.0 99.0
79 01 01 15 202 14.9 99.0 02.70 99.00 06.10 999 1022.3  07.0  07.0 999.0 99.0
79 01 01 18 221 12.2 99.0 03.20 99.00 06.70 999 1018.8  08.5  07.0 999.0 99.0
79 01 01 21 227 10.8 99.0 02.30 99.00 06.30 999 1018.1  08.9  07.1 999.0 99.0
79 01 02 00 230 09.9 99.0 02.20 99.00 06.20 999 1018.3  08.8  07.2 999.0 99.0
79 01 02 03 209 12.8 99.0 02.00 99.00 05.30 999 1017.9  09.3  07.2 999.0 99.0
79 01 02 06 218 12.2 99.0 02.40 99.00 05.80 999 1015.6  10.0  07.2 999.0 99.0
79 01 02 09 216 11.5 99.0 02.40 99.00 06.20 999 1014.5  09.9  07.2 999.0 99.0
79 01 02 12 212 12.0 99.0 02.40 99.00 06.10 999 1014.7  10.3  07.1 999.0 99.0
79 01 02 15 197 12.8 99.0 02.10 99.00 05.40 999 1014.7  09.9  07.1 999.0 99.0
79 01 02 18 198 13.3 99.0 02.60 99.00 06.00 999 1011.3  10.1  07.2 999.0 99.0
79 01 02 21 203 12.5 99.0 02.60 99.00 06.30 999 1010.7  10.1  07.2 999.0 99.0
79 01 03 00 194 13.4 99.0 02.70 99.00 06.40 999 1009.0  10.5  07.2 999.0 99.0
79 01 03 03 193 16.6 99.0 03.30 99.00 06.60 999 1005.7  10.8  07.1 999.0 99.0
79 01 03 06 196 17.4 99.0 04.20 99.00 07.40 999 1002.1  11.0  07.0 999.0 99.0
79 01 03 09 191 16.8 99.0 04.30 99.00 07.80 999 0998.9  11.2  07.0 999.0 99.0
79 01 03 12 276 12.4 99.0 03.80 99.00 07.50 999 1003.5  04.1  07.0 999.0 99.0
79 01 03 15 288 13.1 99.0 03.50 99.00 07.10 999 1008.3  02.3  06.9 999.0 99.0
79 01 03 18 278 14.9 99.0 03.70 99.00 07.10 999 1012.5 -00.5  06.9 999.0 99.0
79 01 03 21 296 12.8 99.0 04.00 99.00 07.90 999 1017.6 -00.2  07.0 999.0 99.0
79 01 04 00 297 12.3 99.0 03.40 99.00 07.00 999 1023.2 -01.9  07.0 999.0 99.0
79 01 04 03 286 08.8 99.0 02.60 99.00 06.40 999 1028.0 -02.4  06.9 999.0 99.0
79 01 04 06 279 06.7 99.0 02.50 99.00 06.90 999 1028.9 -03.0  06.8 999.0 99.0
79 01 04 09 275 05.3 99.0 02.50 99.00 07.70 999 1030.4 -02.8  06.7 999.0 99.0
79 01 04 12 232 04.7 99.0 02.00 99.00 07.30 999 1031.9 -02.9  06.9 999.0 99.0
79 01 04 15 242 06.6 99.0 01.60 99.00 06.60 999 1032.5 -02.7  06.9 999.0 99.0
79 01 04 18 215 09.6 99.0 01.70 99.00 05.40 999 1028.6 -01.7  06.8 999.0 99.0
79 01 04 21 257 15.2 99.0 02.40 99.00 05.90 999 1027.1 -01.3  06.8 999.0 99.0
79 01 04 22 263 14.3 99.0 99.00 99.00 99.00 999 1027.6 -01.5  06.8 999.0 99.0
79 01 05 00 285 13.7 99.0 03.00 99.00 06.50 999 1029.8 -02.6  06.9 999.0 99.0
79 01 05 01 288 13.4 99.0 99.00 99.00 99.00 999 1030.6 -02.6  06.9 999.0 99.0
79 01 05 03 284 12.0 99.0 02.70 99.00 06.30 999 1031.9 -03.0  06.9 999.0 99.0
79 01 05 06 265 13.2 99.0 02.60 99.00 06.30 999 1031.9 -02.9  06.9 999.0 99.0
79 01 05 09 279 11.7 99.0 02.70 99.00 06.40 999 1031.6 -02.7  06.8 999.0 99.0
79 01 05 12 281 11.5 99.0 02.30 99.00 05.90 999 1033.3 -03.0  06.9 999.0 99.0
79 01 05 15 269 10.2 99.0 01.90 99.00 05.30 999 1035.9 -03.4  06.9 999.0 99.0
79 01 05 18 272 10.6 99.0 01.90 99.00 05.20 999 1034.8 -04.1  06.8 999.0 99.0
79 01 05 21 288 07.7 99.0 01.40 99.00 05.20 999 1035.3 -04.0  06.8 999.0 99.0
79 01 06 00 285 05.1 99.0 01.20 99.00 05.10 999 1036.6 -03.7  06.7 999.0 99.0
79 01 06 03 252 03.9 99.0 01.00 99.00 05.00 999 1036.4 -03.1  06.7 999.0 99.0
79 01 06 06 209 02.2 99.0 00.70 99.00 05.00 999 1035.3 -03.0  06.7 999.0 99.0
79 01 06 09 220 03.7 99.0 00.60 99.00 04.90 999 1034.1 -02.2  06.5 999.0 99.0
