YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
93 01 01 00 249 09.8 12.6 02.10 09.10 05.60 999 1004.1  06.8  06.0 999.0 99.0
93 01 01 01 252 08.8 10.7 02.20 10.00 05.60 999 1004.2  06.7  06.0 999.0 99.0
93 01 01 02 251 09.6 11.2 02.00 10.00 05.50 999 1004.2  07.4  06.0 999.0 99.0
93 01 01 03 261 08.5 10.1 01.90 09.10 04.90 999 1004.7  07.9  06.2 999.0 99.0
93 01 01 04 270 07.5 08.9 01.80 10.00 05.00 999 1004.8  07.5  06.1 999.0 99.0
93 01 01 05 283 07.1 08.8 01.90 10.00 05.10 999 1005.0  07.3  06.0 999.0 99.0
93 01 01 06 320 05.4 06.7 01.70 09.10 05.00 999 1005.5  06.7  06.0 999.0 99.0
93 01 01 07 325 06.4 08.9 01.70 10.00 05.30 999 1005.8  06.3  06.0 999.0 99.0
93 01 01 08 320 06.1 07.7 01.70 09.10 05.20 999 1006.1  06.3  06.0 999.0 99.0
93 01 01 09 324 05.9 07.1 01.70 09.10 05.30 999 1006.3  06.0  06.0 999.0 99.0
93 01 01 10 353 06.1 07.1 01.70 09.10 05.60 999 1006.3  06.0  06.0 999.0 99.0
93 01 01 11 024 04.9 06.0 01.60 09.10 05.10 999 1006.3  05.2  06.0 999.0 99.0
93 01 01 12 017 04.0 04.8 01.60 09.10 05.40 999 1006.4  04.7  06.0 999.0 99.0
93 01 01 13 336 01.8 02.7 01.70 08.30 05.60 999 1007.3  04.7  06.0 999.0 99.0
93 01 01 14 270 02.4 03.7 01.70 09.10 05.50 999 1008.4  04.7  06.2 999.0 99.0
93 01 01 15 294 11.3 14.4 01.80 10.00 05.40 999 1008.1  05.2  06.2 999.0 99.0
93 01 01 16 330 11.8 14.6 02.20 04.80 04.70 999 1008.3  03.3  06.0 999.0 99.0
93 01 01 17 316 12.1 15.1 02.50 06.70 05.10 999 1008.7  02.5  06.0 999.0 99.0
93 01 01 18 313 14.8 19.7 03.10 07.10 05.40 999 1008.8  02.3  06.0 999.0 99.0
93 01 01 19 312 14.6 17.9 03.40 07.70 05.60 999 1010.2  01.9  06.0 999.0 99.0
93 01 01 20 318 15.5 18.8 03.40 07.70 05.70 999 1011.7  00.2  06.0 999.0 99.0
93 01 01 21 310 13.9 17.8 03.30 07.10 05.60 999 1012.9 -00.1  06.0 999.0 99.0
93 01 01 22 305 12.2 16.2 03.50 07.70 05.90 999 1014.2 -00.3  06.0 999.0 99.0
93 01 01 23 310 13.0 15.7 03.70 08.30 06.10 999 1015.8 -00.6  06.3 999.0 99.0
93 01 02 00 314 11.7 15.1 03.20 07.70 05.80 999 1017.2 -01.0  06.3 999.0 99.0
93 01 02 01 320 12.2 15.7 03.30 08.30 05.70 999 1017.8 -01.4  06.3 999.0 99.0
93 01 02 02 328 11.7 14.8 03.10 07.70 05.70 999 1018.5 -02.1  06.3 999.0 99.0
93 01 02 03 318 11.7 15.0 02.90 07.10 05.60 999 1018.8 -02.6  06.3 999.0 99.0
93 01 02 04 312 11.3 14.5 03.00 07.70 05.60 999 1019.8 -03.1  06.3 999.0 99.0
93 01 02 05 322 11.1 14.4 02.80 07.70 05.50 999 1020.3 -03.6  06.2 999.0 99.0
93 01 02 06 315 08.9 11.7 03.10 07.70 05.90 999 1020.9 -03.8  06.0 999.0 99.0
93 01 02 07 309 08.0 10.8 02.90 07.70 06.10 999 1021.8 -03.8  06.0 999.0 99.0
93 01 02 08 308 09.0 12.7 02.50 07.10 05.60 999 1021.1 -03.5  05.9 999.0 99.0
93 01 02 09 304 07.8 10.4 02.30 07.10 05.70 999 1021.1 -03.8  05.8 999.0 99.0
93 01 02 10 287 10.2 12.5 02.10 07.10 05.30 999 1021.9 -03.4  05.8 999.0 99.0
93 01 02 11 297 11.2 13.9 02.60 06.70 05.30 999 1022.1 -03.3  05.8 999.0 99.0
93 01 02 12 299 12.6 16.4 02.60 06.20 05.10 999 1022.4 -03.1  05.8 999.0 99.0
93 01 02 13 299 11.5 14.2 02.90 06.70 05.30 999 1023.5 -03.1  05.8 999.0 99.0
93 01 02 14 304 10.6 13.2 02.50 05.90 05.20 999 1024.1 -03.3  05.8 999.0 99.0
93 01 02 15 305 10.7 13.4 02.40 07.10 05.00 999 1025.1 -03.1  05.9 999.0 99.0
93 01 02 16 320 10.9 13.6 02.30 06.70 04.90 999 1025.6 -03.0  06.0 999.0 99.0
93 01 02 17 315 13.7 16.6 02.70 06.70 05.20 999 1025.5 -03.0  05.9 999.0 99.0
93 01 02 18 320 14.0 19.0 03.00 07.10 05.40 999 1026.5 -04.0  05.9 999.0 99.0
93 01 02 19 316 13.0 16.1 03.30 07.10 05.60 999 1027.8 -04.2  05.9 999.0 99.0
93 01 02 20 316 12.6 15.7 03.10 07.10 05.60 999 1028.7 -04.6  05.8 999.0 99.0
93 01 02 21 325 11.8 15.6 03.00 06.70 05.50 999 1029.6 -04.3  05.8 999.0 99.0
93 01 02 22 312 11.4 14.6 02.80 07.10 05.50 999 1030.3 -04.1  05.8 999.0 99.0
93 01 02 23 320 11.8 16.4 03.00 07.10 05.50 999 1031.4 -04.1  05.8 999.0 99.0
93 01 03 00 326 11.5 15.3 02.80 07.10 05.40 999 1031.9 -04.2  05.7 999.0 99.0
93 01 03 01 321 11.0 14.3 02.80 07.10 05.50 999 1032.9 -04.2  05.7 999.0 99.0
93 01 03 02 325 10.0 12.2 02.40 06.70 05.00 999 1033.4 -04.1  05.7 999.0 99.0
93 01 03 03 337 10.2 12.7 02.30 06.70 04.90 999 1034.1 -04.5  05.6 999.0 99.0
93 01 03 04 335 10.0 12.3 02.30 06.20 04.90 999 1034.7 -05.1  05.6 999.0 99.0
93 01 03 05 350 09.3 11.6 02.00 06.20 04.70 999 1035.0 -05.5  05.6 999.0 99.0
93 01 03 06 356 07.8 09.9 02.10 06.20 05.00 999 1036.0 -05.8  05.6 999.0 99.0
93 01 03 07 343 07.0 09.4 02.00 06.20 05.00 999 1036.6 -05.8  05.6 999.0 99.0
93 01 03 08 003 06.7 09.3 01.60 05.90 04.80 999 1036.6 -05.5  05.6 999.0 99.0
93 01 03 09 347 05.7 08.2 01.80 05.90 04.90 999 1037.5 -05.1  05.6 999.0 99.0
93 01 03 10 010 05.4 08.0 01.60 05.90 04.70 999 1037.5 -05.3  05.6 999.0 99.0
93 01 03 11 353 03.7 06.8 01.60 05.60 04.80 999 1038.1 -05.4  05.6 999.0 99.0
93 01 03 12 032 02.7 04.8 01.50 05.60 04.60 999 1039.1 -05.3  05.6 999.0 99.0
93 01 03 13 031 03.8 05.6 01.40 05.30 04.70 999 1039.1 -05.1  05.6 999.0 99.0
93 01 03 14 015 02.1 03.5 01.20 05.30 04.40 999 1039.7 -04.7  05.6 999.0 99.0
93 01 03 15 106 00.7 01.4 01.30 06.70 04.70 999 1040.3 -03.8  05.6 999.0 99.0
93 01 03 16 128 01.3 02.1 01.10 06.70 04.70 999 1039.6 -03.4  05.8 999.0 99.0
93 01 03 17 168 01.6 03.3 01.00 06.70 04.70 999 1039.1 -03.4  05.6 999.0 99.0
93 01 03 18 184 03.1 04.8 01.00 06.70 04.80 999 1038.1 -03.1  05.6 999.0 99.0
93 01 03 19 186 05.1 07.5 00.90 06.70 04.80 999 1037.5 -02.4  05.6 999.0 99.0
93 01 03 20 186 05.5 07.4 00.80 06.20 04.90 999 1037.5 -01.6  05.7 999.0 99.0
93 01 03 21 186 06.2 08.0 00.70 06.70 04.10 999 1036.5 -00.7  05.7 999.0 99.0
93 01 03 22 193 07.3 09.1 00.80 06.20 03.70 999 1035.9  00.0  05.6 999.0 99.0
93 01 03 23 194 08.7 10.6 00.90 03.30 03.60 999 1035.2  00.9  05.6 999.0 99.0
93 01 04 00 196 09.2 11.2 01.10 04.00 03.70 999 1034.6  01.7  05.6 999.0 99.0
93 01 04 01 196 10.0 12.2 01.30 04.30 03.80 999 1033.5  02.4  05.8 999.0 99.0
93 01 04 02 191 11.1 13.2 01.60 04.80 04.10 999 1032.3  03.1  05.8 999.0 99.0
93 01 04 03 192 11.7 14.1 01.80 05.30 04.30 999 1031.4  03.5  05.9 999.0 99.0
93 01 04 04 188 12.7 15.5 02.10 05.90 04.60 999 1030.7  04.0  05.9 999.0 99.0
93 01 04 05 196 12.9 15.1 02.30 06.20 04.80 999 1029.5  04.7  05.8 999.0 99.0
93 01 04 06 194 12.1 14.4 02.50 06.20 05.00 999 1028.3  05.1  05.8 999.0 99.0
93 01 04 07 197 11.8 14.4 02.80 06.70 05.30 999 1028.0  05.5  05.8 999.0 99.0
93 01 04 08 193 11.8 14.6 02.40 07.10 05.20 999 1026.7  05.6  05.8 999.0 99.0
93 01 04 09 193 11.8 14.7 02.50 07.10 05.10 999 1025.3  06.0  05.9 999.0 99.0
93 01 04 10 193 12.1 14.2 02.60 07.10 05.20 999 1024.1  06.6  05.9 999.0 99.0
93 01 04 11 200 11.5 13.4 02.70 06.70 05.30 999 1023.3  07.1  05.9 999.0 99.0
93 01 04 12 211 11.5 13.9 02.50 07.10 05.30 999 1022.6  07.6  05.9 999.0 99.0
93 01 04 13 223 11.6 14.2 02.60 06.70 05.50 999 1022.6  07.9  05.9 999.0 99.0
93 01 04 14 225 11.0 13.5 02.40 07.10 05.20 999 1022.5  07.5  05.9 999.0 99.0
93 01 04 15 230 11.1 13.8 02.60 06.70 05.30 999 1022.7  07.5  05.9 999.0 99.0
93 01 04 16 230 10.2 12.6 02.60 07.10 05.30 999 1022.2  07.5  05.9 999.0 99.0
93 01 04 17 227 12.3 15.1 02.60 07.70 05.40 999 1020.9  07.5  05.9 999.0 99.0
93 01 04 18 217 11.7 14.4 02.70 07.70 05.40 999 1020.3  07.5  05.9 999.0 99.0
93 01 04 19 216 12.3 14.7 02.70 07.10 05.20 999 1019.5  07.9  05.9 999.0 99.0
93 01 04 20 220 12.8 15.7 02.70 06.20 05.20 999 1019.1  08.4  05.9 999.0 99.0
93 01 04 21 214 13.9 17.5 03.00 07.10 05.30 999 1018.7  08.6  05.9 999.0 99.0
93 01 04 22 218 12.9 16.8 02.70 06.20 05.10 999 1019.0  08.2  05.9 999.0 99.0
93 01 04 23 210 11.4 14.0 02.70 07.10 05.20 999 1019.3  08.2  05.9 999.0 99.0
93 01 05 00 210 13.2 16.1 02.60 07.10 05.10 999 1018.9  08.6  05.9 999.0 99.0
93 01 05 01 211 12.3 14.6 02.60 06.70 05.20 999 1018.3  08.3  05.9 999.0 99.0
93 01 05 02 210 12.8 15.0 02.50 07.10 05.20 999 1018.0  08.7  05.9 999.0 99.0
93 01 05 03 212 12.8 15.2 02.50 06.70 05.10 999 1017.3  08.7  05.9 999.0 99.0
93 01 05 04 212 12.1 14.3 02.70 06.70 05.30 999 1017.3  08.9  05.9 999.0 99.0
93 01 05 05 214 11.7 14.2 02.50 06.70 05.30 999 1016.5  08.9  05.9 999.0 99.0
93 01 05 06 211 09.8 11.9 02.60 07.10 05.30 999 1016.3  08.6  05.9 999.0 99.0
93 01 05 07 212 08.1 09.2 02.20 07.10 05.20 999 1015.8  08.2  05.9 999.0 99.0
93 01 05 08 210 08.3 10.0 02.20 07.10 05.10 999 1015.0  08.3  05.9 999.0 99.0
93 01 05 09 203 10.9 12.5 02.50 07.10 05.20 999 1013.3  08.7  05.9 999.0 99.0
93 01 05 10 194 12.4 15.0 02.50 06.70 05.00 999 1011.8  09.4  05.9 999.0 99.0
93 01 05 11 196 13.1 15.3 02.70 07.70 05.40 999 1010.9  09.5  05.9 999.0 99.0
93 01 05 12 200 14.1 17.4 03.00 07.70 05.50 999 1010.0  10.2  05.9 999.0 99.0
93 01 05 13 197 14.2 17.3 03.30 07.70 05.70 999 1009.3  10.2  05.9 999.0 99.0
93 01 05 14 193 13.2 16.2 03.30 07.70 05.80 999 1008.2  09.7  05.9 999.0 99.0
93 01 05 15 191 14.5 18.1 03.60 07.70 05.90 999 1007.2  10.2  05.9 999.0 99.0
93 01 05 16 195 14.7 18.4 03.50 08.30 05.80 999 1005.7  09.9  05.9 999.0 99.0
93 01 05 17 199 13.5 16.1 03.80 08.30 06.10 999 1004.6  09.8  05.9 999.0 99.0
93 01 05 18 196 14.2 16.9 04.10 08.30 06.50 999 1002.4  09.7  05.9 999.0 99.0
93 01 05 19 210 16.7 20.5 04.20 08.30 06.40 999 1001.8  10.2  05.9 999.0 99.0
