YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
92 01 14 01 320 02.0 02.4 99.00 99.00 99.00 999 1008.3  06.6  06.4 999.0 99.0
92 01 14 02 224 01.9 02.4 00.90 04.80 04.40 999 1008.8  06.3  06.4 999.0 99.0
92 01 14 03 287 00.8 01.1 00.90 05.00 04.50 999 1008.6  06.3  06.4 999.0 99.0
92 01 14 04 118 01.5 01.7 00.80 05.00 04.30 999 1008.0  06.1  06.4 999.0 99.0
92 01 14 05 166 03.3 03.9 00.80 04.80 04.20 999 1007.6  06.3  06.4 999.0 99.0
92 01 14 06 176 04.0 04.8 00.70 05.00 04.20 999 1007.5  06.4  06.4 999.0 99.0
92 01 14 07 168 02.1 02.8 00.70 04.30 04.30 999 1007.7  06.4  06.0 999.0 99.0
92 01 14 08 117 02.7 03.2 00.70 12.50 04.40 999 1006.4  06.3  05.9 999.0 99.0
92 01 14 09 093 03.2 04.0 00.60 04.50 04.60 999 1005.5  06.3  05.9 999.0 99.0
92 01 14 10 119 02.6 03.0 00.60 11.10 04.70 999 1005.4  06.3  05.9 999.0 99.0
92 01 14 11 090 06.0 07.1 99.00 99.00 99.00 999 1004.1  06.3  05.9 999.0 99.0
92 01 14 12 107 07.9 09.6 99.00 99.00 99.00 999 1003.1  06.3  05.9 999.0 99.0
92 01 14 14 109 10.2 13.0 01.10 04.30 03.60 999 1000.6  06.7  05.9 999.0 99.0
92 01 14 15 117 11.0 12.9 01.50 04.30 04.00 999 0998.8  07.0  05.9 999.0 99.0
92 01 14 16 124 13.4 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
92 01 14 17 121 13.5 17.2 02.20 05.30 04.40 999 0992.3  06.7  05.9 999.0 99.0
92 01 14 18 122 14.8 18.0 02.40 05.90 04.70 999 0988.0  07.5  05.9 999.0 99.0
92 01 14 19 130 14.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
92 01 14 20 148 14.2 17.3 03.00 07.10 05.30 999 0982.7  09.1  05.9 999.0 99.0
92 01 14 21 180 16.2 20.6 03.10 06.70 05.50 999 0982.2  10.4  05.9 999.0 99.0
92 01 14 22 180 11.5 13.9 03.60 07.70 05.90 999 0981.9  10.2  06.0 999.0 99.0
92 01 14 23 180 10.5 12.5 03.20 07.70 05.80 999 0981.2  09.6  06.0 999.0 99.0
92 01 15 00 191 09.7 11.8 99.00 99.00 99.00 999 0981.5  09.4  06.2 999.0 99.0
92 01 15 01 195 10.7 14.3 99.00 99.00 99.00 999 0981.1  09.5  06.3 999.0 99.0
92 01 15 04 205 13.5 99.0 99.00 99.00 99.00 999 0979.0  09.0  06.3 999.0 99.0
92 01 15 06 244 17.4 21.4 99.00 99.00 99.00 999 0979.9  06.5  06.3 999.0 99.0
92 01 15 08 262 18.0 22.3 99.00 99.00 99.00 999 0983.7  01.6  06.1 999.0 99.0
92 01 15 10 254 18.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
92 01 15 11 260 18.5 23.7 07.40 10.00 08.40 999 0988.8 -01.0  06.0 999.0 99.0
92 01 15 13 268 18.5 22.8 06.90 10.00 08.20 999 0992.9 -00.9  06.0 999.0 99.0
92 01 15 14 274 17.6 99.0 99.00 99.00 99.00 999 9999.0 -01.5 999.0 999.0 99.0
92 01 15 15 274 18.0 22.6 06.30 10.00 07.70 999 0996.8 -02.1  06.3 999.0 99.0
92 01 15 16 283 16.8 99.0 99.00 99.00 99.00 999 0997.4 -02.1  06.3 999.0 99.0
92 01 15 17 281 16.2 19.9 99.00 99.00 99.00 999 0998.1 -02.2  06.3 999.0 99.0
92 01 15 18 283 15.2 20.9 99.00 99.00 99.00 999 0999.2 -01.9  06.0 999.0 99.0
92 01 15 19 280 13.8 99.0 99.00 99.00 99.00 999 1000.1 -02.0 999.0 999.0 99.0
92 01 15 20 276 13.7 18.0 99.00 99.00 99.00 999 1001.1 -01.8  06.0 999.0 99.0
92 01 15 21 279 13.7 17.7 04.80 09.10 07.10 999 1002.2 -01.8  06.0 999.0 99.0
92 01 15 23 287 14.0 18.4 99.00 99.00 99.00 999 1003.9 -01.9  06.3 999.0 99.0
92 01 16 00 282 12.1 15.4 99.00 99.00 99.00 999 1004.6 -02.2  06.2 999.0 99.0
92 01 16 01 284 13.2 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
92 01 16 02 279 12.4 15.6 03.60 09.10 06.30 999 1004.7 -03.0  06.2 999.0 99.0
92 01 16 03 285 12.5 15.9 03.50 07.70 06.10 999 1004.7 -03.1  06.2 999.0 99.0
92 01 16 04 282 12.5 15.9 99.00 99.00 99.00 999 1004.6 -03.4  06.2 999.0 99.0
92 01 16 05 278 11.5 14.9 99.00 99.00 99.00 999 1004.7 -03.7  06.3 999.0 99.0
92 01 16 06 289 09.7 13.0 99.00 99.00 99.00 999 1004.4 -03.9  06.0 999.0 99.0
92 01 16 07 283 08.6 10.8 03.10 07.70 05.80 999 1004.3 -04.1  06.0 999.0 99.0
92 01 16 08 281 09.5 12.4 02.80 07.10 05.80 999 1003.8 -03.9  06.0 999.0 99.0
92 01 16 09 274 09.2 11.9 02.40 07.10 05.50 999 1002.8 -04.2  06.1 999.0 99.0
92 01 16 10 273 08.5 10.8 02.40 06.70 05.60 999 1002.4 -04.2  06.0 999.0 99.0
92 01 16 11 268 06.2 08.8 02.10 06.20 05.50 999 1001.9 -04.2  06.0 999.0 99.0
92 01 16 12 288 07.5 09.3 02.00 11.10 05.40 999 1001.8 -04.3  06.0 999.0 99.0
92 01 16 13 293 06.7 08.7 02.00 11.10 05.50 999 1001.6 -04.7  06.0 999.0 99.0
92 01 16 14 319 06.7 09.0 01.80 10.00 05.30 999 1001.2 -05.0  06.0 999.0 99.0
92 01 16 15 340 07.6 10.0 01.70 11.10 04.90 999 1000.1 -05.0  06.0 999.0 99.0
92 01 16 16 329 08.3 10.5 01.60 11.10 04.50 999 0999.1 -05.0  06.0 999.0 99.0
92 01 16 17 305 07.0 09.6 01.60 05.30 04.50 999 0998.2 -05.5  05.9 999.0 99.0
92 01 16 18 311 07.0 08.9 01.40 11.10 04.50 999 0997.8 -05.2  05.9 999.0 99.0
92 01 16 19 332 10.5 13.1 01.40 04.80 04.30 999 0997.5 -06.1  05.9 999.0 99.0
92 01 16 20 324 12.5 15.5 01.80 05.30 04.40 999 0997.8 -06.6  05.9 999.0 99.0
92 01 16 21 325 10.7 13.8 01.90 05.30 04.50 999 0998.7 -07.0  05.9 999.0 99.0
92 01 16 22 320 11.3 15.2 01.90 05.90 04.60 999 0999.2 -07.2  05.9 999.0 99.0
92 01 16 23 329 11.3 14.9 02.00 05.60 04.70 999 1000.2 -07.4  05.9 999.0 99.0
92 01 17 00 310 13.7 17.5 02.40 06.20 05.00 999 1001.0 -07.1  05.9 999.0 99.0
92 01 17 01 326 13.6 16.7 03.00 06.70 05.60 999 1002.4 -08.4  05.9 999.0 99.0
92 01 17 02 318 12.8 17.2 03.70 07.10 05.90 999 1003.6 -09.3  05.9 999.0 99.0
92 01 17 03 302 11.2 99.0 99.00 99.00 99.00 999 9999.0 -09.3 999.0 999.0 99.0
92 01 17 04 286 12.2 16.2 03.80 08.30 06.10 999 1004.7 -09.8  05.9 999.0 99.0
92 01 17 07 289 12.3 15.7 03.10 07.70 05.70 999 1006.3 -09.7  05.9 999.0 99.0
