YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 01 01 00 00  23  6.3  8.1  1.28 11.11  6.29 999 1012.3  -2.4   6.2  -7.2 99.0 99.00
2006 01 01 01 00  54  4.6  6.1  1.19 11.11  5.58 999 1012.9  -2.1   6.2  -6.5 99.0 99.00
2006 01 01 02 00  52  5.5  7.1  0.99 10.00  5.37 999 1012.1  -1.9   6.2  -6.3 99.0 99.00
2006 01 01 03 00  62  5.9  7.0  1.00 10.00  5.37 999 1011.8  -1.6   6.0  -5.8 99.0 99.00
2006 01 01 04 00  55  6.2  8.0  1.05 10.00  5.43 999 1011.0  -1.2   6.0  -5.7 99.0 99.00
2006 01 01 05 00  40  8.4 10.6  1.15 10.00  5.24 999 1009.9  -0.7   6.0  -4.6 99.0 99.00
2006 01 01 06 00  42  8.3  9.9  1.33 10.00  4.82 999 1010.2  -0.7   6.2  -4.2 99.0 99.00
2006 01 01 07 00  35  8.8 10.6 99.00 99.00 99.00 999 1010.4  -0.5   6.2  -4.0 99.0 99.00
2006 01 01 08 00  34  8.8 11.2  1.70  9.09  4.90 999 1011.1  -1.1   6.3  -3.0 99.0 99.00
2006 01 01 09 00  16  8.6 11.2  1.72  4.76  4.84 999 1012.1  -1.8   6.2  -3.4 99.0 99.00
2006 01 01 10 00   4  9.3 11.1  1.71  4.76  4.75 999 1013.1  -2.1   6.2  -4.1 99.0 99.00
2006 01 01 11 00 360  9.1 10.5  1.70  5.00  4.80 999 1013.7  -2.3   6.2  -4.0 99.0 99.00
2006 01 01 12 00   2  8.8 11.8  1.56  4.76  4.62 999 1014.0  -1.9   6.2  -4.0 99.0 99.00
2006 01 01 13 00   4  8.1 10.0  1.39  4.35  4.43 999 1014.5  -1.8   6.2  -3.7 99.0 99.00
2006 01 01 14 00  15  7.1  8.8  1.30  4.76  4.39 999 1014.9  -1.4   6.2  -3.8 99.0 99.00
2006 01 01 15 00  15  6.3  8.3  1.31  4.55  4.32 999 1015.6  -1.1   6.2  -4.2 99.0 99.00
2006 01 01 16 00   3  7.1  9.5  1.38  5.00  4.48 999 1015.6  -0.8   6.2  -3.6 99.0 99.00
2006 01 01 17 00 350  5.9  7.7  1.27  5.26  4.39 999 1015.6  -1.1   6.2  -3.9 99.0 99.00
2006 01 01 18 00 358  4.9  6.8  1.19  5.00  4.37 999 1015.7  -1.0   6.2  -4.4 99.0 99.00
2006 01 01 19 00 352  5.2  7.3  1.10 10.00  4.59 999 1016.4  -1.0   6.2  -4.7 99.0 99.00
2006 01 01 20 00 360  4.6  6.4  1.18  9.09  4.66 999 1017.3  -1.0   6.2  -4.9 99.0 99.00
2006 01 01 21 00  14  4.5  6.2  1.13 10.00  4.77 999 1018.7  -0.8   6.2  -4.3 99.0 99.00
2006 01 01 22 00  10  4.1  5.7  1.11  9.09  4.74 999 1019.4  -0.8   6.2  -4.3 99.0 99.00
2006 01 01 23 00  19  3.2  4.7  1.04  8.33  4.92 999 1019.6  -0.6   6.2  -4.1 99.0 99.00
2006 01 02 00 00   2  2.8  4.2  1.02  9.09  4.94 999 1020.4  -0.3   6.2  -4.0 99.0 99.00
2006 01 02 01 00 321  2.2  3.5  0.95 10.00  4.98 999 1021.0  -0.3   6.2  -4.2 99.0 99.00
2006 01 02 02 00 295  1.4  2.5  0.98  5.88  5.07 999 1021.0   0.0   6.2  -4.5 99.0 99.00
2006 01 02 03 00 277  1.2  2.5  0.95  5.88  5.05 999 1021.0   0.0   6.1  -3.6 99.0 99.00
2006 01 02 04 00 307  1.4  2.3  0.92  5.56  5.01 999 1021.0   0.1   6.0  -4.3 99.0 99.00
2006 01 02 05 00 267  3.0  4.3  0.86  5.88  5.06 999 1020.5   0.5   6.2  -3.6 99.0 99.00
2006 01 02 06 00 268  3.4  4.7  0.82  5.00  5.08 999 1020.4   0.5   6.3  -3.4 99.0 99.00
2006 01 02 07 00 271  5.0  6.2  0.82  5.26  5.32 999 1021.0   0.8   6.3  -3.1 99.0 99.00
2006 01 02 08 00 268  5.0  6.5  0.82  9.09  5.68 999 1021.4   0.9   6.2  -2.8 99.0 99.00
2006 01 02 09 00 270  4.0  5.5  0.86  9.09  5.63 999 1021.4   0.9   6.3  -2.6 99.0 99.00
2006 01 02 10 00 259  4.9  6.0  0.87  9.09  5.97 999 1021.4   1.5   6.3  -1.9 99.0 99.00
2006 01 02 11 00 287  5.4  6.7  0.99  8.33  5.56 999 1021.4   1.6   6.3  -1.0 99.0 99.00
2006 01 02 12 00 268  5.4  6.5  1.00  7.69  5.63 999 1021.5   1.7   6.3  -1.1 99.0 99.00
2006 01 02 13 00 291  5.8  7.0  1.01 10.00  5.13 999 1021.7   2.0   6.3  -1.3 99.0 99.00
2006 01 02 14 00 300  6.3  8.3  1.01  8.33  5.28 999 1022.0   2.3   6.3  -1.0 99.0 99.00
2006 01 02 15 00 291  5.4  6.8  0.95 10.00  4.84 999 1022.6   2.1   6.2  -1.7 99.0 99.00
2006 01 02 16 00 304  3.9  5.1  0.89  9.09  4.92 999 1021.9   2.2   6.3  -1.7 99.0 99.00
2006 01 02 17 00 315  5.2  6.9  0.81  9.09  4.78 999 1021.5   2.6   6.3  -2.4 99.0 99.00
2006 01 02 18 00 312  4.1  5.2 99.00 99.00 99.00 999 1021.3   2.7   6.3  -3.1 99.0 99.00
2006 01 02 19 00 310  4.5  5.8  0.81  9.09  4.95 999 1021.5   2.9   6.3  -2.6 99.0 99.00
2006 01 02 20 00 316  4.7  5.9  0.77  9.09  4.65 999 1022.0   3.1   6.3  -2.5 99.0 99.00
2006 01 02 21 00 288  4.5  5.5  0.88  9.09  5.02 999 1022.1   3.2   6.3  -2.5 99.0 99.00
2006 01 02 22 00 299  3.2  4.8  0.85  8.33  5.21 999 1022.6   3.2   6.3  -2.3 99.0 99.00
2006 01 02 23 00 294  2.5  3.4  0.86  9.09  5.49 999 1022.6   3.3   6.3  -3.3 99.0 99.00
2006 01 03 00 00 294  1.9  2.6  0.84  7.69  5.75 999 1023.1   3.5   6.3  -2.8 99.0 99.00
2006 01 03 01 00 329  2.4  3.2  0.78  9.09  5.95 999 1023.4   3.6   6.2  -3.6 99.0 99.00
2006 01 03 02 00 341  1.8  2.6  0.71  9.09  5.85 999 1023.5   3.9   6.2  -3.9 99.0 99.00
2006 01 03 03 00 354  1.3  2.2  0.75  9.09  5.79 999 1022.7   3.7   6.0  -3.9 99.0 99.00
2006 01 03 04 00  17  2.3  3.3  0.65  9.09  5.67 999 1022.1   3.6   6.0  -3.8 99.0 99.00
2006 01 03 05 00  43  2.0  3.3  0.60 10.00  5.65 999 1021.5   3.6   6.0  -4.3 99.0 99.00
2006 01 03 06 00  74  3.1  3.7  0.60  9.09  5.82 999 1021.1   3.6   6.0  -3.4 99.0 99.00
2006 01 03 07 00  73  5.7  7.1  0.53  9.09  6.01 999 1021.1   3.6   6.0  -1.4 99.0 99.00
2006 01 03 08 00  85  6.5  8.1  0.62  9.09  5.84 999 1021.1   3.4   6.0  -1.7 99.0 99.00
2006 01 03 09 00  81  7.4  8.9  0.76  8.33  4.57 999 1020.9   3.2   6.2  -1.6 99.0 99.00
2006 01 03 10 00  80  7.9  9.7  0.83  9.09  3.90 999 1020.9   2.9   6.2  -1.6 99.0 99.00
2006 01 03 11 00  83  8.5 10.2  1.09  3.70  4.20 999 1020.8   2.8   6.2  -1.5 99.0 99.00
2006 01 03 12 00  74  9.3 11.2  1.25  4.00  4.13 999 1020.5   2.7   6.2  -1.5 99.0 99.00
2006 01 03 13 00  69 10.6 12.6  1.42  4.35  4.27 999 1019.4   2.4   6.2  -1.5 99.0 99.00
2006 01 03 14 00  66 11.0 12.5  1.50  4.55  4.23 999 1019.4   2.2   6.2  -1.9 99.0 99.00
2006 01 03 15 00  67 11.4 13.4  1.75  4.76  4.34 999 1019.5   2.1   6.2  -2.7 99.0 99.00
2006 01 03 16 00  63 11.4 13.7  1.90  5.00  4.52 999 1018.8   2.1   6.2  -1.9 99.0 99.00
2006 01 03 17 00  61 11.0 12.8  2.04  5.56  4.64 999 1018.2   1.9   5.9  -2.5 99.0 99.00
2006 01 03 18 00  44 11.5 13.8  2.08  5.56  4.73 999 1017.1   1.6   6.0  -2.2 99.0 99.00
2006 01 03 19 00  43 11.9 14.3  2.29  5.88  4.91 999 1016.7   1.9   6.1  -2.4 99.0 99.00
2006 01 03 20 00  46 11.5 13.9  2.49  5.88  5.02 999 1017.4   2.1   6.2  -2.2 99.0 99.00
2006 01 03 21 00  58 11.8 14.2  2.60  6.25  5.08 999 1017.7   2.4   6.3  -2.1 99.0 99.00
2006 01 03 22 00  56 11.6 13.9  2.57  6.25  5.20 999 1017.8   2.3   6.3  -1.7 99.0 99.00
2006 01 03 23 00  50 11.8 14.7  2.63  5.88  5.37 999 1017.9   2.3   6.3  -2.3 99.0 99.00
2006 01 04 00 00  50 12.4 14.6  2.77  6.25  5.40 999 1018.2   2.6   6.3  -2.2 99.0 99.00
2006 01 04 01 00  47 12.3 16.2  2.95  6.67  5.50 999 1018.0   2.8   6.3  -1.8 99.0 99.00
2006 01 04 02 00  43 13.2 15.8  3.00  6.25  5.41 999 1017.7   2.9   6.3  -3.1 99.0 99.00
2006 01 04 03 00  48 12.5 15.4  3.08  6.67  5.52 999 1017.6   2.9   6.3  -3.5 99.0 99.00
2006 01 04 04 00  44 12.4 15.1  2.94  7.14  5.61 999 1017.1   2.9   6.3  -3.9 99.0 99.00
2006 01 04 05 00  43 12.2 15.0  3.03  7.14  5.59 999 1016.7   3.0   6.3  -2.7 99.0 99.00
2006 01 04 06 00  43 12.2 14.7  3.15  7.14  5.59 999 1016.3   2.8   6.3  -2.7 99.0 99.00
2006 01 04 07 00  43 11.8 14.8  3.02  7.14  5.73 999 1016.4   3.0   6.3  -2.5 99.0 99.00
2006 01 04 08 00  46 11.4 13.7  3.28  7.14  5.93 999 1016.6   3.0   6.3  -3.1 99.0 99.00
2006 01 04 09 00  44 11.3 14.0  3.38  8.33  6.22 999 1016.4   3.0   6.3  -2.8 99.0 99.00
2006 01 04 10 00  53 10.5 12.7  3.43  9.09  6.19 999 1016.5   2.8   6.3  -2.7 99.0 99.00
2006 01 04 11 00  49 10.3 12.3  3.43  9.09  6.34 999 1016.3   2.5   6.3  -1.9 99.0 99.00
2006 01 04 12 00  47 10.4 12.5  3.22  9.09  6.22 999 1016.8   2.4   6.3  -1.5 99.0 99.00
2006 01 04 13 00  47  9.3 11.4  3.46  9.09  6.51 999 1018.0   2.4   6.3  -1.5 99.0 99.00
2006 01 04 14 00  38  9.2 11.8  3.22  9.09  6.59 999 1018.1   2.3   6.3  -2.0 99.0 99.00
2006 01 04 15 00  30 10.3 12.1  3.41 10.00  6.41 999 1017.7   2.4   6.3  -0.6 99.0 99.00
2006 01 04 16 00  40  9.9 12.1  3.60 11.11  6.74 999 1016.5   2.1   6.3  -1.1 99.0 99.00
2006 01 04 17 00  54 10.1 12.0  3.20 11.11  6.47 999 1014.9   2.0   6.3  -1.6 99.0 99.00
2006 01 04 18 00  42  8.9 10.8  3.61 10.00  7.06 999 1014.4   2.0   6.3  -1.5 99.0 99.00
2006 01 04 19 00  42  8.9 10.5  3.84 11.11  7.47 999 1013.6   2.1   6.3  -1.7 99.0 99.00
2006 01 04 20 00  52  9.2 11.7  3.90 11.11  7.45 999 1013.0   2.4   6.3  -1.1 99.0 99.00
2006 01 04 21 00  51  9.7 11.4  3.91 11.11  7.54 999 1012.6   2.5   6.3  -1.2 99.0 99.00
2006 01 04 22 00  47  9.5 11.9  4.02 11.11  7.48 999 1012.1   2.7   6.3  -0.8 99.0 99.00
2006 01 04 23 00  56  8.9 11.3  3.77 11.11  7.38 999 1012.0   3.0   6.3  -1.1 99.0 99.00
2006 01 05 00 00  64  8.8 10.2  3.63 12.50  7.25 999 1011.8   3.0   6.3  -1.3 99.0 99.00
2006 01 05 01 00  47  7.0  9.1  3.81 11.11  7.55 999 1011.7   3.0   6.3  -1.1 99.0 99.00
2006 01 05 02 00  35  7.5  9.7  3.52 12.50  7.32 999 1011.0   3.0   6.3  -1.4 99.0 99.00
2006 01 05 03 00  30  8.0  9.8  3.10 12.50  6.98 999 1010.3   2.4   6.2  -0.3 99.0 99.00
2006 01 05 04 00  41  7.3  8.9  3.05 11.11  6.95 999 1009.3   2.4   6.2   0.3 99.0 99.00
2006 01 05 05 00  30  6.4  7.8  3.06 11.11  7.04 999 1008.5   2.0   6.2  -0.1 99.0 99.00
2006 01 05 06 00  15  6.0  7.7  3.20 11.11  7.49 999 1008.1   2.0   6.2   0.2 99.0 99.00
2006 01 05 07 00   5  6.3  7.6  3.74 12.50  8.40 999 1007.8   1.6   6.2   0.0 99.0 99.00
2006 01 05 08 00 358  7.6  9.5  3.49 11.11  7.96 999 1007.8   0.5   6.3  -0.8 99.0 99.00
2006 01 05 09 00   8  6.4  7.9  3.81 11.11  8.19 999 1007.1   0.5   6.2  -0.6 99.0 99.00
2006 01 05 10 00  16  5.6  7.4  3.44 12.50  7.94 999 1006.7   1.2   6.0  -0.1 99.0 99.00
2006 01 05 11 00  42  5.3  7.6  3.70 11.11  8.48 999 1006.4   1.7   6.0   0.1 99.0 99.00
2006 01 05 12 00  72  4.7  6.2  3.40 11.11  8.20 999 1006.4   2.1   6.0   0.2 99.0 99.00
2006 01 05 13 00  86  5.3  6.6  3.20 12.50  8.27 999 1006.3   2.5   6.0   0.2 99.0 99.00
2006 01 05 14 00 134  4.6  6.7  2.99 11.11  8.06 999 1006.4   3.2   6.2   0.2 99.0 99.00
2006 01 05 15 00 142  5.2  6.8  2.59 12.50  7.79 999 1005.6   3.2   6.2   0.7 99.0 99.00
2006 01 05 16 00 167  5.9  7.4  2.70 12.50  8.18 999 1004.3   3.6   6.1   1.3 99.0 99.00
2006 01 05 17 00 185  6.7  8.0  2.57 12.50  7.80 999 1003.2   3.9   6.2   1.8 99.0 99.00
2006 01 05 18 00 177  7.7  9.0  2.31 11.11  6.90 999 1002.3   4.0   6.2   2.1 99.0 99.00
2006 01 05 19 00 177  8.4 10.1  2.59 11.11  7.20 999 1001.9   4.5   6.2   3.2 99.0 99.00
2006 01 05 20 00 173  7.5  9.3  2.72 11.11  7.06 999 1001.7   5.1   6.1   3.8 99.0 99.00
2006 01 05 21 00 184  8.9 10.6  2.89 11.11  7.36 999 1001.4   5.6   6.0   4.5 99.0 99.00
2006 01 05 22 00 211  8.3 10.4  3.04 11.11  7.45 999 1001.3   5.8   6.0   4.9 99.0 99.00
2006 01 05 23 00 251  8.2 10.0  2.72 11.11  6.94 999 1001.7   5.2   6.0   3.1 99.0 99.00
2006 01 06 00 00 254  7.3 10.7  2.81 11.11  7.22 999 1002.4   4.1   6.0   2.1 99.0 99.00
2006 01 06 01 00 272  6.4  8.4  2.44 11.11  6.69 999 1002.5   3.3   6.0   1.2 99.0 99.00
2006 01 06 02 00 266  5.7  7.3  2.27 10.00  6.68 999 1003.0   3.8   6.2   1.4 99.0 99.00
2006 01 06 03 00 261  6.7  8.3  1.86  9.09  5.98 999 1003.2   3.6   6.2   1.3 99.0 99.00
2006 01 06 04 00 265  6.0  7.4  1.72 11.11  5.74 999 1003.5   3.9   6.2   1.6 99.0 99.00
2006 01 06 05 00 253  5.6  7.6  1.75 11.11  5.94 999 1003.2   4.1   6.2   1.9 99.0 99.00
2006 01 06 06 00 280  4.1  5.3  1.59 11.11  5.73 999 1003.1   4.0   6.2   1.7 99.0 99.00
2006 01 06 07 00 251  4.5  6.4  1.30 11.11  5.35 999 1003.9   4.0   6.3   1.2 99.0 99.00
2006 01 06 08 00 270  3.8  5.2  1.40 11.11  6.04 999 1004.0   3.9   6.3   1.3 99.0 99.00
2006 01 06 09 00 244  3.4  4.6  1.45 10.00  6.40 999 1004.1   3.8   6.3   1.2 99.0 99.00
2006 01 06 10 00 266  2.0  3.2  1.48 10.00  6.75 999 1004.1   3.7   6.3   1.1 99.0 99.00
2006 01 06 11 00 322  2.4  3.2  1.55 10.00  7.28 999 1004.0   3.8   6.3   1.2 99.0 99.00
