YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 01 04 01 127 14.8 21.0  4.90  9.09  6.89 999  997.7   8.7   5.6 999.0 99.0
1999 01 04 02 157 16.8 21.0  5.82 10.00  7.49 999  996.7  10.3   5.6 999.0 99.0
1999 01 04 03 165 13.6 16.8  5.57  9.09  7.35 999  997.0   9.5   5.8 999.0 99.0
1999 01 04 04 182 11.5 13.7  4.60 10.00  6.94 999  997.8   8.3   5.8 999.0 99.0
1999 01 04 05 208 11.2 13.1  4.52 10.00  7.35 999  998.3   7.7   5.8 999.0 99.0
1999 01 04 06 229 11.3 13.9  5.60 11.11  8.35 999  998.7   6.0   5.8 999.0 99.0
1999 01 04 07 235 13.0 15.6  4.99 11.11  8.11 999 1000.8   4.3   5.8 999.0 99.0
1999 01 04 08 235 13.0 16.3  4.63 11.11  7.92 999 1002.0   4.4   5.6 999.0 99.0
1999 01 04 09 234 11.6 14.4  4.46 11.11  7.73 999 1003.0   4.7   5.6 999.0 99.0
1999 01 04 10 234 12.0 15.0  4.40 11.11  7.56 999 1003.8   5.1   5.8 999.0 99.0
1999 01 04 11 238 12.2 14.7  4.06 11.11  7.26 999 1005.1   5.0   5.8 999.0 99.0
1999 01 04 12 237 10.0 12.2  4.19 12.50  7.31 999 1006.0   4.7   5.8 999.0 99.0
1999 01 04 13 240  9.6 11.6  4.12 12.50  7.49 999 1007.0   4.5   5.8 999.0 99.0
1999 01 04 14 251 10.1 13.4  4.11 12.50  7.55 999 1007.5   4.0   5.8 999.0 99.0
1999 01 04 15 250 12.0 99.0  4.02 12.50  7.66 999 1008.5 999.0   5.6 999.0 99.0
1999 01 04 16 255 12.8 15.5  4.67 12.50  8.04 999 1008.6   1.7   5.6 999.0 99.0
1999 01 04 17 252 12.2 15.5  4.83 12.50  7.76 999 1009.3    .8   5.7 999.0 99.0
1999 01 04 18 246 11.9 15.8  4.66 12.50  7.80 999 1009.8    .1   5.8 999.0 99.0
1999 01 04 19 250 11.1 15.0  4.85 12.50  7.86 999 1009.8   -.3   5.6 999.0 99.0
1999 01 04 20 241 12.4 16.1  4.52 12.50  7.82 999 1010.7   -.3   5.6 999.0 99.0
1999 01 04 21 256 12.0 14.7  4.41 12.50  7.47 999 1010.9   -.3   5.6 999.0 99.0
1999 01 04 22 250 10.8 13.8  4.08 12.50  7.24 999 1011.6   -.3   5.6 999.0 99.0
1999 01 04 23 254 10.8 13.8  3.68 12.50  7.03 999 1012.8   -.2   5.6 999.0 99.0
1999 01 05 00 254 10.8 13.2  3.52 12.50  6.84 999 1013.5   -.3   5.6 999.0 99.0
1999 01 05 01 263 11.9 15.8  3.26 12.50  6.44 999 1013.7   -.3   5.6 999.0 99.0
1999 01 05 02 256 11.6 16.1  3.07 12.50  6.34 999 1014.1   -.8   5.6 999.0 99.0
1999 01 05 03 254 12.3 16.0  3.04 11.11  6.26 999 1014.2  -1.1   5.6 999.0 99.0
1999 01 05 04 248 11.3 14.8  3.06  6.67  6.17 999 1014.4  -1.1   5.6 999.0 99.0
1999 01 05 05 251 11.5 13.7  3.13 10.00  6.23 999 1014.6  -1.2   5.6 999.0 99.0
1999 01 05 06 250 11.5 14.4  3.47 10.00  6.66 999 9999.0  -1.5   5.6 999.0 99.0
1999 01 05 07 244 10.9 15.5  3.61 10.00  7.00 999 1015.0  -1.7   5.5 999.0 99.0
1999 01 05 08 247 11.9 14.2  3.44 10.00  6.68 999 1015.4  -1.9   5.6 999.0 99.0
1999 01 05 09 247 11.4 14.8  3.51 10.00  6.45 999 1016.2  -2.3   5.6 999.0 99.0
1999 01 05 10 240  9.7 12.7  3.00 10.00  6.37 999 1016.5  -2.6   5.6 999.0 99.0
1999 01 05 11 261  9.6 12.2  2.75 11.11  5.97 999 1016.9  -2.8   5.6 999.0 99.0
1999 01 05 12 257  9.3 11.9  2.47  6.67  5.57 999 1018.6  -2.8   5.6 999.0 99.0
1999 01 05 13 266  9.4 13.7  2.32  6.25  5.37 999 1018.9  -3.4   5.6 999.0 99.0
1999 01 05 14 286  8.8 12.3  2.14  6.25  5.35 999 1019.4  -3.5   5.6 999.0 99.0
1999 01 05 15 290  8.1 10.4  2.14  6.25  5.46 999 1020.3  -3.8   5.6 999.0 99.0
1999 01 05 16 281  7.6  9.4  2.06  6.67  5.41 999 1020.4  -4.1   5.6 999.0 99.0
1999 01 05 17 284  6.2  8.4  1.91 10.00  5.43 999 1020.0  -4.3   5.6 999.0 99.0
1999 01 05 18 271  6.5  8.6  1.86 10.00  5.16 999 1019.6  -4.5   5.6 999.0 99.0
1999 01 05 19 293  6.4  8.2  1.94 10.00  5.25 999 1020.3  -4.5   5.6 999.0 99.0
1999 01 05 20 290  5.2  7.6  1.92  9.09  5.61 999 1020.9  -4.6   5.6 999.0 99.0
1999 01 05 21 289  5.4  7.2  1.85  9.09  5.73 999 1021.8  -4.5   5.6 999.0 99.0
1999 01 05 22 276  5.3  7.4  1.68  9.09  5.56 999 1022.8  -4.5   5.6 999.0 99.0
1999 01 05 23 281  5.6  7.9  1.61  9.09  5.46 999 1023.8  -4.4   5.5 999.0 99.0
1999 01 06 00 319  6.3  9.0  1.66 10.00  5.76 999 1024.4  -4.3   5.5 999.0 99.0
1999 01 06 01 334  5.2  7.7  1.44  9.09  5.45 999 1025.0  -4.3   5.5 999.0 99.0
1999 01 06 02 356  3.5  5.3  1.25 10.00  5.41 999 1025.2  -3.9   5.5 999.0 99.0
1999 01 06 03 346  4.7  6.7  1.10  9.09  5.20 999 1025.1  -3.8   5.5 999.0 99.0
1999 01 06 04  12  4.1  6.2  1.18 10.00  5.71 999 1025.1  -3.5   5.5 999.0 99.0
1999 01 06 05 342  2.3  4.2  1.04 10.00  5.43 999 1025.1  -3.6   5.5 999.0 99.0
1999 01 06 06 331  1.1 99.0  1.11  9.09  5.24 999 9999.0 999.0   5.5 999.0 99.0
1999 01 06 07 231  1.9  3.8  1.10  9.09  5.25 999 1025.6  -4.2   5.5 999.0 99.0
1999 01 06 08 299  2.2  4.0  1.13  8.33  5.02 999 1025.2  -3.5   5.5 999.0 99.0
1999 01 06 09 277  2.9  5.0  1.03  8.33  5.13 999 1025.0  -3.1   5.5 999.0 99.0
1999 01 06 10 258  4.0  6.5  1.04  9.09  5.50 999 1025.1  -3.0   5.5 999.0 99.0
1999 01 06 11 299  2.4  4.1   .94  9.09  5.26 999 1025.5  -3.2   5.5 999.0 99.0
1999 01 06 12 211  3.0  5.0   .95  8.33  5.55 999 1025.9  -2.7   5.5 999.0 99.0
1999 01 06 13 223  4.8  6.1   .86  8.33  5.09 999 1026.6  -2.3   5.5 999.0 99.0
1999 01 06 14 210  5.4  7.7   .82 10.00  5.24 999 1026.6  -2.2   5.5 999.0 99.0
1999 01 06 15 204  5.3 99.0   .78 10.00  4.69 999 9999.0 999.0 999.0 999.0 99.0
1999 01 06 16 186  5.6  8.6   .69  9.09  5.04 999 1025.3  -1.8   5.5 999.0 99.0
1999 01 06 17 197  7.3  9.8   .73 10.00  4.65 999 1024.2  -1.4   5.5 999.0 99.0
1999 01 06 18 184  7.7 10.0   .91  9.09  4.15 999 1023.3   -.9   5.5 999.0 99.0
1999 01 06 19 184  8.6 10.8  1.14  4.00  4.11 999 1022.0   -.8   5.5 999.0 99.0
1999 01 06 20 197  8.8 11.6  1.16  9.09  4.31 999 1021.6   -.6   5.5 999.0 99.0
1999 01 06 21 176 10.2 12.0  1.28  4.35  4.25 999 1020.6    .1   5.5 999.0 99.0
1999 01 06 22 172 12.0 15.2  1.49  4.55  4.37 999 1020.2    .8   5.5 999.0 99.0
1999 01 06 23 172 13.2 16.4  1.78  5.00  4.60 999 1019.5    .7   5.6 999.0 99.0
1999 01 07 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 01 07 01 201 15.6 21.2  2.85  6.67  5.23 999 1017.7   2.2   5.6 999.0 99.0
1999 01 07 02 200 14.1 17.1  3.17  6.67  5.46 999 1017.1   2.2   5.6 999.0 99.0
1999 01 07 03 203 15.0 18.8  3.15  7.14  5.55 999 1016.0   3.1   5.6 999.0 99.0
1999 01 07 04 199 14.7 17.5  3.14  7.69  5.54 999 1015.0   3.9   5.6 999.0 99.0
1999 01 07 05 219 13.3 16.5  3.10  7.14  5.67 999 1014.2   3.6   5.6 999.0 99.0
1999 01 07 06 227 14.7 18.6  3.00  7.14  5.53 999 1013.8   3.3   5.6 999.0 99.0
1999 01 07 07 226 14.1 17.9  3.31  7.69  5.84 999 1013.9   3.1   5.6 999.0 99.0
1999 01 07 08 220 13.1 15.2  3.37  7.69  5.97 999 1013.6   3.2   5.6 999.0 99.0
1999 01 07 09 220 14.3 17.7  3.11  7.69  5.84 999 1012.8   3.5   5.6 999.0 99.0
1999 01 07 10 217 13.7 16.0  3.16  7.14  5.92 999 1012.7   2.7   5.6 999.0 99.0
1999 01 07 11 223 14.1 18.1  2.72  7.69  5.76 999 1012.2   2.8   5.6 999.0 99.0
1999 01 07 12 232 12.1 14.9  2.77  7.69  5.65 999 1013.1   1.5   5.6 999.0 99.0
1999 01 07 13 232 11.6 13.8  2.67  7.14  5.71 999 1013.3   1.0   5.6 999.0 99.0
1999 01 07 14 235 10.4 13.9  2.49  7.14  5.35 999 1013.8    .9   5.6 999.0 99.0
1999 01 07 15 252 11.1 13.4  2.50  6.67  5.25 999 1014.3   2.0   5.6 999.0 99.0
1999 01 07 16 261 11.8 14.6  2.53  6.67  5.28 999 1014.8   1.5   5.6 999.0 99.0
1999 01 07 17 260 13.1 16.2  2.51  6.67  5.33 999 1014.6    .8   5.6 999.0 99.0
1999 01 07 18 272 11.9 15.0  2.48  6.67  5.36 999 1015.0    .1   5.6 999.0 99.0
1999 01 07 19 267 11.4 14.3  2.25  6.67  5.15 999 1016.3   -.5   5.6 999.0 99.0
1999 01 07 20 270 12.5 16.1  2.54  6.67  5.25 999 1017.2   -.8   5.6 999.0 99.0
1999 01 07 21 282 12.2 15.8  2.56  6.67  5.17 999 1018.8  -1.4   5.6 999.0 99.0
1999 01 07 22 276 12.5 15.5  2.84  6.67  5.38 999 1020.3  -2.1   5.6 999.0 99.0
1999 01 07 23 284 12.0 15.2  3.12  7.14  5.71 999 1021.9  -2.3   5.6 999.0 99.0
1999 01 08 00 277 11.2 14.7  2.72  7.14  5.57 999 1023.5  -2.7   5.6 999.0 99.0
1999 01 08 01 270 11.4 14.6  2.52  7.14  5.35 999 1024.7  -3.1   5.6 999.0 99.0
1999 01 08 02 261 11.0 14.3  2.34  6.67  5.17 999 1025.6  -3.3   5.6 999.0 99.0
1999 01 08 03 253 10.2 13.8  2.43  6.67  5.39 999 1026.4  -3.3   5.6 999.0 99.0
1999 01 08 04 260 11.4 14.1  2.13  6.67  5.04 999 1026.8  -3.5   5.6 999.0 99.0
1999 01 08 05 265 11.0 14.7  2.21  6.25  5.10 999 1027.3  -3.5   5.5 999.0 99.0
1999 01 08 06 270 11.2 14.2  2.12  6.25  5.05 999 1027.7  -3.8   5.5 999.0 99.0
1999 01 08 07 267  9.7 12.9  2.15  6.25  5.05 999 1028.4  -3.8   5.5 999.0 99.0
1999 01 08 08 269  9.7 12.7  1.96  6.67  5.01 999 1029.4  -3.8   5.5 999.0 99.0
1999 01 08 09 275  9.6 12.8  2.02  6.25  5.13 999 1029.8  -3.9   5.5 999.0 99.0
1999 01 08 10 270  9.7 12.5  1.98  6.67  4.91 999 1030.4  -3.9   5.5 999.0 99.0
1999 01 08 11 255  9.2 12.0  1.87  6.25  5.00 999 1031.7  -4.2   5.5 999.0 99.0
1999 01 08 12 270  7.5 10.2  1.71  9.09  4.91 999 1032.7  -4.2   5.5 999.0 99.0
1999 01 08 13 267  6.2  9.0  1.58  5.88  5.06 999 1033.5  -4.2   5.5 999.0 99.0
1999 01 08 14 271  4.1  6.3  1.40  9.09  4.97 999 1033.7  -4.3   5.5 999.0 99.0
1999 01 08 15 262  2.7  4.8  1.31  5.56  5.05 999 1034.4  -3.8   5.5 999.0 99.0
1999 01 08 16 226  2.7  6.0  1.25 10.00  5.08 999 1034.3  -3.5   5.6 999.0 99.0
1999 01 08 17 230  1.7  3.4  1.12  9.09  5.08 999 1033.4  -3.2   5.5 999.0 99.0
1999 01 08 18 196  3.1  5.0  1.06  9.09  5.26 999 1032.9  -3.1   5.5 999.0 99.0
1999 01 08 19 197  4.1  5.7  1.06 10.00  5.47 999 1032.0  -3.0   5.5 999.0 99.0
1999 01 08 20 187  6.0  7.9   .97  9.09  5.17 999 1032.0  -2.5   5.5 999.0 99.0
1999 01 08 21 178  6.0  7.9   .93  9.09  4.78 999 1031.4  -1.9   5.5 999.0 99.0
1999 01 08 22 161  6.4  9.9   .96  9.09  4.61 999 1030.4  -1.1   5.5 999.0 99.0
1999 01 08 23 158  7.0  8.6  1.02  9.09  4.49 999 1029.9  -1.5   5.5 999.0 99.0
1999 01 09 00 151  8.8 10.4  1.23  8.33  4.32 999 1029.7  -1.7   5.5 999.0 99.0
1999 01 09 01 131  8.2  9.7  1.30  8.33  4.53 999 1028.3  -1.1   5.5 999.0 99.0
1999 01 09 02 124 10.0 11.7  1.52  4.35  4.54 999 1026.4   -.4   5.5 999.0 99.0
1999 01 09 03 125 11.2 13.2  1.51  4.35  4.39 999 1023.9    .8   5.5 999.0 99.0
1999 01 09 04 119 13.2 16.1  2.07  5.26  4.63 999 1021.4   1.8   5.5 999.0 99.0
1999 01 09 05 118 13.9 16.7  2.32  5.88  4.91 999 1018.6   3.4   5.5 999.0 99.0
1999 01 09 06 137 12.2 14.5  2.70  6.67  5.20 999 1015.4   5.4   5.6 999.0 99.0
1999 01 09 07 174 13.6 16.8  3.22  7.14  5.72 999 1014.1   7.2   5.6 999.0 99.0
1999 01 09 08 186 11.6 14.0  3.17  7.14  5.63 999 1013.5   7.8   5.6 999.0 99.0
1999 01 09 09 185 12.8 16.3  3.16  7.14  5.78 999 1012.4   7.8   5.6 999.0 99.0
1999 01 09 10 180 12.8 15.1  2.86  7.14  5.52 999 1012.1   7.8   5.6 999.0 99.0
1999 01 09 11 174 12.2 15.0  2.80  7.69  5.56 999 1011.7   7.5   5.6 999.0 99.0
1999 01 09 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 01 09 13 173 11.2 13.7  2.85  7.69  5.76 999 1011.0   7.8   5.6 999.0 99.0
1999 01 09 14 175 11.3 13.9  3.14  8.33  6.34 999 1010.4   8.2   5.6 999.0 99.0
1999 01 09 15 177 11.1 13.8  2.73  7.69  5.88 999 1010.2   8.4   5.6 999.0 99.0
1999 01 09 16 175 10.9 13.8  3.32  9.09  6.38 999 1008.6   8.6   5.6 999.0 99.0
1999 01 09 17 166 13.5 17.1  3.42  8.33  6.28 999 1006.5   9.0   5.6 999.0 99.0
1999 01 09 18 167 14.0 17.5  3.42  9.09  6.33 999 1004.8   9.0   5.6 999.0 99.0
1999 01 09 19 168 13.1 16.8  3.56  7.69  6.39 999 1003.4   9.1   5.6 999.0 99.0
1999 01 09 20 169 13.6 15.9  3.60  9.09  6.35 999 1001.8   9.5   5.6 999.0 99.0
1999 01 09 21 172 13.6 16.3  3.69  8.33  6.48 999 1000.7   9.4   5.6 999.0 99.0
1999 01 09 22 174 13.8 16.3  3.89  8.33  6.41 999 1000.4   9.4   5.6 999.0 99.0
1999 01 09 23 177 11.3 13.4  3.61  9.09  6.53 999  999.5   9.0   5.6 999.0 99.0
1999 01 10 00 185 11.6 13.7  3.51  9.09  6.49 999  999.2   8.9   5.7 999.0 99.0
1999 01 10 01 266 13.4 19.7  3.68  9.09  6.78 999 1000.9   7.5   5.6 999.0 99.0
1999 01 10 02 279 11.1 14.2  3.77 10.00  6.68 999 1002.6   5.0   5.6 999.0 99.0
1999 01 10 03 274 10.4 12.9  3.56  9.09  6.58 999 1004.3   3.9   5.6 999.0 99.0
1999 01 10 04 264 13.5 16.0  3.20 10.00  6.20 999 1005.4   2.6   5.6 999.0 99.0
1999 01 10 05 268 12.0 15.2  3.21 10.00  6.01 999 1006.8   2.3   5.6 999.0 99.0
1999 01 10 06 273 11.9 14.8  3.27 10.00  6.06 999 1007.8   2.1   5.6 999.0 99.0
1999 01 10 07 303 11.7 14.4  3.22 10.00  6.48 999 1008.8   1.2   5.6 999.0 99.0
1999 01 10 08 308 13.5 16.2  3.18 11.11  6.13 999 1009.9   -.1   5.6 999.0 99.0
1999 01 10 09 305 14.2 18.1  3.09 10.00  5.85 999 1010.1  -1.0   5.5 999.0 99.0
1999 01 10 10 322 11.3 15.3  3.36  7.14  6.20 999 1011.8  -1.4   5.5 999.0 99.0
1999 01 10 11 323 12.5 15.1  3.06 10.00  6.13 999 1012.3  -1.8   5.5 999.0 99.0
1999 01 10 12 315 11.3 14.2  3.26 10.00  6.06 999 1013.2  -2.0   5.5 999.0 99.0
1999 01 10 13 313 10.0 12.4  3.09 10.00  6.26 999 1014.4  -2.3   5.5 999.0 99.0
1999 01 10 14 313 10.1 12.5  3.32 10.00  6.98 999 1015.2  -2.5   5.5 999.0 99.0
1999 01 10 15 311  9.5 12.2  3.23 10.00  6.78 999 1016.0  -2.7   5.5 999.0 99.0
1999 01 10 16 312  9.5 11.4  2.78 10.00  6.69 999 1016.1  -3.0   5.5 999.0 99.0
1999 01 10 17 318  8.4 11.5  2.62 10.00  6.21 999 1015.8  -3.2   5.5 999.0 99.0
1999 01 10 18 328  7.6  9.8  2.39 10.00  6.12 999 1015.6  -3.1   5.5 999.0 99.0
1999 01 10 19 319  6.7  9.1  2.06 11.11  5.90 999 1015.7  -3.4   5.5 999.0 99.0
1999 01 10 20 316  5.8  8.7  2.28 11.11  6.63 999 1015.6  -3.6   5.5 999.0 99.0
1999 01 10 21 329  3.9  5.9  2.07 11.11  6.62 999 1016.4  -3.8   5.5 999.0 99.0
1999 01 10 22 350  1.7  4.0  2.62 11.11  7.75 999 1016.5  -3.9   5.5 999.0 99.0
1999 01 10 23 334  2.5  5.5  2.30 11.11  7.41 999 1016.5  -3.8   5.5 999.0 99.0
1999 01 11 00 342  2.3  4.4  2.34 11.11  7.79 999 1015.8  -3.8   5.5 999.0 99.0
1999 01 11 01 290  2.6  3.8  2.39 10.00  8.01 999 1015.9  -3.8   5.5 999.0 99.0
1999 01 11 02 253   .3  2.0  2.66 11.11  8.60 999 1015.7  -3.9   5.5 999.0 99.0
1999 01 11 03 227  1.8  3.1  2.27 11.11  8.42 999 1016.1  -3.5   5.5 999.0 99.0
1999 01 11 04 119  1.0  2.3  2.65 11.11  8.95 999 1015.6  -3.5   5.4 999.0 99.0
1999 01 11 05 235   .4  1.4  2.08 11.11  8.65 999 1015.0  -3.3   5.2 999.0 99.0
1999 01 11 06 209  2.0  4.5  2.00 11.11  8.94 999 1014.8  -3.1   5.2 999.0 99.0
1999 01 11 07 239  6.4  9.0  1.90 11.11  8.85 999 1014.7  -2.3   5.5 999.0 99.0
1999 01 11 08 232  8.4 10.3  2.00 11.11  7.05 999 1014.2  -1.6   5.5 999.0 99.0
1999 01 11 09 220 10.2 12.5  2.23 11.11  6.52 999 1014.1  -1.3   5.5 999.0 99.0
1999 01 11 10 217  9.6 12.5  2.17 11.11  5.91 999 1013.4  -1.0   5.5 999.0 99.0
1999 01 11 11 223 10.6 13.4  2.28 10.00  5.56 999 1013.3   -.2   5.5 999.0 99.0
1999 01 11 12 225 11.7 15.1  2.63 10.00  5.79 999 1013.3   -.2   5.5 999.0 99.0
1999 01 11 13 234 11.1 14.8  2.58 10.00  5.78 999 1013.7   -.4   5.5 999.0 99.0
1999 01 11 14 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
