#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 03 04 08 00 288 10.7 12.7  2.05 10.00  5.86 999  997.2   4.1   5.2   0.8 99.0 99.00
2007 03 04 09 00 285  9.3 11.1  2.28  8.33  5.48 999  998.0   1.6   5.2   0.6 99.0 99.00
2007 03 04 10 00 270  9.4 11.7  2.05  9.09  5.76 999  997.8   3.6   5.2   0.5 99.0 99.00
2007 03 04 11 00 281  9.8 12.2  1.94 10.00  5.19 999  998.0   3.2   5.2  -1.3 99.0 99.00
2007 03 04 12 00 290  9.8 11.6  1.85 10.00  5.19 999  998.6   2.8   5.2  -1.7 99.0 99.00
2007 03 04 13 00 278 10.0 12.0  1.94  5.56  5.09 999  998.9   2.8   5.2  -3.0 99.0 99.00
2007 03 04 14 00 266 10.4 12.1  2.00  5.56  5.05 999  999.1   2.7   5.2  -3.5 99.0 99.00
2007 03 04 15 00 267  9.1 11.4  1.86  5.88  4.98 999  999.3   2.3   5.2  -3.2 99.0 99.00
2007 03 04 16 00 256  9.6 11.5  1.96  5.56  5.00 999  999.3   2.4   5.2  -3.2 99.0 99.00
2007 03 04 17 00 269  9.4 11.6  2.04  5.88  5.19 999  998.7   2.8   5.2  -3.5 99.0 99.00
2007 03 04 18 00 267  9.0 11.3  2.03  6.25  5.26 999  998.4   3.2   5.2  -3.9 99.0 99.00
2007 03 04 19 00 269  8.8 10.3  1.94  5.88  5.13 999  998.4   3.6   5.2  -4.5 99.0 99.00
2007 03 04 20 00 259  8.2 10.0  1.92  6.25  5.35 999  998.5   3.8   5.1  -4.4 99.0 99.00
2007 03 04 21 00 255  8.3 10.4  1.91  5.56  5.18 999  998.4   3.7   5.1  -4.9 99.0 99.00
2007 03 04 22 00 252  8.8 11.2  1.82  9.09  5.21 999  998.6   3.8   5.1  -4.1 99.0 99.00
2007 03 04 23 00 270  8.4 10.2  1.72  5.56  4.96 999  999.1   3.9   5.1  -4.1 99.0 99.00
2007 03 05 00 00 270  9.1 11.3  1.78  9.09  5.25 999  999.4   4.0   5.1  -3.1 99.0 99.00
2007 03 05 01 00 262 10.3 13.0  1.82  5.56  4.90 999  999.4   3.9   5.1  -3.0 99.0 99.00
2007 03 05 02 00 268 10.7 13.6  1.88  5.56  4.86 999  999.6   3.5   5.1  -3.2 99.0 99.00
2007 03 05 03 00 270 10.6 13.2  2.01  5.56  4.93 999  999.7   2.8   5.1  -2.5 99.0 99.00
2007 03 05 04 00 275 10.8 13.8  2.27  5.88  5.08 999  999.7   2.4   5.1  -3.4 99.0 99.00
2007 03 05 05 00 277 12.0 14.1  2.14  5.88  5.08 999  999.8   1.9   5.1  -3.3 99.0 99.00
2007 03 05 06 00 303 11.0 15.1  2.23  6.25  5.22 999 1000.4   1.0   5.1  -3.5 99.0 99.00
2007 03 05 07 00 299 10.9 13.9  2.33  5.88  4.98 999 1000.7   0.9   5.1  -5.8 99.0 99.00
2007 03 05 08 00 296 12.3 16.1  2.21  5.88  4.93 999 1000.9   0.6   5.1  -7.3 99.0 99.00
2007 03 05 09 00 295  9.4 11.9  2.32  5.26  5.03 999 1001.4   0.1   5.1  -7.8 99.0 99.00
2007 03 05 10 00 284  7.9 11.1  2.13  5.88  5.14 999 1001.2   0.1   5.1  -6.4 99.0 99.00
2007 03 05 11 00 260  9.2 10.7  2.02  6.25  5.07 999 1001.4  -0.2   5.1  -6.1 99.0 99.00
2007 03 05 12 00 270  8.4  9.7  1.95  6.25  4.92 999 1001.5  -0.2   5.1  -6.5 99.0 99.00
2007 03 05 13 00 261 10.2 12.4  1.81  6.25  4.94 999 1001.7   0.0   5.1  -6.5 99.0 99.00
2007 03 05 14 00 265 11.4 14.1  1.99  6.25  4.78 999 1001.4   0.3   5.1  -7.4 99.0 99.00
2007 03 05 15 00 250 10.8 12.8  2.23  6.25  5.19 999 1000.7   0.5   5.1  -6.3 99.0 99.00
2007 03 05 16 00 243 10.6 12.8  2.14  6.25  4.98 999 1000.2   0.8   5.1  -5.6 99.0 99.00
2007 03 05 17 00 238 11.3 14.5  2.08  6.25  5.05 999  999.2   0.4   5.1  -5.0 99.0 99.00
2007 03 05 18 00 234 11.0 13.5  2.22  6.67  5.12 999  998.4   0.0   5.2  -3.4 99.0 99.00
2007 03 05 19 00 231 11.3 13.7  2.45  7.14  5.34 999  997.7   0.6   5.2  -4.0 99.0 99.00
2007 03 05 20 00 229 12.0 15.1  2.36  6.67  5.28 999  997.0   1.4   5.2  -5.2 99.0 99.00
2007 03 05 21 00 239 11.4 14.3  2.52  6.67  5.26 999  996.8   2.0   5.2  -4.5 99.0 99.00
2007 03 05 22 00 244 12.3 14.4  2.61  6.67  5.41 999  996.6   2.4   5.2  -4.9 99.0 99.00
2007 03 05 23 00 256 11.1 18.3  2.49  6.67  5.16 999  997.3   0.3   5.2  -3.3 99.0 99.00
2007 03 06 00 00 266 14.5 18.2  2.88  6.67  5.45 999  997.9   0.9   5.1  -5.4 99.0 99.00
2007 03 06 01 00 283 14.3 19.2  2.71  6.67  5.22 999  998.6  -0.4   5.2  -5.5 99.0 99.00
2007 03 06 02 00 284 15.1 18.8  3.33  7.14  5.64 999  999.0  -0.3   5.2  -8.2 99.0 99.00
2007 03 06 03 00 277 15.5 19.2  3.44  7.14  5.70 999  999.3  -1.1   5.2  -8.6 99.0 99.00
2007 03 06 04 00 295 15.2 18.5  3.82  7.69  6.09 999  999.9  -2.0   5.2  -7.5 99.0 99.00
2007 03 06 05 00 286 15.6 19.7  3.69  7.69  5.93 999 1000.5  -2.9   5.2  -9.5 99.0 99.00
2007 03 06 06 00 278 14.7 18.6  3.45  7.69  5.85 999 1001.3  -3.7   5.4  -9.2 99.0 99.00
2007 03 06 07 00 283 13.9 17.5  3.54  7.14  6.01 999 1002.4  -4.7   5.4  -9.6 99.0 99.00
2007 03 06 08 00 290 13.3 17.3  3.54  7.14  5.88 999 1003.5  -5.6   5.5 -11.4 99.0 99.00
2007 03 06 09 00 308 12.9 15.4  3.25  7.69  5.78 999 1004.6  -7.0   5.3 -10.2 99.0 99.00
2007 03 06 10 00 306 14.2 17.6  3.24  7.69  5.71 999 1005.8  -8.3   5.4 -10.1 99.0 99.00
2007 03 06 11 00 303 13.3 16.4  3.20  7.14  5.62 999 1007.2  -9.4   5.5 -11.6 99.0 99.00
2007 03 06 12 00 309 13.4 17.0  3.43  7.14  5.69 999 1008.6 -10.6   5.4 -12.3 99.0 99.00
2007 03 06 13 00 311 14.7 18.0  3.19  7.14  5.66 999 1009.7 -11.7   5.2 -13.0 99.0 99.00
2007 03 06 14 00 310 14.6 17.6  3.37  7.69  5.80 999 1010.6 -13.0   5.5 -14.7 99.0 99.00
2007 03 06 15 00 305 13.9 17.5  3.63  7.14  5.98 999 1011.0 -13.1   5.2 -14.8 99.0 99.00
2007 03 06 16 00 299 14.8 20.5  3.51  7.14  5.88 999 1011.2 -13.4   5.5 -15.2 99.0 99.00
2007 03 06 17 00 298 14.9 19.0  3.76  7.69  6.07 999 1011.3 -12.7   5.2 -14.4 99.0 99.00
2007 03 06 18 00 291 15.3 20.7  3.27  6.67  5.72 999 1011.2 -12.2   5.2 -14.2 99.0 99.00
2007 03 06 20 00 290 16.6 20.6  4.05  7.14  6.03 999 1012.2 -11.3   5.2 -14.0 99.0 99.00
2007 03 06 21 00 301 16.7 21.1  3.86  7.69  5.99 999 1013.2 -11.2   5.2 -14.0 99.0 99.00
2007 03 06 22 00 301 17.6 21.1  4.34  7.69  6.18 999 1014.7 -11.4   5.1 -14.6 99.0 99.00
2007 03 06 23 00 310 16.8 21.3 99.00 99.00 99.00 999 1016.5 -11.2   5.2 -14.1 99.0 99.00
2007 03 07 00 00 306 17.4 23.2 99.00 99.00 99.00 999 1017.8 -11.6   5.1 -14.6 99.0 99.00
2007 03 07 01 00 303 17.9 99.0 99.00 99.00 99.00 999 9999.0 -12.3 999.0 -14.9 99.0 99.00
2007 03 07 02 00 307 16.4 22.6 99.00 99.00 99.00 999 1020.5 -12.4   5.2 -14.6 99.0 99.00
2007 03 07 03 00 304 15.7 22.6 99.00 99.00 99.00 999 1021.0 -11.9   5.2 -14.4 99.0 99.00
2007 03 07 04 00 299 16.2 20.8  4.02  7.69  6.12 999 1021.1 -11.8   5.2 -13.9 99.0 99.00
2007 03 07 05 00 308 14.9 19.1 99.00 99.00 99.00 999 1022.2 -12.0   5.2 -14.5 99.0 99.00
2007 03 07 06 00 305 12.4 17.1  3.16  7.14  5.59 999 1023.2 -11.9   5.2 -15.1 99.0 99.00
2007 03 07 07 00 301 13.5 99.0 99.00 99.00 99.00 999 1023.5 -11.7 999.0 -14.8 99.0 99.00
2007 03 07 09 00 306 12.1 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2007 03 07 10 00 304 11.4 13.9  2.20  5.56  4.83 999 1023.9 -12.0   5.2 -15.4 99.0 99.00
2007 03 07 11 00 312 10.3 99.0 99.00 99.00 99.00 999 9999.0 -12.1 999.0 -15.0 99.0 99.00
2007 03 07 12 00 308  9.1 12.0 99.00 99.00 99.00 999 1024.5 -11.9   5.1 -14.5 99.0 99.00
2007 03 07 13 00 304  8.2 10.1  1.51  5.26  4.39 999 1024.9 -11.5   5.1 -14.5 99.0 99.00
2007 03 07 14 00 299  6.7  8.7  1.36  4.76  4.25 999 1024.3 -11.4   5.1 -15.0 99.0 99.00
2007 03 07 15 00 308  3.8  5.5 99.00 99.00 99.00 999 1024.2 -11.3   5.1 -14.8 99.0 99.00
2007 03 07 16 00 280  4.7 99.0 99.00 99.00 99.00 999 1023.4 -10.9   5.1 -13.4 99.0 99.00
2007 03 07 17 00 252  5.8  7.5 99.00 99.00 99.00 999 1022.5 -10.6   5.2 -15.2 99.0 99.00
2007 03 07 18 00 248  6.4 10.6  0.96  4.17  3.99 999 1021.3 -10.2   5.1 -14.8 99.0 99.00
2007 03 07 20 00 253  8.2 10.9 99.00 99.00 99.00 999 1019.5  -8.4   5.1 -14.8 99.0 99.00
2007 03 07 23 00 265  9.2 11.9 99.00 99.00 99.00 999 1017.5  -6.5   5.1 -14.6 99.0 99.00
2007 03 08 00 00 271  9.6 13.7 99.00 99.00 99.00 999 1017.5  -5.8   5.1 -15.6 99.0 99.00
2007 03 08 03 00 286  9.2 99.0 99.00 99.00 99.00 999 1018.1  -5.7 999.0 -13.9 99.0 99.00
2007 03 08 04 00 292  7.4 99.0 99.00 99.00 99.00 999 1018.0  -6.1   5.1 -17.3 99.0 99.00
2007 03 08 05 00 314  7.1  9.9  1.44  5.26  4.42 999 1017.5  -6.3   5.1 -15.6 99.0 99.00
2007 03 08 06 00 325  6.5  9.5  1.23  5.00  4.26 999 1017.0  -6.5   5.1 -15.5 99.0 99.00
2007 03 08 07 00 304  6.4  9.0  1.16  5.00  4.15 999 1016.6  -6.7   5.1 -17.0 99.0 99.00
2007 03 08 08 00 335  3.6  6.5  1.06  5.00  3.99 999 1015.9  -6.9   5.1 -15.9 99.0 99.00
2007 03 08 10 00 270  4.8  8.8  0.95  4.17  4.00 999 1015.7  -6.5   5.1 -14.9 99.0 99.00
2007 03 08 11 00 267  6.5  9.2  0.92  4.17  3.77 999 1015.1  -6.2   5.1 -13.5 99.0 99.00
2007 03 08 12 00 289  7.1 10.5  1.03  5.00  3.86 999 1015.1  -6.2   5.1 -12.0 99.0 99.00
2007 03 08 13 00 268  9.4 12.2  1.34  4.76  4.19 999 1014.9  -5.8   5.1 -13.8 99.0 99.00
2007 03 08 14 00 276 10.3 13.3  1.65  5.88  4.46 999 1014.6  -5.6   5.2 -13.4 99.0 99.00
2007 03 08 15 00 269 12.3 14.8  1.58  5.56  4.42 999 1013.8  -5.7   5.2 -11.0 99.0 99.00
2007 03 08 16 00 262 13.3 17.2  2.12  5.88  4.80 999 1013.3  -6.1   5.1 -11.3 99.0 99.00
2007 03 08 17 00 288 12.1 15.3  2.36  6.25  5.08 999 1012.9  -6.8   5.1 -11.2 99.0 99.00
2007 03 08 18 00 308 12.8 16.6  2.33  6.67  4.94 999 1013.3  -7.5   5.1 -10.9 99.0 99.00
2007 03 08 19 00 307 16.1 19.9 99.00 99.00 99.00 999 1014.4  -8.4   5.1 -11.7 99.0 99.00
2007 03 08 20 00 311 15.6 19.3  3.33  6.67  5.41 999 1016.1  -9.0   5.1 -14.3 99.0 99.00
2007 03 08 21 00 311 15.3 19.1  3.33  7.14  5.60 999 1017.9  -9.9   5.1 -15.8 99.0 99.00
2007 03 08 22 00 312 14.3 20.2 99.00 99.00 99.00 999 1019.3 -10.4   5.1 -15.4 99.0 99.00
2007 03 08 23 00 307 13.9 18.0 99.00 99.00 99.00 999 1020.7 -10.7   5.1 -14.9 99.0 99.00
2007 03 09 00 00 305 13.2 99.0 99.00 99.00 99.00 999 9999.0 -10.5 999.0 -15.4 99.0 99.00
2007 03 09 01 00 307 13.7 99.0 99.00 99.00 99.00 999 9999.0 -11.2 999.0 999.0 99.0 99.00
2007 03 09 02 00 313 12.0 16.2 99.00 99.00 99.00 999 1025.1 -11.8   5.1 -15.1 99.0 99.00
2007 03 09 03 00 325 11.8 15.1  2.62  6.25  5.32 999 1025.7 -11.8   5.1 -15.0 99.0 99.00
2007 03 09 04 00 327 11.7 16.8  2.22  6.67  5.07 999 1026.0 -11.8   5.1 -15.2 99.0 99.00
2007 03 09 05 00 316  9.6 13.0  2.05  6.25  4.93 999 1026.7 -11.7   5.1 -16.0 99.0 99.00
2007 03 09 06 00 307  8.8 12.2  1.86  5.88  4.70 999 1027.3 -11.0   5.1 -15.1 99.0 99.00
2007 03 09 07 00 304  9.0 10.9  1.67  5.56  4.52 999 1027.3 -10.3   5.1 -14.5 99.0 99.00
2007 03 09 08 00 296  9.6 99.0 99.00 99.00 99.00 999 1027.6  -9.8 999.0 -13.8 99.0 99.00
2007 03 09 12 00 302  8.4  9.9 99.00 99.00 99.00 999 1029.9  -7.8   5.1 -11.8 99.0 99.00
2007 03 09 14 00 322  6.8  9.1  1.06  5.00  4.15 999 1031.4  -6.6   5.1 -11.6 99.0 99.00
2007 03 09 15 00 322  5.6  8.1  1.03  4.76  4.16 999 1031.8  -6.5   5.1 -12.2 99.0 99.00
2007 03 09 17 00 307  3.9  5.7  0.95  4.55  4.08 999 1031.4  -5.3   5.1 -11.0 99.0 99.00
2007 03 09 18 00 285  3.7  5.9  0.83  4.55  4.05 999 1031.3  -4.8   5.2 -10.9 99.0 99.00
2007 03 09 19 00 275  3.0  4.6  0.72  4.00  4.04 999 1030.5  -4.3   5.2 -11.3 99.0 99.00
2007 03 09 20 00 248  4.1  5.6  0.71  4.00  4.07 999 1030.1  -3.5   5.2 -10.2 99.0 99.00
2007 03 09 21 00 230  4.0  5.0  0.66  3.70  3.93 999 1029.8  -3.1   5.2  -9.3 99.0 99.00
2007 03 09 22 00 209  5.0  6.7  0.53  9.09  3.98 999 1029.7  -2.6   5.2  -8.4 99.0 99.00
2007 03 09 23 00 202  5.3  7.4  0.54  9.09  4.04 999 1029.9  -2.3   5.2  -7.1 99.0 99.00
2007 03 10 00 00 192  6.9  8.5  0.56  9.09  3.75 999 1029.8  -1.5   5.2  -6.1 99.0 99.00
2007 03 10 01 00 207  7.5  9.5  0.69  3.23  3.60 999 1029.8  -0.8   5.1  -6.3 99.0 99.00
2007 03 10 02 00 196  7.4  8.6  0.87  3.45  3.68 999 1029.7  -0.2   5.1  -6.1 99.0 99.00
2007 03 10 03 00 193  7.7  9.5  0.81  4.00  3.81 999 1029.0   0.1   5.1  -4.5 99.0 99.00
2007 03 10 04 00 198  8.2 10.5  1.01  4.35  3.81 999 1028.9   0.1   5.1  -5.4 99.0 99.00
2007 03 10 05 00 208  7.7  9.7  1.21  4.55  4.06 999 1028.6   0.5   5.1  -3.9 99.0 99.00
2007 03 10 06 00 208  9.1 10.9  1.37  5.00  4.22 999 1028.2   1.2   5.1  -4.1 99.0 99.00
2007 03 10 07 00 210 10.0 11.8  1.59  5.26  4.49 999 1027.4   1.1   5.1  -5.6 99.0 99.00
2007 03 10 08 00 215  9.7 11.2  2.10  5.88  4.98 999 1027.5   1.2   5.1  -5.0 99.0 99.00
2007 03 10 09 00 213 10.1 12.8  2.21  6.25  5.02 999 1027.3   1.5   5.1  -4.0 99.0 99.00
2007 03 10 10 00 220 10.0 12.4  2.25  6.67  5.12 999 1027.5   1.7   5.1  -4.0 99.0 99.00
2007 03 10 11 00 210 10.0 11.7  2.25  6.25  5.15 999 1027.2   2.1   5.1  -3.2 99.0 99.00
2007 03 10 12 00 203  9.8 11.4  2.03  6.25  5.02 999 1027.3   2.7   5.2  -2.2 99.0 99.00
2007 03 10 13 00 196  9.9 11.8  2.05  6.25  4.93 999 1027.4   3.1   5.2  -1.3 99.0 99.00
2007 03 10 14 00 193 10.7 12.8  1.92  6.25  4.82 999 1027.2   3.1   5.2  -0.6 99.0 99.00
2007 03 10 15 00 190 10.4 12.3  1.80  5.88  4.56 999 1026.9   3.5   5.2  -0.6 99.0 99.00
2007 03 10 16 00 187 10.2 12.8  1.98  5.88  4.77 999 1025.8   4.1   5.2   0.8 99.0 99.00
2007 03 10 17 00 183 10.5 12.8  1.82  6.25  4.74 999 1024.8   4.9   5.2   2.2 99.0 99.00
2007 03 10 18 00 178 10.0 12.1  1.94  5.88  4.71 999 1023.7   5.3   5.2   3.4 99.0 99.00
2007 03 10 19 00 183 10.7 12.6  2.19  5.56  4.90 999 1022.6   5.5   5.2   4.0 99.0 99.00
2007 03 10 20 00 180  9.9 11.6  2.02  6.25  4.82 999 1022.0   5.6   5.2   4.4 99.0 99.00
2007 03 10 21 00 172  9.5 11.6  1.97  6.25  4.89 999 1021.3   5.9   5.2   4.8 99.0 99.00
2007 03 10 22 00 172 10.0 11.4  1.97  6.67  5.10 999 1021.1   6.0   5.2   4.9 99.0 99.00
2007 03 10 23 00 170 10.6 12.9  2.16  6.25  5.00 999 1020.6   6.3   5.2   5.0 99.0 99.00
2007 03 11 00 00 173 11.2 13.2  2.11  6.25  5.09 999 1020.5   6.6   5.2   4.7 99.0 99.00
2007 03 11 01 00 177  9.4 11.4  2.15  6.25  5.13 999 1020.6   6.6   5.2   5.0 99.0 99.00
2007 03 11 02 00 183  9.1 11.1  1.97  6.67  5.03 999 1021.0   6.7   5.2   5.6 99.0 99.00
2007 03 11 03 00 180 10.2 12.0  2.40  7.14  5.28 999 1020.7   6.7   5.2   5.6 99.0 99.00
2007 03 11 04 00 178 10.4 12.3  2.26  7.14  5.19 999 1020.0   6.6   5.2   5.5 99.0 99.00
2007 03 11 05 00 178 10.0 12.7  2.11  6.67  4.93 999 1019.4   6.6   5.2   5.4 99.0 99.00
2007 03 11 06 00 178 10.3 12.2  2.03  7.14  4.96 999 1018.9   6.7   5.2   5.4 99.0 99.00
2007 03 11 07 00 184  9.6 11.6  1.96  6.25  4.93 999 1017.7   6.6   5.2   5.6 99.0 99.00
2007 03 11 08 00 185  9.3 11.4  2.21  6.67  5.13 999 1016.9   6.7   5.2   5.8 99.0 99.00
2007 03 11 09 00 186  9.0 10.9  2.02  6.67  5.13 999 1016.5   6.7   5.2   5.9 99.0 99.00
2007 03 11 10 00 190  8.1 10.0  1.98  6.67  5.12 999 1016.3   6.5   5.2   5.7 99.0 99.00
2007 03 11 11 00 191  7.6  9.6  1.82  6.67  4.96 999 1015.9   6.3   5.2   5.8 99.0 99.00
2007 03 11 12 00 228  6.5  7.6  1.93  6.67  5.16 999 1016.6   6.3   5.2   5.9 99.0 99.00
2007 03 11 13 00 262  3.9  4.9  1.70  6.67  5.10 999 1017.2   5.8   5.2   5.6 99.0 99.00
2007 03 11 14 00 224  1.8  2.1  1.65  6.67  5.30 999 1017.2   5.5   5.2   5.1 99.0 99.00
2007 03 11 15 00 245  2.4  2.7  1.43  6.25  4.95 999 1017.0   5.5   5.2   5.1 99.0 99.00
2007 03 11 16 00 240  3.4  4.0  1.34  6.25  5.05 999 1016.6   5.6   5.2   4.8 99.0 99.00
2007 03 11 17 00 295  5.6  6.8  1.32  6.67  5.00 999 1016.8   5.6   5.5   4.4 99.0 99.00
2007 03 11 18 00 298  5.3  6.0  1.30  6.25  5.12 999 1016.6   5.5   5.5   4.4 99.0 99.00
2007 03 11 19 00 304  4.2  5.6  1.15  6.25  4.97 999 1017.2   5.6   5.5   3.6 99.0 99.00
2007 03 11 20 00 280  4.1  4.7  0.99  6.25  4.88 999 1017.4   5.9   5.5   3.3 99.0 99.00
2007 03 11 21 00 290  3.7  4.3  1.08  5.88  5.02 999 1017.5   6.1   5.5   3.5 99.0 99.00
2007 03 11 22 00 312  6.2  7.9  0.98  6.25  5.08 999 1018.0   6.3   5.5   1.1 99.0 99.00
2007 03 11 23 00 324  6.8  8.2  0.96  5.88  4.43 999 1018.6   6.0   5.5   0.3 99.0 99.00
2007 03 12 00 00 322  6.8  8.2  0.88  6.25  4.27 999 1019.3   5.9   5.2   0.2 99.0 99.00
2007 03 12 01 00 325  7.8  9.2  0.93  5.88  4.07 999 1019.6   5.8   5.2   0.7 99.0 99.00
2007 03 12 02 00 312  7.5  9.1  0.94  5.56  4.09 999 1020.2   5.6   5.2  -0.2 99.0 99.00
2007 03 12 03 00 310  6.6  8.0  0.85  4.17  3.95 999 1020.3   5.2   5.2   0.1 99.0 99.00
2007 03 12 04 00 314  7.4  8.9  0.90  3.85  3.94 999 1020.2   5.1   5.2  -0.4 99.0 99.00
2007 03 12 05 00 316  6.8  8.4  0.90  3.85  3.92 999 1020.2   5.0   5.2  -1.1 99.0 99.00
2007 03 12 06 00 306  6.6  7.8  0.85  3.57  3.82 999 1020.5   4.8   5.2  -1.4 99.0 99.00
2007 03 12 07 00 303  7.2  8.6  0.81  3.70  3.78 999 1020.5   4.8   5.2  -1.9 99.0 99.00
2007 03 12 08 00 324 10.6 12.9  1.02  3.70  3.70 999 1020.5   4.4   5.2  -3.0 99.0 99.00
2007 03 12 09 00 317 10.6 12.3  1.37  4.35  3.97 999 1020.8   4.4   5.2  -2.6 99.0 99.00
2007 03 12 10 00 323  8.3  9.8  1.25  4.35  4.02 999 1021.8   4.3   5.2  -2.8 99.0 99.00
2007 03 12 11 00 320  7.5  9.3  1.02  4.17  3.84 999 1022.1   4.3   5.2  -2.5 99.0 99.00
2007 03 12 12 00 312  5.9  7.4  0.83  4.00  3.77 999 1022.5   4.3   5.2  -2.0 99.0 99.00
2007 03 12 13 00 321  4.6  5.6  0.64  3.57  3.89 999 1023.4   4.6   5.2  -3.1 99.0 99.00
2007 03 12 14 00 294  3.1  3.6  0.67  9.09  4.01 999 1023.2   4.7   5.2  -3.1 99.0 99.00
2007 03 12 15 00 234  2.7  3.4  0.58  9.09  4.85 999 1022.7   4.7   5.2  -3.4 99.0 99.00
2007 03 12 16 00 223  4.5  5.3  0.60  9.09  5.41 999 1022.1   4.8   5.5  -2.5 99.0 99.00
2007 03 12 17 00 214  6.7  7.9  0.64 10.00  5.79 999 1021.4   5.1   5.5  -1.6 99.0 99.00
2007 03 12 18 00 211  8.3  9.6  0.77  6.67  4.60 999 1021.0   5.1   5.5   0.2 99.0 99.00
2007 03 12 19 00 201  8.9 10.6  0.95  3.33  4.02 999 1020.3   5.2   5.5  -0.9 99.0 99.00
2007 03 12 20 00 198  8.6 10.5  1.10  3.70  4.21 999 1019.7   5.5   5.4   0.2 99.0 99.00
2007 03 12 21 00 195  8.4  9.9  1.23  4.00  4.31 999 1019.0   5.6   5.2   0.3 99.0 99.00
2007 03 12 22 00 194 99.0 10.6  1.31 10.00  4.49 999 1018.9 999.0   5.2   1.8 99.0 99.00
2007 03 12 23 00 201  9.3 10.8  1.45 10.00  4.59 999 1019.0   6.0   5.2   2.5 99.0 99.00
2007 03 13 00 00 207  9.2 10.8  1.64 10.00  4.81 999 1019.2   6.3   5.2   1.8 99.0 99.00
2007 03 13 01 00 212  9.2 10.8  1.74 10.00  4.98 999 1019.6   6.3   5.2   1.9 99.0 99.00
2007 03 13 02 00 213  7.6  9.3  1.83  5.26  5.44 999 1019.7   6.0   5.2   2.4 99.0 99.00
2007 03 13 03 00 216  6.8  7.9  1.70  5.26  5.14 999 1019.7   6.2   5.2   2.9 99.0 99.00
2007 03 13 04 00 220  5.6  6.4  1.65  5.56  5.38 999 1019.7   6.3   5.2   2.9 99.0 99.00
2007 03 13 05 00 225  7.3  9.1  1.74 12.50  5.64 999 1019.6   6.3   5.2   2.5 99.0 99.00
2007 03 13 06 00 225  7.1  8.5  1.66 12.50  5.37 999 1019.7   6.3   5.2   2.3 99.0 99.00
2007 03 13 07 00 229  6.7  8.0  1.72 11.11  5.82 999 1019.9   6.0   5.2   2.2 99.0 99.00
2007 03 13 08 00 232  5.6  7.1  1.58 12.50  5.74 999 1019.7   5.9   5.2   2.3 99.0 99.00
2007 03 13 09 00 233  5.5  6.6  1.55 12.50  5.59 999 1019.8   5.8   5.2   2.3 99.0 99.00
2007 03 13 10 00 219  4.0  4.9  1.63 12.50  6.13 999 1020.0   5.6   5.2   2.4 99.0 99.00
2007 03 13 11 00 217  5.0  6.1  1.77 12.50  6.88 999 1020.0   5.6   5.2   2.3 99.0 99.00
2007 03 13 12 00 220  5.5  6.6  1.87 12.50  7.37 999 1020.4   5.6   5.2   2.4 99.0 99.00
2007 03 13 13 00 205  4.5  5.3  1.65 12.50  6.74 999 1020.5   5.8   5.2   2.6 99.0 99.00
2007 03 13 14 00 215  4.8  5.6  1.78 12.50  7.24 999 1020.8   5.8   5.2   2.5 99.0 99.00
2007 03 13 15 00 192  5.0  5.8  1.43 12.50  6.54 999 1020.5   5.8   5.2   2.8 99.0 99.00
2007 03 13 16 00 196  5.8  6.6  1.45 12.50  6.92 999 1020.3   5.6   5.2   2.7 99.0 99.00
2007 03 13 17 00 191  4.6  5.3 99.00 99.00 99.00 999 1019.7   5.6   5.4   3.3 99.0 99.00
2007 03 13 18 00 192  6.5  7.6  1.24 11.11  5.63 999 1019.3   5.6   5.5   3.4 99.0 99.00
2007 03 13 19 00 184  6.8  7.9  1.26 12.50  5.54 999 1018.3   5.9   5.5   3.4 99.0 99.00
2007 03 13 20 00 173  6.7  8.3  1.14 11.11  5.23 999 1018.0   6.2   5.5   4.1 99.0 99.00
2007 03 13 21 00 176  7.1  8.8  1.26 11.11  5.12 999 1017.6   6.4   5.5   3.7 99.0 99.00
2007 03 13 22 00 176  9.3 10.7  1.25 11.11  4.67 999 1017.4   7.0   5.4   3.5 99.0 99.00
2007 03 13 23 00 182  9.0 10.7  1.76 11.11  5.14 999 1017.4   6.6   5.2   3.5 99.0 99.00
2007 03 14 00 00 182  9.7 11.7  1.83  5.26  4.94 999 1017.2   6.7   5.2   2.7 99.0 99.00
2007 03 14 01 00 191  9.6 11.5  2.06  5.56  5.24 999 1017.5   6.6   5.2   2.9 99.0 99.00
2007 03 14 02 00 193 10.2 11.8  2.28  6.25  5.42 999 1017.6   6.6   5.2   2.5 99.0 99.00
2007 03 14 03 00 185  9.9 12.0  2.29  6.25  5.45 999 1017.3   6.6   5.2   2.9 99.0 99.00
2007 03 14 04 00 187 11.5 13.9  2.12  6.25  5.13 999 1016.0   6.6   5.2   3.3 99.0 99.00
2007 03 14 05 00 196 11.4 13.5  2.36  5.56  5.18 999 1016.2   6.6   5.2   3.5 99.0 99.00
2007 03 14 06 00 195 11.0 13.1  2.25  6.25  5.16 999 1016.0   6.7   5.2   3.7 99.0 99.00
2007 03 14 07 00 195 11.6 13.4  2.30  5.88  5.10 999 1015.1   6.7   5.2   4.2 99.0 99.00
2007 03 14 08 00 197 10.7 12.9  2.34  5.88  5.11 999 1014.9   6.7   5.2   4.7 99.0 99.00
