YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
86 01 01 00 202 08.3 11.2 02.50 07.10 05.30 999 1010.6  08.4  07.0 999.0 99.0
86 01 01 01 212 07.9 10.7 02.30 07.10 05.10 999 1010.4  08.4  07.0 999.0 99.0
86 01 01 02 220 07.7 10.5 02.00 07.10 04.90 999 1009.7  08.4  07.0 999.0 99.0
86 01 01 03 230 07.6 11.2 01.90 06.70 04.90 999 1009.6  07.9  07.0 999.0 99.0
86 01 01 04 239 08.0 11.8 01.70 06.70 04.70 999 1009.4  07.1  07.0 999.0 99.0
86 01 01 05 239 09.0 12.5 01.90 05.90 04.70 999 1008.7  06.2  07.0 999.0 99.0
86 01 01 06 231 09.5 14.0 01.90 06.30 04.80 999 1008.2  06.2  07.0 999.0 99.0
86 01 01 07 249 07.5 10.6 02.00 05.90 04.80 999 1008.1  06.0  06.9 999.0 99.0
86 01 01 08 250 06.0 08.2 02.00 06.70 05.10 999 1008.3  05.7  06.9 999.0 99.0
86 01 01 09 249 07.7 10.2 02.00 06.30 05.00 999 1008.1  05.5  07.0 999.0 99.0
86 01 01 10 260 06.5 08.7 02.10 06.30 05.20 999 1008.1  04.7  07.0 999.0 99.0
86 01 01 11 250 06.1 07.9 02.20 06.70 05.20 999 1007.9  04.8  07.0 999.0 99.0
86 01 01 12 253 06.4 08.7 02.30 06.70 05.40 999 1008.1  05.1  07.0 999.0 99.0
86 01 01 13 260 07.1 09.6 02.30 06.70 05.40 999 1008.7  05.8  07.0 999.0 99.0
86 01 01 14 261 08.2 10.3 02.20 06.70 05.30 999 1010.0  05.9  07.0 999.0 99.0
86 01 01 15 261 07.7 10.5 01.90 06.30 05.20 999 1010.4  05.9  07.0 999.0 99.0
86 01 01 16 277 08.4 11.1 02.00 05.90 05.10 999 1010.1  05.8  07.0 999.0 99.0
86 01 01 17 294 08.6 11.7 02.00 05.90 05.10 999 1009.6  05.5  07.0 999.0 99.0
86 01 01 18 308 07.4 09.7 02.30 05.90 05.20 999 1009.9  05.0  07.0 999.0 99.0
86 01 01 19 302 06.9 09.2 02.20 09.10 05.30 999 1010.4  04.8  07.0 999.0 99.0
86 01 01 20 326 05.3 08.3 02.40 09.10 05.50 999 1011.7  04.5  07.0 999.0 99.0
86 01 01 21 331 06.0 09.2 02.30 09.10 05.50 999 1012.9  03.9  07.0 999.0 99.0
86 01 01 22 306 07.6 10.9 02.50 09.10 05.60 999 1014.1  03.6  07.0 999.0 99.0
86 01 01 23 303 08.1 11.3 02.40 09.10 05.40 999 1015.3  03.4  07.0 999.0 99.0
86 01 02 00 309 09.9 13.8 02.60 09.10 05.50 999 1016.3  02.9  07.0 999.0 99.0
86 01 02 01 304 08.4 11.8 02.50 09.10 05.50 999 1017.7  02.4  06.9 999.0 99.0
86 01 02 02 307 08.7 11.8 02.50 05.90 05.30 999 1017.9  02.3  06.9 999.0 99.0
86 01 02 03 297 09.8 12.9 02.40 06.70 05.40 999 1018.5  02.0  06.9 999.0 99.0
86 01 02 04 300 08.1 10.1 02.40 07.10 05.50 999 1019.3  01.6  06.9 999.0 99.0
86 01 02 05 305 06.4 09.1 02.10 06.70 05.40 999 1019.8  01.5  06.9 999.0 99.0
86 01 02 06 298 06.4 10.0 02.20 06.30 05.40 999 1020.2  01.3  06.8 999.0 99.0
86 01 02 07 280 04.0 06.3 02.20 09.10 05.70 999 1020.8  01.3  06.8 999.0 99.0
86 01 02 08 258 04.2 06.9 01.90 09.10 05.90 999 1021.1  01.7  06.8 999.0 99.0
86 01 02 09 250 07.2 10.7 01.90 09.10 05.80 999 1021.2  02.3  06.8 999.0 99.0
86 01 02 10 267 07.6 10.3 01.90 09.10 05.40 999 1021.9  02.0  06.8 999.0 99.0
86 01 02 11 270 07.4 11.7 02.00 09.10 05.20 999 1022.4  01.7  06.8 999.0 99.0
86 01 02 12 269 06.9 10.5 02.00 09.10 05.20 999 1022.9  02.1  06.8 999.0 99.0
86 01 02 13 260 06.5 09.0 02.00 10.00 05.30 999 1023.5  02.5  06.7 999.0 99.0
86 01 02 14 246 07.0 09.9 02.00 09.10 05.30 999 1023.7  03.0  06.7 999.0 99.0
86 01 02 15 243 07.5 10.8 01.80 05.90 04.80 999 1024.2  03.1  06.8 999.0 99.0
86 01 02 16 246 07.6 10.6 01.80 05.90 04.90 999 1023.7  03.3  06.9 999.0 99.0
86 01 02 17 252 08.1 10.6 01.70 05.60 04.90 999 1022.9  03.0  06.9 999.0 99.0
86 01 02 18 252 07.3 10.0 01.70 05.60 04.80 999 1022.6  03.1  07.0 999.0 99.0
86 01 02 19 239 07.3 09.7 01.60 05.60 04.60 999 1022.1  03.2  07.0 999.0 99.0
86 01 02 20 240 08.3 11.1 01.80 05.30 04.90 999 1022.2  03.7  07.0 999.0 99.0
86 01 02 21 233 09.3 13.1 02.00 05.60 04.80 999 1022.2  04.1  06.9 999.0 99.0
86 01 02 22 238 09.2 13.0 02.10 05.30 04.80 999 1022.1  05.0  06.9 999.0 99.0
86 01 02 23 241 09.2 12.8 02.30 05.90 05.10 999 1022.4  05.4  06.9 999.0 99.0
86 01 03 00 243 09.4 13.5 02.30 06.30 05.20 999 1023.1  05.8  06.9 999.0 99.0
86 01 03 01 248 08.3 11.1 02.40 06.30 05.30 999 1023.0  05.9  06.9 999.0 99.0
86 01 03 02 243 07.9 10.6 02.50 06.70 05.30 999 1023.1  05.8  06.9 999.0 99.0
86 01 03 03 236 07.9 10.7 02.40 07.10 05.30 999 1022.9  06.1  06.9 999.0 99.0
86 01 03 04 237 07.7 10.3 02.10 06.70 05.10 999 1023.1  06.4  07.0 999.0 99.0
86 01 03 05 239 06.9 09.1 02.00 06.30 05.10 999 1022.8  06.7  07.0 999.0 99.0
86 01 03 06 237 06.5 08.3 01.80 06.30 04.90 999 1023.0  06.9  07.0 999.0 99.0
86 01 03 07 232 04.9 07.0 01.90 05.90 05.00 999 1023.1  06.8  06.8 999.0 99.0
86 01 03 08 222 04.0 05.2 01.60 06.30 05.00 999 1023.1  06.9  06.8 999.0 99.0
86 01 03 09 208 04.2 05.2 01.70 05.90 05.10 999 1022.6  06.9  06.8 999.0 99.0
