#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 04 02 23 50 109  6.6  7.8  0.88  5.26  4.06 159 1015.1  19.4  20.0  18.5 99.0 99.00
2010 04 03 00 50 109  7.4  8.5  0.97  5.56  4.20 170 1015.2  19.4  19.5  18.6 99.0 99.00
2010 04 03 01 50 115  7.1  8.0  0.99  5.26  4.14 163 1015.8  19.5  19.1  18.6 99.0 99.00
2010 04 03 02 50 122  6.9  8.0  1.12  5.56  4.08 154 1015.9  19.4  19.0  18.6 99.0 99.00
2010 04 03 03 50 128  7.5  8.8  1.13  5.56  4.25 152 1015.9  19.3  19.0  18.6 99.0 99.00
2010 04 03 04 50 130  7.9  9.4  1.23  5.88  4.62 138 1015.9  19.3  19.9  18.6 99.0 99.00
2010 04 03 05 50 133  8.4  9.9  1.34  5.88  4.83 140 1015.4  19.3  20.0  18.5 99.0 99.00
2010 04 03 06 50 132  8.7 10.6  1.33  5.88  4.58 142 1014.8  19.3  19.9  18.3 99.0 99.00
2010 04 03 07 50 132  9.7 11.3  1.30  4.76  4.44 999 1013.9  19.4  19.7  18.4 99.0 99.00
2010 04 03 08 50 141  7.4  8.6  1.45  5.88  4.73 149 1013.9  19.4  19.7  18.5 99.0 99.00
2010 04 03 09 50 149  6.1  7.2  1.32  5.88  4.75 145 1013.7  19.4  19.6  18.8 99.0 99.00
2010 04 03 10 50 162  3.5  4.1  1.23  6.25  5.04 148 1014.7  19.4  19.5  18.9 99.0 99.00
2010 04 03 11 50 146  3.4  4.1  1.19  6.25  5.28 146 1015.1  19.4  19.5  19.1 99.0 99.00
2010 04 03 12 50 143  4.5  5.1  1.16  6.67  5.46 149 1015.6  19.5  19.3  19.1 99.0 99.00
2010 04 03 13 50 127  4.6  5.3  1.14  7.14  5.51 144 1015.9  19.4  19.2  18.8 99.0 99.00
2010 04 03 14 50 131  5.9  6.8  1.05  6.67  5.56 156 1016.0  19.4  19.1  18.8 99.0 99.00
2010 04 03 15 50 135  3.0  3.5  1.05  6.25  5.31 150 1017.2  19.9  19.5  19.1 99.0 99.00
2010 04 03 16 50 124  2.9  3.4  1.02  6.67  5.42 144 1017.8  19.9  19.9  19.0 99.0 99.00
2010 04 03 17 50 112  5.0  5.7  0.94  6.25  5.34 148 1017.5  20.1  20.2  19.2 99.0 99.00
2010 04 03 18 50 105  5.0  6.1  1.05  6.67  5.41 154 1017.1  20.4  20.2  19.6 99.0 99.00
2010 04 03 19 50 107  5.4  6.5  1.01  6.67  5.24 153 1016.6  20.4  20.3  19.5 99.0 99.00
2010 04 03 20 50 111  5.7  6.6  0.94  6.67  5.10 164 1016.2  20.4  20.4  19.1 99.0 99.00
2010 04 03 21 50 125  6.5  7.7  1.06  6.67  5.07 161 1015.9  20.5  20.5  19.0 99.0 99.00
2010 04 03 22 50 122  5.7  6.6  0.94  6.25  4.85 160 1016.1  20.5  20.7  19.0 99.0 99.00
2010 04 03 23 50 124  5.1  6.2  1.04  6.25  4.97 170 1016.5  20.2  20.6  19.3 99.0 99.00
2010 04 04 00 50 127  5.4  6.4  1.06  6.25  5.03 173 1016.5  20.0  20.7  19.2 99.0 99.00
2010 04 04 01 50 133  4.8  5.8  0.99  6.67  4.89 161 1017.0  19.9  20.5  19.3 99.0 99.00
2010 04 04 02 50 127  4.0  4.7  1.01  6.67  4.85 149 1017.5  19.7  20.0  19.3 99.0 99.00
2010 04 04 03 50 133  4.5  5.2  1.05  7.14  4.98 145 1017.6  19.5  20.2  19.2 99.0 99.00
2010 04 04 04 50 140  5.3  6.3  1.02  6.67  4.94 153 1017.4  19.4  19.5  19.2 99.0 99.00
2010 04 04 05 50 147  4.7  5.4  0.93  7.14  4.89 148 1017.7  19.4  19.2  19.3 99.0 99.00
2010 04 04 06 50 141  4.3  4.8  0.97  7.69  5.01 149 1017.4  19.3  19.1  19.2 99.0 99.00
2010 04 04 07 50 148  3.0  3.5  0.94  7.69  4.93 140 1017.3  19.3  19.0  19.2 99.0 99.00
2010 04 04 08 50 158  5.0  6.9  0.94  7.14  5.04 142 1016.9  19.4  19.0  19.3 99.0 99.00
2010 04 04 09 50 155  5.2  6.4  0.86  6.67  4.91 145 1017.0  19.8  19.0  19.5 99.0 99.00
2010 04 04 10 50 149  4.1  5.2  0.81  6.25  4.89 149 1017.6  19.6  20.0  19.3 99.0 99.00
2010 04 04 11 50 160  2.1  2.8  0.82  7.14  5.20 141 1018.5  20.0  20.0  19.3 99.0 99.00
2010 04 04 12 50 125  3.4  4.5  0.83  7.69  5.10 133 1019.5  19.0  20.0  18.9 99.0 99.00
2010 04 04 13 50 113  3.2  4.3  0.86  6.67  5.37 149 1019.9  18.9  20.0  18.8 99.0 99.00
2010 04 04 14 50 105  2.9  4.1  0.88  7.14  5.56 149 1020.9  18.6  20.0  18.5 99.0 99.00
2010 04 04 15 50  89  4.0  5.0  0.78  6.67  5.27 144 1021.3  18.4  20.2  18.3 99.0 99.00
2010 04 04 16 50  97  5.6  6.4  0.81  6.25  5.38 151 1021.3  18.6  20.4  18.5 99.0 99.00
2010 04 04 17 50 108  6.6  7.7  0.88  7.14  5.14 149 1021.0  19.1  20.4  18.6 99.0 99.00
2010 04 04 18 50 108  6.4  7.6  0.81  6.67  4.71 141 1020.6  19.3  20.5  18.5 99.0 99.00
2010 04 04 19 50 104  6.7  7.8  0.84  6.67  4.48 153 1020.0  19.5  20.5  18.6 99.0 99.00
2010 04 04 20 50  99  6.1  7.1  0.86  6.67  4.56 147 1019.8  19.2  20.5  18.4 99.0 99.00
2010 04 04 21 50  94  5.7  6.9  0.88  6.25  4.45 148 1020.0  19.3  20.6  18.2 99.0 99.00
2010 04 04 22 50  91  5.9  6.7  0.86  6.67  4.46 161 1019.8  19.5  20.5  18.4 99.0 99.00
2010 04 04 23 50  85  5.4  6.3  0.89  6.67  4.48 145 1019.8  19.3  20.2  18.6 99.0 99.00
2010 04 05 00 50 100  5.3  6.3  0.80  6.25  4.19 164 1020.0  19.2  19.8  18.8 99.0 99.00
2010 04 05 01 50 103  5.4  6.1  0.76  6.67  4.05 147 1020.4  19.2  19.5  18.9 99.0 99.00
2010 04 05 02 50 114  5.1  5.9  0.71  6.25  4.04 156 1020.7  19.2  19.3  19.0 99.0 99.00
2010 04 05 03 50 124  4.3  5.1  0.73  6.25  4.08 156 1020.8  19.2  19.1  18.9 99.0 99.00
2010 04 05 04 50 130  5.0  5.6  0.71  6.25  3.97 158 1020.7  19.1  19.0  18.9 99.0 99.00
2010 04 05 05 50 132  4.0  4.4  0.70  6.25  4.10 159 1020.5  19.0  19.1  18.8 99.0 99.00
2010 04 05 06 50 106  1.8  2.1  0.64  6.25  4.07 151 1020.4  18.9  19.0  18.8 99.0 99.00
2010 04 05 07 50 121  2.8  3.2  0.67  6.25  4.22 156 1020.2  18.8  18.8  18.7 99.0 99.00
2010 04 05 08 50 128  4.8  5.7  0.70  5.88  4.61 156 1020.0  18.9  19.0  18.8 99.0 99.00
2010 04 05 09 50 137  4.0  4.7  0.68  6.25  4.74 148 1020.3  17.4  19.0  17.3 99.0 99.00
2010 04 05 10 50 132  3.7  5.0  0.69  6.25  4.75 153 1020.5  16.4  19.0  16.3 99.0 99.00
2010 04 05 11 50 103  4.4  5.3  0.69  5.88  4.80 145 1021.1  16.6  19.0  16.5 99.0 99.00
2010 04 05 12 50  92  4.5  5.6  0.69  6.67  4.88 147 1021.7  17.2  19.0  16.9 99.0 99.00
2010 04 05 13 50 100  5.4  6.2  0.67  6.67  4.96 147 1022.1  17.7  19.3  16.8 99.0 99.00
2010 04 05 14 50 104  5.0  5.6  0.74  6.25  5.12 142 1022.8  18.2  19.8  17.0 99.0 99.00
2010 04 05 15 50 108  5.5  6.3  0.73  6.67  4.92 156 1023.0  18.7  19.9  17.3 99.0 99.00
2010 04 05 16 50 104  4.9  5.7  0.70  6.25  4.73 151 1022.8  19.1  19.8  17.6 99.0 99.00
2010 04 05 17 50  93  4.8  6.0  0.74  6.67  4.68 149 1022.5  19.2  19.8  17.7 99.0 99.00
2010 04 05 18 50  90  5.9  6.9  0.75  6.67  4.51 157 1022.1  19.2  20.1  17.7 99.0 99.00
2010 04 05 19 50  90  4.6  5.6  0.71  5.88  4.23 151 1021.8  19.5  20.5  17.8 99.0 99.00
2010 04 05 20 50  85  4.1  4.6  0.77  6.25  4.51 159 1021.6  19.7  20.7  17.9 99.0 99.00
2010 04 05 21 50  84  4.2  5.0  0.77  6.25  4.66 160 1021.0  19.8  20.8  18.0 99.0 99.00
2010 04 05 22 50  84  4.1  4.9  0.66  5.88  4.37 164 1020.7  19.9  20.7  18.3 99.0 99.00
2010 04 05 23 50  90  3.9  4.5  0.71  5.88  4.53 164 1020.7  19.8  20.4  18.7 99.0 99.00
2010 04 06 00 50 100  3.6  4.0  0.66  6.25  4.31 157 1020.6  19.6  19.7  19.0 99.0 99.00
2010 04 06 01 50 110  4.0  4.9  0.66  5.88  4.40 161 1020.5  19.6  19.6  19.3 99.0 99.00
2010 04 06 02 50 117  3.9  4.7  0.69  6.25  4.57 170 1020.5  19.6  19.5  19.4 99.0 99.00
2010 04 06 03 50 114  4.1  4.7  0.65  6.25  4.51 161 1020.4  19.6  19.4  19.5 99.0 99.00
2010 04 06 04 50 126  4.0  4.6  0.61  5.88  4.32 162 1020.1  19.6  19.3  19.5 99.0 99.00
2010 04 06 05 50 131  4.4  5.2  0.63  6.25  4.56 162 1019.5  19.5  19.2  19.4 99.0 99.00
2010 04 06 06 50 129  5.0  5.9  0.60  6.25  4.42 148 1018.9  19.4  19.2  19.1 99.0 99.00
2010 04 06 07 50 143  6.8  8.2  0.68  6.25  4.57 149 1018.3  19.2  19.2  18.9 99.0 99.00
2010 04 06 08 50 142  5.3  5.9  0.68  6.25  4.37 163 1018.0  19.1  19.8  18.1 99.0 99.00
2010 04 06 09 50 154  4.1  4.8  0.75  6.25  4.37 158 1018.1  18.9  19.9  18.2 99.0 99.00
2010 04 06 10 50 142  4.6  5.2  0.74  6.67  4.49 163 1018.0  19.5  20.0  18.9 99.0 99.00
2010 04 06 11 50 151  5.1  5.8  0.74  5.88  4.61 156 1018.3  19.7  20.0  19.4 99.0 99.00
2010 04 06 12 50 141  5.7  6.4  0.71  5.88  4.53 174 1018.7  19.9  20.0  19.2 99.0 99.00
2010 04 06 13 50 143  4.9  5.5  0.69  6.67  4.45 159 1019.1  20.0  20.0  19.1 99.0 99.00
2010 04 06 14 50 140  5.1  5.9  0.65  5.88  4.85 147 1019.0  20.2  19.8  19.1 99.0 99.00
2010 04 06 15 50 131  5.9  6.9  0.72  6.67  4.77 156 1019.2  20.2  19.3  19.2 99.0 99.00
2010 04 06 16 50 129  6.9  8.5  0.79  6.67  4.70 165 1018.7  20.2  19.4  19.4 99.0 99.00
2010 04 06 17 50 128  5.8  6.5  0.72  6.25  4.33 176 1018.4  20.4  20.1  19.3 99.0 99.00
2010 04 06 18 50 130  6.2  7.5  0.82  5.00  4.52 168 1017.6  20.5  20.5  19.3 99.0 99.00
2010 04 06 19 50 135  5.3  6.4  0.84  5.26  4.45 169 1017.6  20.8  20.5  19.4 99.0 99.00
2010 04 06 20 50 135  5.1  5.8  0.85  5.00  4.49 170 1016.9  21.1  20.8  19.7 99.0 99.00
2010 04 06 21 50 130  5.9  7.4  0.89  5.00  4.57 157 1016.1  21.2  21.0  19.7 99.0 99.00
2010 04 06 22 50 134  5.8  7.2  0.88  5.26  4.36 181 1015.8  21.4  21.2  19.8 99.0 99.00
2010 04 06 23 50 132  5.6  6.9  0.82  4.35  4.39 999 1015.6  21.0  21.2  19.8 99.0 99.00
2010 04 07 00 50 130  5.8  6.7  0.87  5.00  4.30 164 1015.5  20.7  21.1  19.9 99.0 99.00
2010 04 07 01 50 133  6.3  7.5 99.00 99.00 99.00 999 1017.0  20.4  20.9  19.6 99.0 99.00
2010 04 07 02 50 139  6.2  7.1  0.90  5.56  4.21 171 1017.4  20.3  20.5  19.7 99.0 99.00
2010 04 07 03 50 139  6.5  7.9  0.95  4.76  4.16 999 1017.2  20.3  19.6  19.7 99.0 99.00
2010 04 07 04 50 138  6.9  8.3  0.93  5.00  4.09 150 1016.7  20.2  19.4  19.7 99.0 99.00
2010 04 07 05 50 138  7.8  9.1  1.01  4.76  4.19 999 1015.8  20.3  19.2  19.5 99.0 99.00
2010 04 07 06 50 141  8.4 10.1  1.01  5.88  3.99 161 1014.9  20.3  19.3  19.6 99.0 99.00
2010 04 07 07 50 142  8.1  9.4  1.06  6.25  4.08 155 1014.4  20.3  19.9  19.6 99.0 99.00
2010 04 07 08 50 144  8.5  9.9  1.06  5.00  4.03 152 1013.9  20.4  20.3  19.5 99.0 99.00
2010 04 07 09 50 144  8.3  9.6  1.10  6.67  4.09 158 1014.0  20.4  20.3  19.7 99.0 99.00
2010 04 07 10 50 150  6.1  6.9  1.06  6.67  4.12 154 1014.4  20.3  20.3  19.7 99.0 99.00
2010 04 07 11 50 144  5.2  6.2  1.04  6.67  4.47 151 1015.1  20.3  20.3  19.7 99.0 99.00
2010 04 07 12 50 138  5.3  6.2  1.07  6.25  4.67 156 1015.4  20.5  20.3  19.7 99.0 99.00
2010 04 07 13 50 133  6.3  7.0  0.97  6.25  4.72 155 1015.5  20.5  20.2  19.2 99.0 99.00
2010 04 07 14 50 130  5.7  6.5  1.03  5.56  4.84 154 1016.0  20.6  20.2  19.1 99.0 99.00
2010 04 07 15 50 125  4.9  5.7  1.07  6.67  5.08 148 1016.2  20.7  20.4  19.3 99.0 99.00
2010 04 07 16 50 124  7.0  8.2  1.02  5.88  5.04 134 1015.9  20.7  20.6  19.3 99.0 99.00
2010 04 07 17 50 119  5.3  6.2  1.09  6.67  5.11 152 1015.6  21.0  20.8  20.0 99.0 99.00
2010 04 07 18 50 116  5.4  6.5  1.07  5.88  5.08 154 1014.9  21.2  21.0  20.3 99.0 99.00
2010 04 07 19 50 112  4.5  5.5  1.14  5.26  5.18 147 1014.7  21.4  21.1  20.4 99.0 99.00
2010 04 07 20 50 107  4.6  5.6  1.04  6.67  5.15 178 1014.2  21.3  21.2  20.3 99.0 99.00
2010 04 07 21 50 107  4.4  5.1  1.01  7.14  5.08 166 1013.9  21.3  21.3  20.4 99.0 99.00
2010 04 07 22 50 115  6.1  7.1  0.96  5.56  4.83 157 1013.5  21.4  21.4  20.6 99.0 99.00
2010 04 07 23 50 124  6.4  7.5  1.03  7.14  4.84 176 1013.3  21.2  21.4  20.8 99.0 99.00
2010 04 08 00 50 131  6.4  7.6  1.08  6.67  4.82 169 1013.4  21.1  21.4  20.8 99.0 99.00
2010 04 08 01 50 135  7.0  8.4  1.11  6.25  4.73 163 1013.1  21.0  21.4  20.8 99.0 99.00
2010 04 08 02 50 139  6.3  8.3  1.17  7.14  4.68 160 1013.2  21.0  21.3  20.9 99.0 99.00
2010 04 08 03 50 145  5.4  6.4  1.19  6.67  4.79 154 1013.1  21.0  21.4  20.9 99.0 99.00
2010 04 08 04 50 157  4.7  5.4  1.10  7.14  4.81 153 1013.2  21.0  21.0  20.9 99.0 99.00
2010 04 08 05 50 178  3.4  4.0  1.16  6.67  4.97 152 1013.5  21.0  20.8  21.0 99.0 99.00
2010 04 08 06 50 164  3.6  4.2  1.08  7.14  4.89 141 1012.7  21.0  20.6  21.0 99.0 99.00
2010 04 08 07 50 167  4.8  5.4  1.10  7.14  5.08 147 1012.0  21.4  20.7  21.2 99.0 99.00
2010 04 08 08 50 190  6.6  7.5  1.11  7.14  5.19 144 1011.7  21.5  20.7  21.2 99.0 99.00
2010 04 08 09 50 195  6.5  7.3  1.07  7.69  5.03 142 1011.4  21.5  20.5  21.0 99.0 99.00
2010 04 08 10 50 186  7.5  8.5  1.04  7.69  5.00 140 1010.5  21.4  20.4  20.8 99.0 99.00
2010 04 08 11 50 207  7.2  8.0  1.11  7.69  4.96 147 1011.3  21.5  20.4  20.9 99.0 99.00
2010 04 08 12 50 211  7.7  8.8  1.15  7.69  4.53 142 1012.1  21.6  20.5  20.9 99.0 99.00
2010 04 08 13 50 212  9.4 11.6  1.17  7.69  4.93 139 1012.2  22.0  21.0  21.3 99.0 99.00
2010 04 08 14 50 230  7.6  8.9  1.26  8.33  5.10 131 1012.5  21.6  21.1  21.2 99.0 99.00
2010 04 08 15 50 285  8.5 10.9  1.22  8.33  5.17 134 1013.2  20.5  21.0  19.4 99.0 99.00
2010 04 08 16 50 304  6.9  7.8  1.14  7.14  5.24 147 1012.9  20.2  20.8  18.1 99.0 99.00
2010 04 08 17 50 313  9.2 10.5  1.12  8.33  4.83 144 1012.7  19.5  20.7  16.7 99.0 99.00
2010 04 08 18 50 317 10.0 11.5  1.25  7.69  4.05 147 1012.4  19.1  20.7  15.4 99.0 99.00
2010 04 08 19 50 316  7.3  8.4  1.18  7.69  3.90 148 1011.8  19.1  20.6  15.0 99.0 99.00
2010 04 08 20 50 300  6.0  7.1  1.26  7.69  4.54 155 1011.4  19.3  20.6  15.2 99.0 99.00
2010 04 08 21 50 297  8.2  9.5  1.17  7.14  4.38 163 1011.3  19.5  20.5  14.6 99.0 99.00
2010 04 08 22 50 295  8.1  9.3  1.18  7.14  4.32 158 1011.6  19.7  20.7  12.9 99.0 99.00
2010 04 08 23 50 301  8.7 10.1  1.08  7.69  4.19 162 1012.2  20.1  20.7  13.7 99.0 99.00
2010 04 09 00 50 298  9.6 11.5  1.25  7.14  4.26 160 1012.5  20.3  20.7  13.1 99.0 99.00
2010 04 09 01 50 299  9.4 11.1  1.27  4.35  4.18 999 1013.6  20.4  20.7  12.6 99.0 99.00
2010 04 09 02 50 298  9.3 10.9  1.33  4.76  4.45 999 1014.5  20.3  20.6  14.0 99.0 99.00
2010 04 09 03 50 333 10.7 12.8  1.46  5.56  4.56 292 1014.8  20.2  20.5  12.7 99.0 99.00
2010 04 09 04 50 346 12.0 14.7  1.43  5.00  4.21 311 1015.4  19.0  20.4  11.8 99.0 99.00
2010 04 09 05 50 348 12.6 15.1  1.64  5.26  4.46 314 1016.1  17.8  20.2  10.5 99.0 99.00
2010 04 09 06 50   1 11.9 14.1  1.84  5.88  4.59 336 1016.7  17.3  20.1   9.8 99.0 99.00
2010 04 09 07 50   0 10.8 13.4  2.04  6.25  4.71 342 1017.2  17.1  20.0   8.7 99.0 99.00
2010 04 09 08 50   0 10.5 12.2  1.86  6.25  4.70 341 1017.4  16.7  19.7   8.0 99.0 99.00
2010 04 09 09 50  12 10.3 13.4 99.00 99.00 99.00 999 1017.9  16.5  19.4   8.0 99.0 99.00
2010 04 09 10 50  30 10.0 12.6  1.59  6.25  4.62 350 1018.5  16.5  19.4   8.6 99.0 99.00
2010 04 09 11 50  25 10.4 12.5  1.63  6.67  4.54 346 1019.2  16.4  19.5   7.6 99.0 99.00
2010 04 09 12 50  31 10.3 12.6  1.81  6.25  4.55 359 1020.1  16.2  19.5   6.7 99.0 99.00
2010 04 09 13 50  36 10.6 12.9  1.71  5.88  4.57   1 1021.0  16.0  19.5   6.1 99.0 99.00
2010 04 09 14 50  46 10.5 12.3  1.78  5.88  4.61  10 1021.8  16.2  19.4   4.1 99.0 99.00
2010 04 09 15 50  47 10.8 12.9  1.82  5.88  4.75  29 1021.8  16.5  19.5   4.9 99.0 99.00
2010 04 09 16 50  51  9.1 10.9  1.74  6.25  4.73  42 1021.7  16.5  19.5   5.4 99.0 99.00
2010 04 09 17 50  65  8.2  9.4  1.61  5.88  4.70  40 1021.8  16.6  19.7   6.1 99.0 99.00
2010 04 09 18 50  56  7.3  8.5 99.00 99.00 99.00 999 1021.6  16.7  20.0   6.4 99.0 99.00
2010 04 09 19 50  51  6.0  7.3 99.00 99.00 99.00 999 1021.5  16.7  20.0   6.7 99.0 99.00
2010 04 09 20 50  60  3.9  5.1 99.00 99.00 99.00 999 1021.2  16.8  20.1   6.1 99.0 99.00
2010 04 09 21 50  49  3.5  4.9 99.00 99.00 99.00 999 1020.5  16.9  20.1   7.0 99.0 99.00
2010 04 09 22 50  54  1.4  2.1 99.00 99.00 99.00 999 1020.7  17.2  20.2   6.9 99.0 99.00
2010 04 09 23 50  63  0.9  1.8 99.00 99.00 99.00 999 1021.0  17.1  20.2   7.7 99.0 99.00
2010 04 10 00 50  34  0.9  1.5 99.00 99.00 99.00 999 1021.0  17.1  20.1   8.0 99.0 99.00
2010 04 10 01 50 113  0.4  0.8 99.00 99.00 99.00 999 1021.5  16.9  20.0   8.0 99.0 99.00
2010 04 10 02 50 223  0.5  1.1 99.00 99.00 99.00 999 1022.1  17.0  20.0   8.2 99.0 99.00
2010 04 10 03 50 290  0.8  1.2 99.00 99.00 99.00 999 1022.2  17.4  20.0   8.8 99.0 99.00
2010 04 10 04 50   5  1.3  1.8 99.00 99.00 99.00 999 1021.9  17.4  20.0   9.5 99.0 99.00
2010 04 10 05 50  19  2.1  2.7 99.00 99.00 99.00 999 1021.7  17.6  19.9  10.1 99.0 99.00
2010 04 10 06 50  21  3.0  3.7 99.00 99.00 99.00 999 1021.7  17.9  19.8  10.5 99.0 99.00
2010 04 10 07 50   2  3.8  4.5 99.00 99.00 99.00 999 1022.0  18.0  19.5  11.5 99.0 99.00
2010 04 10 08 50  13  5.3  5.9 99.00 99.00 99.00 999 1022.4  18.4  19.5  12.2 99.0 99.00
2010 04 10 09 50  26  5.8  6.4 99.00 99.00 99.00 999 1022.7  18.9  19.5  12.6 99.0 99.00
2010 04 10 10 50  39  5.6  6.2 99.00 99.00 99.00 999 1023.2  19.1  19.5  13.4 99.0 99.00
2010 04 10 11 50  63  5.2  5.8 99.00 99.00 99.00 999 1024.2  19.4  19.6  13.0 99.0 99.00
2010 04 10 12 50  68  5.4  6.2 99.00 99.00 99.00 999 1024.7  19.4  19.6  13.9 99.0 99.00
2010 04 10 13 50  83  5.7  6.5 99.00 99.00 99.00 999 1025.4  19.6  19.6  13.6 99.0 99.00
2010 04 10 14 50 101  7.2  8.4 99.00 99.00 99.00 999 1025.6  19.7  19.5  13.1 99.0 99.00
2010 04 10 15 50  96  6.7  7.8 99.00 99.00 99.00 999 1025.9  19.6  19.5  12.5 99.0 99.00
2010 04 10 16 50  93  7.0  8.1 99.00 99.00 99.00 999 1025.8  19.7  19.5  11.0 99.0 99.00
2010 04 10 17 50  97  8.2  9.5 99.00 99.00 99.00 999 1025.0  19.7  19.9  11.0 99.0 99.00
2010 04 10 18 50  91  7.6  8.7 99.00 99.00 99.00 999 1024.8  19.9  20.0   9.6 99.0 99.00
2010 04 10 19 50  93  7.7  9.1 99.00 99.00 99.00 999 1023.9  19.7  19.9  11.2 99.0 99.00
2010 04 10 20 50  94  7.1  8.2 99.00 99.00 99.00 999 1023.5  19.4  19.8  12.8 99.0 99.00
2010 04 10 21 50 103  6.4  7.4 99.00 99.00 99.00 999 1023.7  19.4  19.9  13.2 99.0 99.00
